"name";"bold";"eol";"tsn";"ncbi"
"Nysius groenlandicus";"367099";NA;"107874";"1656712"
"Spilogona sanctpauli";NA;NA;NA;NA
"Eupeodes curtus";"110809";NA;"140037";"1944113"
"Eupeodes luniger";"110805";"55737911";"140060";"1124559"
"Smittia";"56500";"51875054";"128772";"315559"
"Sphaerophoria scripta";"30747";"55737988";"140267";"226180"
"Delia platura ";NA;NA;NA;"81723"
"Eupithesia sobrinata";NA;NA;NA;NA
"Phaonia pallidisquama";"479102";NA;"150556";"1763948"
"Syngrapha borea";"157337";NA;"940540";"1343815"
"Aedes nigripes";"194578";NA;"126331";"508662"
"Delia fabricii";"479087";NA;"149792";"1763920"
"Dolichopus groenlandicus";"457031";NA;"138104";"1763922"
"Helophilus borealis";NA;NA;NA;NA
"Helophilus groenlandicus";"88374";NA;"140788";"1790172"
"Lasiestra leucocycla";NA;NA;NA;NA
"Nowickia";"402888";"52010907";"651422";"613194"
"Ramphomyia nigrita";NA;NA;NA;"208077"
"Thysanoptera";"111";"51118417";"103348";"30262"
"Aedes impiger";"365788";NA;"126310";"1386052"
"Botanophila profuga";"479085";NA;"149365";"1763913"
"Bradysia";"106664";"51146288";"122709";"35571"
"Clossiana chariclea";"736606";"52267192";NA;"1943797"
"Colias hecla";"69799";"55716001";NA;"78613"
"Dasyhelea";"237170";"57362402";"127283";"41822"
"Drymeia groenlandica";"305766";"46456133";"150083";"1291780"
"Eurois occulta";"11337";"55718651";"188732";"987425"
"Forcipomyia";"471525";"51867019";"127156";"209700"
"Oedemagena tarandi";NA;NA;NA;NA
"Paregle audacula";"468392";"46455896";"149543";"696256"
"Pegoplata tundrica";"467494";NA;"149069";"1763947"
"Periscepsia stylata";"407547";NA;"651473";"1790193"
"Platycheirus hyperboreus";"251463";"55737775";"139762";"1352494"
"Platycheirus lundbecki";"365811";"55737782";"139780";"1459882"
"Platycheirus varipes";"380548";"55737824";"139852";"1459902"
"Stenomacrus";"92245";"52237502";NA;"495647"
"Syngrapha u-aureum";"11709";NA;"188995";"685347"
"Unidentified";NA;"53306762";NA;"32644"
"Salix glauca";"126359";"52849074";"837822";"395314"
"Epilobium latifolium";"257140";NA;NA;"33138"
"Cerastium alpinum";"263405";"50862175";NA;"271556"
"Ledum palustre";"403589";NA;NA;"49170"
"Dryas integrifolia";"260153";"52832625";NA;"395290"
"Saxifraga triscupidata";NA;NA;NA;NA
"Polygonum viviparum";"257137";NA;NA;"371026"
"Pyrola grandiflora";"257027";"50870501";"23754";"395309"
"Papaver radicatum";"501588";"57211511";"895485";"357475"
"Pedicularis lapponica";"257078";"46178226";"33380";"669771"
"Campanula gieseckiana";NA;NA;NA;"1241081"
"Rhododendron lapponicum";"257089";"61356733";"23719";"313330"
"Stellaria longiceps";NA;NA;NA;NA
"Tofieldia pusilla";"257066";"61380817";"43052";"114206"
"Vaccinium uliginosum";"257032";"57226381";NA;"190548"
