"name";"bold";"eol";"tsn";"ncbi"
"Oxysarcodexia ochripyga";NA;"24705072";"151839";NA
"Eleodes hispilabris";"382242";"20020940";NA;"1902546"
"Boreocanthon lecontei";NA;"24639578";NA;NA
"Trox scutellaris";NA;NA;NA;NA
"Pogonomyrmex desertorum";"101120";"24677752";"581433";"144038"
"Pogonomyrmex rugosus";"81296";"14977590";"154236";"144042"
"Conomyrma insana";NA;NA;NA;NA
"Solenopsis xyloni";"83895";"14964899";"154242";"310435"
"Iridomyrmex pruinosum";NA;NA;NA;NA
"Cathartes aura";"17515";"11286150";"824542";"43455"
"Urocyon cinereoargenteus";"17525";"12096131";"726890";"55040"
"Saprinus discoidalis";"489834";"6994856";"728912";NA
"Silpha truncata";NA;"21919297";NA;NA
"Dermestes vulpinus";NA;NA;NA;NA
"Necrobia rufipes";"165974";"11978805";"113859";"433251"
"Eleodes entricatus";NA;NA;NA;NA
"Trox punctatus";NA;NA;NA;NA
"Proctacanthella leucopogon";"768708";"21256766";NA;"1717612"
"Piophila";"365802";"13392843";"143253";"53709"
"Phaenicia sericata";NA;"14980013";"151622";"13632"
"Goniochaeta plagiodes";NA;NA;NA;NA
"Sinea complexa";NA;"30928693";"107357";NA
"Nomia tetrazonata";NA;"24656124";"655888";"178050"
"Lasioglossum morilli";NA;NA;NA;NA
"Dialictus microlepiodes";NA;NA;NA;NA
"Taenipoda equus";NA;NA;NA;NA
"Sarcophaga utilis";"304385";"24705055";NA;"657980"
"Trox nodosus";NA;"21777468";NA;NA
"Trox suberosus";NA;NA;NA;NA
"Coenosia";"82774";"11819946";"151119";"305609"
"Idiasta";"150390";"21767646";NA;"572692"
"Pogonomyrmex apache";"83923";"21828300";"581419";"144033"
"Myrmecocystus mimicus";"29249";"20990442";"577184";"211521"
