"name";"bold";"eol";"tsn";"ncbi"
"Asellus";"5450";"10232408";"92667";"92524"
"Valvata";"80384";"11979079";"70349";"54981"
"Anadonta";NA;NA;NA;NA
"Daphnia";"4582";"11163398";"83877";"6668"
"Aythya ferina";"96345";"10495262";"175126";"219593"
"Cygnus";"3205";"11091405";"174987";"8867"
"Aythya fuligula";"10084";"10496090";"175135";"219594"
"Cyclops";"302138";"14014938";"88635";"263416"
"Oncorhynchus";"4159";"11365639";"161978";"8016"
"Perca";"3694";"12374028";"56939";"8166"
"Esox";"4299";"11145744";"161293";"8009"
"Phragmites";"120993";"11092359";"797424";"15745"
"Potamogeton";"121686";"10518620";"39009";"13228"
