"original_name";"name_clear"
"Heteractis crispa";"Heteractis crispa"
"Entacmaea quadricolor";"Entacmaea quadricolor"
"Heteractis magnifica";"Heteractis magnifica"
"Stichodactyla mertensii";"Stichodactyla mertensii"
"Heteractis aurora";"Heteractis aurora"
"Stichodactyla gigantea";"Stichodactyla gigantea"
"Stichodactyla haddoni";"Stichodactyla haddoni"
"Macrodactyla doreensis";"Macrodactyla doreensis"
"Heteractus malu";"Heteractus malu"
"Cryptodendrum adhaesivum";"Cryptodendrum adhaesivum"
"Amphiprion clarkii";"Amphiprion clarkii"
"Amphiprion akindynos";"Amphiprion akindynos"
"Amphiprion chrysopterus";"Amphiprion chrysopterus"
"Amphiprion bicinctus";"Amphiprion bicinctus"
"Amphiprion tricinctus";"Amphiprion tricinctus"
"Amphiprion perideraion";"Amphiprion perideraion"
"Amphiprion melanopus";"Amphiprion melanopus"
"Amphiprion percula";"Amphiprion percula"
"Amphiprion leucokranos";"Amphiprion leucokranos"
"Amphiprion polymnus";"Amphiprion polymnus"
"Amphiprion omanensis";"Amphiprion omanensis"
"Amphiprion sandaracinos";"Amphiprion sandaracinos"
"Amphiprion ephippium";"Amphiprion ephippium"
"Amphiprion latezonatus";"Amphiprion latezonatus"
"Amphiprion allardi";"Amphiprion allardi"
"Amphiprion rubrocinctus";"Amphiprion rubrocinctus"
"Amphiprion frenatus";"Amphiprion frenatus"
"Amphiprion mccullochi";"Amphiprion mccullochi"
"Premnas biaculeatus";"Premnas biaculeatus"
"Amphiprion chrysogaster";"Amphiprion chrysogaster"
"Amphiprion ocellaris";"Amphiprion ocellaris"
"Amphiprion akallopisos";"Amphiprion akallopisos"
"Amphiprion nigripes";"Amphiprion nigripes"
"Amphiprion fuscocaudatus";"Amphiprion fuscocaudatus"
"Amphiprion latifasciatus";"Amphiprion latifasciatus"
"Amphiprion sebae";"Amphiprion sebae"
