"original_name";"name_clear"
"Astyanax ruberrimus";"Astyanax ruberrimus"
"Compsura gorgonae";"Compsura gorgonae"
"Pseudocheirodon affinis";"Pseudocheirodon affinis"
"Roeboides guatemalensis";"Roeboides guatemalensis"
"Cichlasoma maculicauda";"Cichlasoma maculicauda"
"Filamentous green algae";"Algae"
"Gobiomorus dormitor";"Gobiomorus dormitor"
"Melaniris chagresi";"Melaniris chagresi"
"Nannophytoplankton";"Nanophytoplankton"
"Gambusia nicaraguagensis";"Gambusia nicaraguagensis"
"Poecilia mexicana";"Poecilia mexicana"
"Terrestrial insects";"Insectae"
"Zooplankton";"Zooplankton"
"Herons";"Ardeidae"
"Kingfishers";"Alcedininae"
"Tarpon alanticus";"Tarpon atlanticus"
"Chlidonias niger";"Chlidonias niger"
