"sp_taxon_1";"sp_taxon_2";"value";"type"
"Herons";"Astyanax ruberrimus";"1";"predation"
"Kingfishers";"Astyanax ruberrimus";"1";"predation"
"Herons";"Compsura gorgonae";"1";"predation"
"Kingfishers";"Compsura gorgonae";"1";"predation"
"Herons";"Pseudocheirodon affinis";"1";"predation"
"Kingfishers";"Pseudocheirodon affinis";"1";"predation"
"Herons";"Roeboides guatemalensis";"1";"predation"
"Kingfishers";"Roeboides guatemalensis";"1";"predation"
"Herons";"Cichlasoma maculicauda";"1";"predation"
"Kingfishers";"Cichlasoma maculicauda";"1";"predation"
"Cichlasoma maculicauda";"Filamentous green algae";"1";"herbivory"
"Tarpon alanticus";"Gobiomorus dormitor";"1";"predation"
"Gobiomorus dormitor";"Melaniris chagresi";"1";"predation"
"Tarpon alanticus";"Melaniris chagresi";"1";"predation"
"Chlidonias niger";"Melaniris chagresi";"1";"predation"
"Zooplankton";"Nannophytoplankton";"1";"herbivory"
"Herons";"Gambusia nicaraguagensis";"1";"predation"
"Kingfishers";"Gambusia nicaraguagensis";"1";"predation"
"Herons";"Poecilia mexicana";"1";"predation"
"Kingfishers";"Poecilia mexicana";"1";"predation"
"Melaniris chagresi";"Terrestrial insects";"1";"predation"
"Astyanax ruberrimus";"Terrestrial insects";"1";"predation"
"Compsura gorgonae";"Terrestrial insects";"1";"predation"
"Pseudocheirodon affinis";"Terrestrial insects";"1";"predation"
"Roeboides guatemalensis";"Terrestrial insects";"1";"predation"
"Gambusia nicaraguagensis";"Terrestrial insects";"1";"predation"
"Poecilia mexicana";"Terrestrial insects";"1";"predation"
"Melaniris chagresi";"Zooplankton";"1";"predation"
"Astyanax ruberrimus";"Zooplankton";"1";"predation"
"Compsura gorgonae";"Zooplankton";"1";"predation"
"Pseudocheirodon affinis";"Zooplankton";"1";"predation"
"Roeboides guatemalensis";"Zooplankton";"1";"predation"
