"name";"bold";"eol";"tsn";"ncbi"
"Chiroxiphia caudata";"88993";"46579419";"559189";"196027"
"Carpornis cucullatus";NA;NA;NA;"1506537"
"Turdus albicollis";"72039";"61821705";"919531";"411549"
"Tachyphonus coronatus";"89018";"46587219";"563267";"555353"
"Turdus rufiventris";"54382";"55925319";NA;"311356"
"Penelope obscura";"28749";"57435415";NA;"125071"
"Trichothraupis melanops";"89021";"46587472";"563522";"555363"
"Thraupis cyanoptera";NA;"46587444";"563424";"548518"
"Euphonia pectoralis";"89054";"46586621";"560028";"555252"
"Tangara cyanocephala";NA;"46587287";NA;"256436"
"Thraupis ornata";"120502";"46587461";"563427";"548519"
"Platycichla flavipes";NA;"57437910";NA;"1896771"
"Selenidera maculirostris";"95551";"46575386";"554305";"95724"
"Baillonius bailloni";NA;"55910278";"554296";"91763"
"Cacicus haemorrhous";"89057";"55922383";NA;"201472"
"Philander frenata";NA;NA;NA;"225405"
"Stephanophorus diadematus";"120455";"46587217";"563142";"548515"
"Tityra cayana";"116444";"46579645";NA;"114387"
"Lipaugus lanioides";NA;"60996203";"560827";"1506531"
"Sturnira lilium";"23423";"51374646";"948222";"27660"
"Tangara desmaresti";"120470";"46587298";"563291";"256438"
"Tangara seledon";"109267";"46587384";"563319";"221979"
"Mionectes rufiventris";"89009";"46578799";"561137";"360206"
"Myiodynastes maculatus";"54353";"51357287";"712710";"478610"
"Ramphastos dicolorus";"89081";"46575398";"554312";"322580"
"Schiffornis virescens";"68776";"46579684";"562847";"196047"
"Habia rubica";"71940";"46587016";"731122";"62201"
"Ilicura militaris";"111803";"46579440";"560582";"208056"
"Pipile jacutinga";"28747";NA;NA;"125073"
"Saltator similis";"89077";"61825346";NA;"555342"
"Trogon surrucura";"69528";"61831144";NA;"297711"
"Trogon viridis";"111316";"61831137";NA;"59419"
"Cerdocyon thous";"73532";"55941593";"726851";"9620"
"Cissopis leveriana";NA;NA;NA;"62177"
"Orthogonys chloricterus";NA;"61826130";"561721";"1271578"
"Carollia perspicillata";"34045";"55936048";"631822";"40233"
"Columba plumbea";NA;NA;NA;"372349"
"Hemithraupis ruficapilla";NA;"57441783";NA;"1226193"
"Vireo chivi";NA;NA;NA;NA
"Cebus apella";"73380";"57452196";NA;"9515"
"Dacnis cayana";"71917";"46586903";"730930";"62189"
"Trogon rufus";"89072";"46574570";"679362";"59417"
"Oxyruncus cristatus";"116164";"55914702";"711955";"114331"
"Myiarchus swainsoni";"68736";"61822130";"712767";"204059"
"Orchesticus abeillei";NA;"57442053";"561678";"1226240"
"Procnias nudicollis";"116187";"46579829";"562473";"255387"
"Thraupis sayaca";"54433";"46587467";NA;"1978921"
"Euphonia violacea";"71930";"57441770";NA;"1105364"
"Pyroderus scutatus";"116189";"46579835";"711972";"114375"
"Sturnira tildae";"47573";"55935912";"631867";"27661"
