"original_name";"name_clear"
"Chiroxiphia caudata";"Chiroxiphia caudata"
"Carpornis cucullatus";"Carpornis cucullatus"
"Turdus albicollis";"Turdus albicollis"
"Tachyphonus coronatus";"Tachyphonus coronatus"
"Turdus rufiventris";"Turdus rufiventris"
"Penelope obscura";"Penelope obscura"
"Trichothraupis melanops";"Trichothraupis melanops"
"Thraupis cyanoptera";"Thraupis cyanoptera"
"Euphonia pectoralis";"Euphonia pectoralis"
"Tangara cyanocephala";"Tangara cyanocephala"
"Thraupis ornata";"Thraupis ornata"
"Platycichla flavipes";"Platycichla flavipes"
"Selenidera maculirostris";"Selenidera maculirostris"
"Baillonius bailloni";"Baillonius bailloni"
"Cacicus haemorrhous";"Cacicus haemorrhous"
"Philander frenata";"Philander frenata"
"Stephanophorus diadematus";"Stephanophorus diadematus"
"Tityra cayana";"Tityra cayana"
"Lipaugus lanioides";"Lipaugus lanioides"
"Sturnira lilium";"Sturnira lilium"
"Tangara desmaresti";"Tangara desmaresti"
"Tangara seledon";"Tangara seledon"
"Mionectes rufiventris";"Mionectes rufiventris"
"Myiodynastes maculatus";"Myiodynastes maculatus"
"Ramphastos dicolorus";"Ramphastos dicolorus"
"Schiffornis virescens";"Schiffornis virescens"
"Habia rubica";"Habia rubica"
"Ilicura militaris";"Ilicura militaris"
"Pipile jacutinga";"Pipile jacutinga"
"Saltator similis";"Saltator similis"
"Trogon surrucura";"Trogon surrucura"
"Trogon viridis";"Trogon viridis"
"Cerdocyon thous";"Cerdocyon thous"
"Cissopis leveriana";"Cissopis leveriana"
"Orthogonys chloricterus";"Orthogonys chloricterus"
"Carollia perspicillata";"Carollia perspicillata"
"Columba plumbea";"Columba plumbea"
"Hemithraupis ruficapilla";"Hemithraupis ruficapilla"
"Vireo chivi";"Vireo chivi"
"Cebus apella";"Cebus apella"
"Dacnis cayana";"Dacnis cayana"
"Trogon rufus";"Trogon rufus"
"Oxyruncus cristatus";"Oxyruncus cristatus"
"Myiarchus swainsoni";"Myiarchus swainsoni"
"Orchesticus abeillei";"Orchesticus abeillei"
"Procnias nudicollis";"Procnias nudicollis"
"Thraupis sayaca";"Thraupis sayaca"
"Euphonia violacea";"Euphonia violacea"
"Pyroderus scutatus";"Pyroderus scutatus"
"Sturnira tildae";"Sturnira tildae"
"Artibeus fimbriatus";"Artibeus fimbriatus"
"Celeus flavescens";"Celeus flavescens"
"Elaenia mesoleuca";"Elaenia mesoleuca"
"Pyrrhura frontalis";"Pyrrhura frontalis"
"Alouatta fusca";"Alouatta fusca"
"Artibeus lituratus";"Artibeus lituratus"
"Artibeus sp1 M_SD_022";"Artibeus"
"Brotogeris tirica";"Brotogeris tirica"
"Hylophilus poicilotis";"Hylophilus poicilotis"
"Megarynchus pitangua";"Megarynchus pitangua"
"Melanerpes flavifrons";"Melanerpes flavifrons"
"Pachyramphus validus";"Pachyramphus validus"
"Atilla rufus";"Atilla rufus"
"Brachyteles aracnoides";"Brachyteles aracnoides"
"Didelphis aurita";"Didelphis aurita"
