"name";"bold";"eol";"tsn";"ncbi"
"Batrachospermum";"178902";"11966563";"11669";"2809"
"Lemanea";"178907";"13484512";"11679";"67899"
"Rhithrogena";"96004";"13043347";"100577";"307890"
"Leuctra";"2147";"13044131";"102852";"143734"
"Amphinemura";"95750";"13041466";"102544";"143723"
"Chloroperla";"185603";"14287065";"102958";"466661"
"Hydropsyche";"5202";"12109850";"115457";"50443"
"Deronectes";"169034";"13351551";"813004";"156913"
"Oreonectes";"497813";"22431332";"687474";"341094"
"Polycentropus";"95646";"12383748";"117048";"177940"
"Isoperla";"95728";"12365060";"103009";"143767"
"Perlodes";"186929";"13343530";NA;"466779"
