"original_name";"name_clear"
"Fragmented leaf";"Plantae"
"Stem tissue";"Plantae"
"Moss";"Bryophyta"
"Diatoms";"Diatoms"
"Batrachospermum";"Batrachospermum"
"Lemanea";"Lemanea"
"Detritus";"Detritus"
"Green algae";"Algae"
"Rhithrogena";"Rhithrogena"
"Baetis";"Baetis"
"Leuctra";"Leuctra"
"Protonemeura";"Protonemura"
"Amphinemura";"Amphinemura"
"Oligochaeta";"Oligochaeta"
"Copepoda";"Copepoda"
"Cladocera";"Cladocera"
"Chironomidae";"Chironomidae"
"Simulium";"Simulium"
"Chloroperla";"Chloroperla"
"Hydropsyche";"Hydropsyche"
"Deronectes";"Deronectes"
"Oreonectes";"Oreonectes"
"Polycentropus";"Polycentropus"
"Isoperla";"Isoperla"
"Perlodes";"Perlodes"
