"original_name";"name_clear"
"Deutzia crenata";"Deutzia crenata"
"Cirsium japonicum";"Cirsium japonicum"
"Polygonum cuspidatum";"Polygonum cuspidatum"
"Lysimachia clethroides";"Lysimachia clethroides"
"Rhododendron kiusuanum";"Rhododendron kiusianum"
"Astilbe thunbergii";"Astilbe thunbergii"
"Ixeris dentata";"Ixeris dentata"
"Sophora flavescens";"Sophora flavescens"
"Erigeron annuus";"Erigeron annuus"
"Hydrangea luteo-venosa";"Hydrangea luteo-venosa"
"Veronica rotunda";"Veronica rotunda"
"Vicia unijuga";"Vicia unijuga"
"Pseudostellaria heterantha";"Pseudostellaria heterantha"
"Angelica cartilagino-marginata";"Angelica cartilagino-marginata"
"Arabis glabra";"Arabis glabra"
"Senecio pierotii";"Senecio pierotii"
"Pieris japonica";"Pieris japonica"
"Cirsium suffultum";"Cirsium suffultum"
"Ranunculus japonicus";"Ranunculus japonicus"
"Viola grypoceras";"Viola grypoceras"
"Abelia serrata";"Abelia serrata"
"Lespedeza bicolor";"Lespedeza bicolor"
"Geranium shikokianum";"Geranium shikokianum"
"Weigela japonica";"Weigela japonica"
"Prunella vulgaris";"Prunella vulgaris"
"Rubus parvifolius";"Rubus parvifolius"
"Aster ageratoides";"Aster ageratoides"
"Benthamidia japonica";"Benthamidia japonica"
"Ligularia japonica";"Ligularia japonica"
"Viburnum dilatatum";"Viburnum dilatatum"
"Hemerocallis vespertina";"Hemerocallis vespertina"
"Spiraea japonica";"Spiraea japonica"
"Viburnum erosum";"Viburnum erosum"
"Anaphalis margaritacea";"Anaphalis margaritacea"
"Ligularia fischerii";"Ligularia fischeri"
"Saussurea gracilis";"Saussurea gracilis"
"Valeriana fauriei";"Valeriana fauriei"
"Potentilla freyniana";"Potentilla freyniana"
"Aconitum japonicum";"Aconitum japonicum"
"Synurus excelsus";"Synurus excelsus"
"Echinops setifer";"Echinops setifer"
"Hydrangea paniculata";"Hydrangea paniculata"
"Allium thunbergii";"Allium thunbergii"
"Hydrangea serrata";"Hydrangea serrata"
"Saussurea yanagisawae";"Saussurea yanagisawae"
"Cimicifuga acerina";"Cimicifuga acerina"
"Isodon inflexus";"Isodon inflexus"
"Weigela decora";"Weigela decora"
"Adenophora triphylla";"Adenophora triphylla"
"Heteropappus hispidus";"Heteropappus hispidus"
"Aster scaber";"Aster scaber"
"Solidago virg-aurea";"Solidago virgaurea"
"Patrinia villosa";"Patrinia villosa"
"Lyonia ovalifolia";"Lyonia ovalifolia"
"Styrax japonica";"Styrax japonica"
"Rubus phoenicolasius";"Rubus phoenicolasius"
"Eupatorium chinense";"Eupatorium chinense"
"Epimedium diphyllum";"Epimedium diphyllum"
"Hydrocotyle ramiflora";"Hydrocotyle ramiflora"
"Paederia scandens";"Paederia scandens"
"Polygala japonica";"Polygala japonica"
"Salix sieboldiana";"Salix sieboldiana"
"Viola orientalis";"Viola orientalis"
"Iris rossii";"Iris rossii"
"Inula japonica";"Inula japonica"
"Inula salicina";"Inula salicina"
"Castanea crenata";"Castanea crenata"
"Prunus jamasakura";"Prunus jamasakura"
"Moehringia lateriflora";"Moehringia lateriflora"
"Clethra barvinervis";"Clethra barbinervis"
"Patrinia scabiosaefolia";"Patrinia scabiosaefolia"
"Corydalis lineariloba";"Corydalis lineariloba"
"Salix vulpina";"Salix vulpina"
"Lindera sericea";"Lindera sericea"
"Veratrum maackii";"Veratrum maackii"
"Dianthus superbus";"Dianthus superbus"
"Galium verum";"Galium verum"
"Quercus dentata";"Quercus dentata"
"Hypericum pseudopetiolatum";"Hypericum pseudopetiolatum"
"Asparagus schoberioides";"Asparagus schoberioides"
"Rhododendron reticulatum";"Rhododendron reticulatum"
"Viola hondoensis";"Viola hondoensis"
"Chionographis japonica";"Chionographis japonica"
"Aletris luteoviridis";"Aletris luteoviridis"
"Lilium leichtlinii";"Lilium leichtlinii"
"Cephalantera falcata";"Cephalanthera falcata"
"Parnassia palustris";"Parnassia palustris"
"Codonopsis lanceolata";"Codonopsis lanceolata"
"Swertia japonica";"Swertia japonica"
"Angelica longeradiata";"Angelica longeradiata"
"Schizophragma hydrangeoides";"Schizophragma hydrangeoides"
"Erigeron philadelphicus";"Erigeron philadelphicus"
"Gentiana zollingeri";"Gentiana zollingeri"
"Dioscorea asclepiadea";"Dioscorea asclepiadea"
"Sanguisorba officinalis";"Sanguisorba officinalis"
"Galium japonicum";"Galium japonicum"
"Luzula capitata";"Luzula capitata"
"Staphylea bumalda";"Staphylea bumalda"
"Arisaema japonicum";"Arisaema japonicum"
"Sphaerophoria philanthus";"Sphaerophoria philanthus"
"Ceratina japonica ";"Ceratina japonica"
"Eristalis tenax";"Eristalis tenax"
"Bombus diversus";"Bombus diversus"
"Apis mellifera";"Apis mellifera"
"Bombus ignitus";"Bombus ignitus"
"Lasioglossum sp1";"Lasioglossum"
"Bombus ardens";"Bombus ardens"
"Baris dispilota";"Baris dispilota"
"Lasioglossum sp2";"Lasioglossum"
"Oedemeronia lucidicollis ";"Oedemeronia lucidicollis"
"Ceratina flavipes ";"Ceratina flavipes"
"Ceratina megastigmata ";"Ceratina megastigmata"
"Nonarthra cyanea";"Nonarthra cyanea"
"Peribaea sp1";"Peribaea"
"Eristalis cerealis ";"Eristalis cerealis"
"Melanostoma scalare";"Melanostoma scalare"
"Stomorhina obsoleta ";"Stomorhina obsoleta"
"Tetralonia nipponensis";"Tetralonia nipponensis"
"Betasyrphus serarius";"Betasyrphus serarius"
"Campsomeris prismatica";"Campsomeris prismatica"
"Eusphalerum parallelym";"Eusphalerum parallelum"
"Fabriciana adippe";"Fabriciana adippe"
"Hoplismenus sp1";"Hoplismenus"
"Lasioglossum sp3";"Lasioglossum"
"Mordellistena sp1";"Mordellistena"
"Oxycetonia jucunda ";"Oxycetonia jucunda"
"Parnara guttata ";"Parnara guttata"
"Philopota nigroaenea ";"Philopoa nigroaenea"
"Ammophila sabulosa";"Ammophila sabulosa"
"Andrena longitibialis";"Andrena longitibialis"
"Andrena mikado";"Andrena mikado"
"Andrena watasei";"Andrena watasei"
"Bibio gracilipalpus";"Bibio gracilipalpus"
"Bombylius major";"Bombylius major"
"Camponotus japonicus";"Camponotus japonicus"
"Helophilus virgatus ";"Helophilus virgatus"
"Lasioglossum sp4";"Lasioglossum"
"Papilio machaon";"Papilio machaon"
"Sphaerophoria macrogaster ";"Sphaerophoria macrogaster"
"Zypangia lewisi";"Zipangia lewisi"
"Andrena dentata";"Andrena dentata"
"Andrena Knuthi";"Andrena knuthi"
"Andrena komachi ";"Andrena komachi"
"Bibio sp1";"Bibio"
"Delia sp1";"Delia"
"Euthyneura sp1";"Euthyneura"
"Lasioglossum sp5";"Lasioglossum"
"Ochlodes ochraceus";"Ochlodes ochraceus"
"Paragus jozanus ";"Paragus jozanus"
"Platycheirus urakawensis";"Platycheirus urakawensis"
"Prosena sp1";"Prosena"
"Siphona sp1";"Siphona"
"Vespa simillima";"Vespa simillima"
"Andrena kaguya";"Andrena kaguya"
"Andrena minutula";"Andrena minutula"
"Andrena taraxaci";"Andrena taraxaci"
"Anthemus magnius";"Athemus magnius"
"Apis cerana ";"Apis cerana"
"Aulacophora nigripennis ";"Aulacophora nigripennis"
"Byturus sp1";"Byturus"
"Cheilosia sp1";"Cheilosia"
"Cheilosia sp2";"Cheilosia"
"Dalopius tamui";"Dalopius tamui"
"Fabriciana nerippe";"Fabriciana nerippe"
"Formica japonica ";"Formica japonica"
"Himatium sp1";"Himatium"
"Hoplia moerens";"Hoplia moerens"
"Lasioglossum apristum";"Lasioglossum apristum"
"Lasioglossum sibiriacum";"Lasioglossum sibiriacum"
"Lycaena phlaeas ";"Lycaena phlaeas"
"Manobidia nipponica";"Manobidia nipponica"
"Megacampsomeris grossa";"Megacampsomeris grossa"
"Megachile tsurugensis ";"Megachile tsurugensis"
"Meligethes sp1";"Meligethes"
"Mikadocantharis japonica";"Mikadocantharis japonicus"
"Myrmica sp1";"Myrmica"
"Panorpa trizonata";"Panorpa trizonata"
"Paragus quadrifasciatus";"Paragus quadrifasciatus"
"Pidonia piziloi";"Pidonia puziloi"
"Pieris melete";"Pieris melete"
"Platycheirus clypeatus";"Platycheirus clypeatus"
"Podabrus malthinoides";"Podabrus malthinoides"
"Polytremis pellucida";"Polytremis pellucida"
"Popillia japonica ";"Popillia japonica"
"Prothemus ciusianus ";"Prothemus ciusianus"
"Scaeva komabensis";"Scaeva komabensis"
"Themus midas";"Themus midas"
"Unidentified sp1";"Unidentified"
"Unidentified sp2";"Unidentified"
"Urophora sachalinensis";"Urophora sachalinensis"
"Aldrichina grahami";"Aldrichina grahami"
"Allobaccha apicalis";"Allobaccha apicalis"
"Allobaccha sp1";"Allobaccha"
"Ampelophaga rubiginosa";"Ampelophaga rubiginosa"
