"name";"bold";"eol";"tsn";"ncbi"
"Andrena okabei";NA;"6882089";"752736";NA
"Andrena prostomias";"177680";"24399179";"752813";"444434"
"Anechura japonica";NA;"30414982";NA;"1310288"
"Anomala octiescostata";NA;"24395654";NA;"121602"
"Athemus maculielytris";NA;NA;NA;NA
"Apoderus erythrogaster";"912566";"24389844";NA;"1515445"
"Argyronome ruslana";"202409";"17048561";NA;"405019"
"Athousius";"525715";"32692131";NA;"1028071"
"Baccha maculata";"386131";"32776292";NA;"1458286"
"Balataea gracilis";NA;"32650247";NA;NA
"Bibio aneuretus";NA;"24405147";NA;NA
"Bibio simulans";NA;"24412994";NA;NA
"Campiglossa hirayamae";NA;"24415737";"672769";NA
"Campsomeriella annulata";"747213";"32858853";NA;"1574124"
"Ceratina iwatai";"171896";"24400541";"765491";"236021"
"Chrysomela vigintipunctata";"32788";"13128277";NA;"153828"
"Colletes perforator";NA;"24395730";"654952";NA
"Copromyza";"175436";"12489775";"145829";"1217530"
"Cteniopinus hypocrita";NA;NA;NA;NA
"Dideoides coquilletti";"200922";"32685909";NA;"414809"
"Dinoptera minuta";"155188";"24389504";NA;"1885607"
"Ectinohoplia obducta";NA;"32765536";NA;NA
"Epistrophe aino";"387998";"6453372";NA;NA
"Epuraea bergeri";NA;NA;NA;NA
"Eucetonia pilifera";NA;"32728957";NA;NA
"Eumea";"93136";"15371884";"650708";"569041"
"Eumerus";"7820";"12240074";"141238";"224220"
"Eurychaeta";"199754";"15618649";NA;"559676"
"Exosoma flaviventre";"787476";"21263334";NA;"1391554"
"Fischeria";"804040";"13714745";"936412";"184375"
"Gambrinus";NA;"6687900";NA;NA
"Hesperomorpha hirsuta";NA;NA;NA;NA
"Ichneumon";"173736";"22245765";"153360";"27520"
"Ivela auripes";"674936";"24403941";NA;"1706551"
"Lasioglossum baleicum";"105168";"31592375";"758059";"434251"
"Lasioglossum occidens";"177679";"24388684";"758935";"1039949"
"Linnaemya";"78384";"13061943";"652225";"631321"
"Liriomyza";"77287";"11160468";"143919";"127403"
"Macroglossum bombylans";"193102";"14028415";NA;NA
"Macroglossum";"6529";"12167172";"935979";NA
"Macrolagria robusticeps";NA;NA;NA;"433240"
"Maculinea teleius";"27820";"13467364";NA;"203778"
"Megachile japonica";NA;"31081523";"761625";NA
"Megachile remota";"697627";"31069694";"762084";NA
"Meigenia";"296305";"13357267";"651664";"569055"
"Metrioptera hime";NA;NA;NA;NA
"Minois dryas";"100026";"13120370";NA;"270472"
"Neoitamus angusticornis";NA;"24393325";NA;"1310307"
"Nemophora umbripennis";NA;"32695502";NA;NA
"Neope niphonica";NA;"24388023";NA;"1405328"
"Neptis sappho";"100061";"13277764";NA;"270468"
"Nomada asozuana";NA;"6891304";"767233";NA
"Nomada diervillae";NA;NA;NA;NA
"Nomada japonica";NA;"24392070";"767387";NA
"Nomada muinensis";NA;NA;NA;NA
"Nomada mutsuensis";NA;NA;NA;NA
"Pachyprotasis";"87372";"13051080";NA;"1194278"
"Papilio bianor";"29480";"13827045";NA;"76199"
"Paraserica gricea";NA;NA;NA;NA
"Phebellia";"387406";"13621614";"651991";"572245"
"Phyllopertha diversa";NA;"32644425";NA;"93416"
"Phytobius";"383882";"13480109";"114676";"122876"
"Pidonia hylophila";NA;NA;NA;NA
"Pipunculus";"85517";"13051973";"141653";"240898"
"Priocnemis cyphonota";NA;NA;NA;NA
"Prosena siberita";"359439";"14535628";"651843";"1918294"
"Protichneumon";"293512";"13045958";NA;"495500"
"Ravinia";"2418";"13043583";"151854";"128959"
"Rhinoncomimus";NA;"32730408";NA;NA
"Rhogogaster";"87398";"13106567";NA;"1250642"
"Scirpophaga";"86612";"15440365";NA;"72365"
"Sisyropa";"269197";"21753877";"650674";"1918441"
"Sympetrum frequens";"259441";"21414200";NA;"257053"
"Tachina";"199712";"12032468";"650849";"141257"
"Tapinoma";"2197";"10661142";"574939";"29038"
"Tenthredo fukaii";NA;NA;NA;NA
"Thoressa varia";"26265";"21676178";NA;"218769"
"Trachys saundersi";"912606";"24392314";NA;"1857284"
"Trypherus niponicus";NA;NA;NA;"433561"
"Vespa tropica";"373656";"14444213";NA;"7450"
"Vibidia duodecimguttata";"105892";"13366653";NA;"420103"
"Volucella jeddona";"248660";"24408455";NA;NA
"Vuilletus viridis";"525620";"24402294";NA;"1610133"
"Zodion";"271393";"14070985";"141976";"768804"
