"name";"bold";"eol";"tsn";"ncbi"
"Deutzia crenata";"403661";"13927722";NA;"698544"
"Cirsium japonicum";"422491";"13819658";"780258";"516546"
"Polygonum cuspidatum";"224534";"11779980";NA;"83819"
"Lysimachia clethroides";"367599";"12445990";"23987";"167892"
"Rhododendron kiusianum";"443900";"24396960";"894454";"49167"
"Sophora flavescens";"428032";"13281122";"819703";"49840"
"Hydrangea luteo-venosa";NA;NA;NA;"859262"
"Veronica rotunda";NA;"31732368";NA;"1483390"
"Vicia unijuga";"429397";"13279547";"819739";"153962"
"Angelica cartilagino-marginata";NA;NA;NA;"265822"
"Arabis glabra";"121768";"31042317";NA;"63678"
"Senecio pierotii";NA;"31969112";NA;"479931"
"Pieris japonica";"424866";"13393905";"565622";"317406"
"Cirsium suffultum";NA;"24400374";NA;NA
"Abelia serrata";"448604";NA;NA;"1112099"
"Lespedeza bicolor";"403534";"12407168";"25895";"556514"
"Geranium shikokianum";NA;"24400929";NA;"345235"
"Weigela japonica";"448680";"13946686";"823506";"79615"
"Rubus parvifolius";"403585";"13278754";"836780";"176136"
"Aster ageratoides";"422515";"13823217";NA;"714451"
"Benthamidia japonica";"415306";"12467132";NA;"28501"
"Ligularia japonica";NA;"24263353";NA;"262730"
"Viburnum dilatatum";"368304";"12396609";"505677";"237933"
"Hemerocallis vespertina";NA;"24399659";NA;"205938"
"Spiraea japonica";"403714";"12126059";"25335";"309823"
"Viburnum erosum";"368305";"14029481";NA;"237937"
"Ligularia fischeri";"421251";"24185907";NA;"186954"
"Saussurea gracilis";NA;"32742985";NA;"378322"
"Valeriana fauriei";NA;"24395371";NA;"105907"
"Aconitum japonicum";NA;"24165202";NA;"1478108"
"Synurus excelsus";NA;"24394367";NA;NA
"Echinops setifer";NA;"31968985";NA;"406080"
"Allium thunbergii";"416821";"13837382";NA;"45004"
"Hydrangea serrata";"426053";"21192471";NA;"859264"
"Saussurea yanagisawae";NA;NA;NA;NA
"Cimicifuga acerina";NA;NA;NA;"64035"
"Isodon inflexus";"552375";"24389225";NA;"550457"
"Heteropappus hispidus";NA;"22226196";NA;"616994"
"Aster scaber";"615508";"26307964";"780594";"385370"
"Solidago virgaurea";"292025";"11930669";NA;"462879"
"Lyonia ovalifolia";"415302";"13816162";NA;"49153"
"Styrax japonica";"485605";"21888707";NA;"59680"
"Rubus phoenicolasius";"403546";"12179313";"25017";"75085"
"Eupatorium chinense";"622341";"13774538";NA;"102772"
"Epimedium diphyllum";"553523";"31958185";NA;"253601"
"Hydrocotyle ramiflora";NA;"24262896";NA;"1138480"
"Paederia scandens";"446213";"14271367";NA;"284589"
"Polygala japonica";"403506";"24474767";NA;"690795"
"Salix sieboldiana";"415319";"9324246";NA;NA
"Viola orientalis";"439394";"22218984";NA;"264811"
"Iris rossii";"367497";"21622183";NA;"928059"
"Inula japonica";"422544";"24258742";NA;"453958"
"Inula salicina";"422481";"12155492";"37798";"56531"
"Castanea crenata";"254101";"12143001";"506540";"103480"
"Prunus jamasakura";NA;"24405811";NA;"97325"
"Moehringia lateriflora";"275323";"12112596";"20017";"410645"
"Clethra barbinervis";"415272";"22209813";NA;"191065"
"Patrinia scabiosaefolia";NA;NA;NA;"300888"
"Corydalis lineariloba";NA;"7836070";NA;NA
"Salix vulpina";"388793";"30761196";NA;NA
"Lindera sericea";"415268";"9286023";NA;NA
"Dianthus superbus";"420542";"11759393";"823588";"288950"
"Galium verum";"121434";"10657981";"34936";"462873"
"Quercus dentata";"403490";"13617871";"845167";"103484"
"Hypericum pseudopetiolatum";NA;"24390674";NA;"282551"
"Asparagus schoberioides";"412468";"25008401";NA;"272862"
"Rhododendron reticulatum";"415258";"12452157";NA;"49468"
"Viola hondoensis";"439396";"31643415";NA;"316467"
"Chionographis japonica";"430810";"32615946";NA;"119999"
"Aletris luteoviridis";NA;NA;NA;NA
"Lilium leichtlinii";"552436";"21127210";NA;"79003"
"Cephalanthera falcata";"553394";"21516221";NA;"814928"
"Codonopsis lanceolata";"420044";"13941624";NA;"103999"
"Swertia japonica";"444057";"24391006";NA;"137129"
"Angelica longeradiata";NA;NA;NA;NA
"Schizophragma hydrangeoides";"415321";"13777384";"505055";"60130"
"Gentiana zollingeri";"645454";"30688750";NA;"553064"
"Dioscorea asclepiadea";NA;"7123092";NA;NA
"Sanguisorba officinalis";"345246";"11784527";"25306";"137457"
"Galium japonicum";NA;"24400212";NA;"1353280"
"Luzula capitata";"619362";"21174525";NA;"388581"
"Staphylea bumalda";"403649";"15572753";NA;"1048799"
"Arisaema japonicum";NA;"31623973";"506765";"1168161"
"Sphaerophoria philanthus";"88376";"14480143";"140261";"1352498"
"Ceratina japonica";"21868";"24387869";"765493";"175324"
"Bombus ignitus";"32099";"21750309";"714928";"130704"
"Baris dispilota";NA;NA;NA;NA
"Oedemeronia lucidicollis";NA;NA;NA;"1820933"
"Ceratina flavipes";"171897";"24389725";"765463";"236017"
"Ceratina megastigmata";"171895";"24416230";"765526";"236022"
"Nonarthra cyanea";"652575";"13283195";NA;"1515017"
"Eristalis cerealis";"106731";"21404939";NA;"362906"
"Stomorhina obsoleta";"789248";"21265185";NA;"1912789"
"Tetralonia nipponensis";NA;NA;NA;NA
"Betasyrphus serarius";"386139";"24402562";NA;"1616951"
"Campsomeris prismatica";NA;"30417676";NA;"2008321"
"Eusphalerum parallelum";NA;NA;NA;NA
"Fabriciana adippe";"100001";"13053522";NA;"405009"
"Hoplismenus";"315638";"13568364";NA;"1905450"
"Oxycetonia jucunda";NA;"21463360";NA;"1310345"
"Parnara guttata";"26281";"21456200";NA;"218706"
"Philopoa nigroaenea";NA;NA;NA;NA
"Ammophila sabulosa";"311860";"13042085";"770562";"1088610"
"Andrena mikado";NA;"24410562";"752650";"444387"
"Andrena watasei";NA;"24416784";"753091";"1348590"
"Bibio gracilipalpus";NA;NA;NA;NA
"Camponotus japonicus";"153480";"15089993";"576051";"84547"
"Helophilus virgatus";"521441";"21738767";NA;"1254969"
"Sphaerophoria macrogaster";"388231";"17749748";NA;"456389"
"Zipangia lewisi";NA;NA;NA;NA
"Andrena dentata";"694894";"24402172";"752314";NA
"Andrena knuthi";"177667";"24388490";"752538";"444413"
"Andrena komachi";"177668";"24412179";"752540";NA
"Bibio";"237160";"11343407";"121317";"189978"
"Euthyneura";"467416";"15362786";"136461";"192501"
"Ochlodes ochraceus";NA;NA;NA;"218745"
"Paragus jozanus";NA;"6452569";NA;NA
"Platycheirus urakawensis";"251456";"20970512";"139850";NA
"Prosena";"314382";"13355596";"650646";"1918293"
"Andrena kaguya";"266970";"24395890";"752524";NA
"Andrena minutula";"198534";"13340016";"752658";"1190802"
"Andrena taraxaci";"250405";"17029701";"753000";"1419343"
"Athemus magnius";NA;NA;NA;NA
"Apis cerana";"32395";"12705750";"763551";"7461"
"Aulacophora nigripennis";NA;"21399847";NA;"380050"
"Dalopius tamui";"525803";"32830786";NA;"1610050"
"Fabriciana nerippe";"462361";"24402497";NA;"1004790"
"Formica japonica";"508599";"21570026";"576781";"255794"
"Himatium";"488097";"32634625";"616885";"2036889"
"Lasioglossum sibiriacum";"159802";"24392906";"759297";NA
"Manobidia nipponica";NA;"6769205";NA;NA
"Megacampsomeris grossa";NA;NA;NA;"284020"
"Megachile tsurugensis";"697803";"31202126";"762347";NA
"Meligethes";"79236";"12650114";"835492";"177111"
"Mikadocantharis japonicus";NA;NA;NA;NA
"Myrmica";"2239";"12127949";"574108";"27492"
"Panorpa trizonata";NA;"24425119";"810824";"1661844"
"Paragus quadrifasciatus";"31516";"21002000";NA;"221794"
"Pidonia puziloi";"674221";"21219692";NA;NA
"Pieris melete";"249008";"14028631";NA;"270461"
"Platycheirus clypeatus";"369817";"13342230";"139730";"1124535"
"Polytremis pellucida";"26286";"13828988";NA;"218753"
"Popillia japonica";"71356";"13548042";"928929";"7064"
"Prothemus ciusianus";NA;"32848650";NA;"433551"
"Scaeva komabensis";"388218";"21034601";NA;"1124542"
"Themus midas";NA;NA;NA;NA
"Urophora sachalinensis";NA;"32683562";"673097";NA
"Aldrichina grahami";"154028";"24407065";"151533";"252811"
"Allobaccha apicalis";"386076";"24427050";NA;NA
"Allobaccha";"200869";"14744946";NA;"414748"
"Ampelophaga rubiginosa";"75468";"13820338";NA;"512393"
"Anaspis";"167567";"13048541";"200799";"295994"
"Andrena benefica";NA;"24402358";"752183";"444386"
"Andrena halictoides";NA;"6881106";"752457";"444406"
"Andrena hikosana";NA;"24402389";"752474";"444408"
