"name";"bold";"eol";"tsn";"ncbi"
"Acartia tonsa";79702;6585459;86088;136180
"Harpacticoids";NA;NA;NA;NA
"Rangia";2378;6000139;53369;43052
"Gammarus";5278;10201655;93750;45625
"Paleomonetes";NA;NA;NA;NA
"Mugil";3628;10172214;55058;8190
"Small Paralichthys";NA;NA;NA;NA
"Brevoortia";84633;10245433;161732;224706
"Small anellovirus";NA;NA;NA;393049
"Micropogon";56091;7293105;169283;NA
"Callinectes";4985;7105260;98698;6762
"Ctenophora";179397;6481249;94323;10197
"Roccus";NA;NA;1055104;34815
"Cynoscion";60128;7224614;169238;13028
"Dinoflagellates";NA;NA;9873;2864
"Detritus";361926;6835443;708570;NA
"Benthic diatoms";NA;NA;NA;NA
"Ruppia";291962;12098941;39065;16365
