"original_name";"name_clear"
"Xylocopa darwini";"Xylocopa darwini"
"Lepidanthrax tinctus";"Lepidanthrax tinctus"
"Halmenus cuspidatus";"Halmenus cuspidatus"
"Phoebis sennae";"Phoebis sennae"
"Unidentified sp1 M_PL_042";"Unidentified"
"Unidentified sp2 M_PL_042";"Unidentified"
"Pectis tenuifolia";"Pectis tenuifolia"
"Chiococa alba";"Chiococa alba"
"Darwiniothamnus tenuifolius";"Darwiniothamnus tenuifolius"
"Opuntia echios";"Opuntia echios"
"Scalesia affinis";"Scalesia affinis"
"Waltheria ovata";"Waltheria ovata"
"Cordia lutea";"Cordia lutea"
"Cordia revoluta";"Cordia revoluta"
"Jasminoserius thouarsii";"Jasminoserius thouarsii"
"Lippia rosmarinifolia";"Lippia rosmarinifolia"
"Passiflora foetida";"Passiflora foetida"
"Plumbago scandens";"Plumbago scandens"
