"original_name";"name_clear"
"Amazilia versicolor";"Amazilia versicolor"
"Clytolaema rubricauda";"Clytolaema rubricauda"
"Phaethornis eurynome";"Phaethornis eurynome"
"Thalurania glaucopis";"Thalurania glaucopis"
"Vriesea altodaserrae";"Vriesea altodaserrae"
"Fuchsia regia";"Fuchsia regia"
"Inga sp";"Inga sp"
"Nematanthus australis";"Nematanthus australis"
"Spirotheca rivieri";"Spirotheca rivieri"
"Aegiphila obducta";"Aegiphila obducta"
"Justicia carnea";"Justicia carnea"
"Nidularium innocentii";"Nidularium innocentii"
"Vriesea incurvata";"Vriesea incurvata"
"Heliconia farinosa";"Heliconia farinosa"
