"original_name";"name_clear"
"Amazilia versicolor";"Amazilia versicolor"
"Clytolaema rubricauda";"Clytolaema rubricauda"
"Stephanoxis lalandi";"Stephanoxis lalandi"
"Thalurania glaucopis";"Thalurania glaucopis"
"Aechmea cylindrata";"Aechmea cylindrata"
"Aegiphila obducta";"Aegiphila obducta"
"Fuchsia regia";"Fuchsia regia"
"Nematanthus australis";"Nematanthus australis"
"Vriesea altodaserrae";"Vriesea altodaserrae"
"Gaylussacia brasiliensis";"Gaylussacia brasiliensis"
"Nidularium innocentii";"Nidularium innocentii"
