"name";"bold";"eol";"tsn";"ncbi"
"Amazilia fimbriata";"373868";"51364430";"693662";"472770"
"Ramphodon naevius";"114961";"46573603";"555054";"214669"
"Ipomoea sp";NA;"57255732";NA;NA
"Sinningia";"530782";"50907181";"825967";"48789"
"Nematanthus australis";"557390";"46177024";"826142";"1239348"
"Vriesea erythrodactylon";"554556";"53004160";NA;"1093664"
"Vriesea vagans";"554564";"53004401";NA;"1093671"
"Aechmea blumenavii";"553098";"53003556";NA;"713973"
"Billbergia amoena";"679527";"53003905";NA;"1349357"
"Heliconia farinosa";NA;"53030214";NA;"1932226"
"Hippeastrum aulicum";"557204";"53041511";NA;"1234390"
"Justicia brasiliana";NA;NA;NA;"2038510"
"Justicia carnea";"415919";"61366303";"832809";"105899"
"Nidularium";"419091";"46189980";NA;"49520"
"Vriesea carinata";"418986";"53004121";NA;"294102"
"Vriesea incurvata";"554560";"53004209";NA;"1093667"
"Tillandsia sp";NA;NA;NA;NA
"Inga sp";NA;"50926234";NA;NA
"Spirotheca rivieri";NA;NA;NA;"1664544"
"Aegiphila obducta";NA;NA;NA;NA
"Stephanoxis lalandi";"89080";"46573972";NA;"555349"
"Gaylussacia";"424956";"46204710";"23663";"128891"
