"original_name";"name_clear"
"Amazilia fimbriata";"Amazilia fimbriata"
"Amazilia versicolor";"Amazilia versicolor"
"Clytolaema rubricauda";"Clytolaema rubricauda"
"Phaethornis eurynome";"Phaethornis eurynome"
"Ramphodon naevius";"Ramphodon naevius"
"Thalurania glaucopis";"Thalurania glaucopis"
"Ipomoea sp";"Ipomoea sp"
"Sinningia douglasii";"Sinningia douglasii"
"Hedychium coronarium";"Hedychium coronarium"
"Fuchsia regia";"Fuchsia regia"
"Nematanthus australis";"Nematanthus australis"
"Vriesea erythrodactylon";"Vriesea erythrodactylon"
"Vriesea vagans";"Vriesea vagans"
"Aechmea blumenavii";"Aechmea blumenavii"
"Billbergia amoena";"Billbergia amoena"
"Heliconia farinosa";"Heliconia farinosa"
"Hippeastrum aulicum";"Hippeastrum aulicum"
"Justicia brasiliana";"Justicia brasiliana"
"Justicia carnea";"Justicia carnea"
"Nidularium innocentii";"Nidularium innocentii"
"Vriesea carinata";"Vriesea carinata"
"Vriesea incurvata";"Vriesea incurvata"
"Psychotria suterella";"Psychotria suterella"
"Tillandsia sp";"Tillandsia sp"
