"original_name";"name_clear"
"Zooplankton";"Zooplankton"
"Amphithoe valida";"Amphithoe valida"
"Melita palmata";"Melita palmata"
"Cerastoderma edule";"Cerastoderma edule"
"Mytilus sp.";"Mytilus"
"Scrobicularia plana";"Scrobicularia plana"
"Carcinus maenas";"Carcinus maenas"
"Crangon crangon";"Crangon crangon"
"Gibulla umbilicalis";"Gibulla umbilicalis"
"Haminoea hydatis";"Haminoea hydatis"
"Hydrobia ulvae";"Hydrobia ulvae"
"Littorina littorea";"Littorina littorea"
"Cyathura carinata";"Cyathura carinata"
"Idotea chelipes";"Idotea chelipes"
"Lekanesphaera levii";"Lekanesphaera levii"
"Alkmaria romijni";"Alkmaria romijni"
"Aonides oxycephala";"Aonides oxycephala"
"Capitella capitata";"Capitella capitata"
"Chaetozone setosa";"Chaetozone setosa"
"Diopatra neapolitana";"Diopatra neapolitana"
"Eteone flava";"Eteone flava"
"Glycera tridactyla";"Glycera tridactyla"
"Hediste diversicolor";"Hediste diversicolor"
"Heteromastus filiformis";"Heteromastus filiformis"
"Lagis koreni";"Lagis koreni"
"Lumbrineris impatiens";"Lumbrineris impatiens"
"Nephthys spp.";"Nephthys"
"Pygospio elegans";"Pygospio elegans"
"Streblospio shrubsolii";"Streblospio shrubsolii"
"Nemertini";"Nemertini"
"Oligochaets";"Oligochaets"
"Phytoplankton";"Phytoplankton"
"Microphytobenthos";"Microphytobenthos"
"Green macroalgae";"Green macroalgae"
"Detritus";"Detritus"
"Ampithoe valida";"Ampithoe valida"
"Imports";"Imports"
"Zostera noltii";"Zostera noltii"
