"name";"bold";"eol";"tsn";"ncbi"
"Zooplankton";NA;NA;NA;NA
"Amphithoe valida";NA;NA;NA;134543
"Melita palmata";212382;NA;NA;1732112
"Cerastoderma edule";30628;NA;NA;55710
"Scrobicularia plana";647014;NA;NA;665965
"Carcinus maenas";28231;NA;NA;6759
"Crangon crangon";88113;NA;NA;491138
"Haminoea hydatis";NA;NA;NA;259563
"Hydrobia ulvae";32270;NA;NA;179961
"Cyathura carinata";361862;NA;NA;96832
"Idotea chelipes";361865;NA;NA;96806
"Alkmaria romijni";370301;NA;NA;NA
"Capitella capitata";299355;NA;NA;51294
"Chaetozone setosa";190363;NA;NA;221995
"Glycera tridactyla";29424;NA;NA;104710
"Hediste diversicolor";200112;NA;NA;126592
"Heteromastus filiformis";370305;NA;NA;397554
"Pygospio elegans";306750;NA;NA;51279
"Streblospio shrubsolii";506602;NA;NA;485361
"Nemertini";NA;NA;NA;6217
"Oligochaets";NA;NA;NA;NA
"Phytoplankton";NA;NA;NA;NA
"Microphytobenthos";NA;NA;NA;NA
"Green macroalgae";NA;NA;NA;NA
"Detritus";361926;NA;708570;NA
"Ampithoe valida";171008;NA;NA;134543
"Imports";NA;NA;NA;NA
"Mediomastus fragilis";572425;NA;NA;NA
"Corophium multisetosum";361861;NA;NA;1920383
"Glicera tridactyla";NA;NA;NA;NA
"Mytilus";2434;NA;79455;6548
"Gibulla umbilicalis";NA;NA;NA;NA
"Littorina littorea";27986;NA;NA;31216
"Lekanesphaera levii";NA;NA;NA;NA
"Aonides oxycephala";853471;NA;NA;195209
"Diopatra neapolitana";201626;NA;NA;552537
"Eteone flava";643595;NA;NA;1680846
"Lagis koreni";122702;NA;67717;1582898
"Lumbrineris impatiens";306746;NA;66354;NA
"Nephthys";NA;NA;134526;36120
"Zostera noltii";439889;NA;897094;55326
"MYsta picta";NA;NA;573729;NA
