"name";"bold";"eol";"tsn";"ncbi"
"Amphithoe valida";NA;NA;NA;134543
"Melita palmata";212382;6625190;93807;1732112
"Gibbula umbilicalis";299732;5689702;69984;148342
"Haminoea hydatis";NA;5832956;205181;259563
"Hydrobia ulvae";32270;11147931;70498;179961
"Cyathura carinata";361862;6067630;542633;96832
"Idotea chelipes";361865;6070157;542675;96806
"Lekanesphaera levii";NA;6070714;545129;NA
"Alkmaria romijni";370301;8052510;NA;NA
"Aonides oxycephala";853471;7900778;66967;195209
"Capitella capitata";299355;7627923;NA;51294
"Chaetozone setosa";190363;8052199;67157;221995
"Diopatra neapolitana";201626;NA;NA;552537
"Eteone flava";643595;8050529;65262;1680846
"Glycera tridactyla";29424;7897946;66119;104710
"Heteromastus filiformis";370305;7898210;67420;397554
"Lagis koreni";122702;8053474;67717;1582898
"Lumbrineris impatiens";306746;NA;66354;NA
"Nephthys";NA;7897161;134526;36120
"Pygospio elegans";306750;7629582;66917;51279
"Streblospio shrubsolii";506602;7629464;204515;485361
"Oligochaeta";421851;5728580;739109;6381
"Ampithoe valida";171008;NA;93424;134543
"Imports";NA;NA;NA;NA
"Zostera noltii";439889;7583260;897094;55326
"Mediomastus fragilis";572425;7627827;67443;NA
"Mysta picta";NA;5729050;573729;NA
"Corophium multisetosum";361861;7102159;573749;1920383
