"original_name";"name_clear"
"Zooplankton";"Zooplankton"
"Amphithoe valida";"Amphithoe valida"
"Melita palmata";"Melita palmata"
"Cerastoderma edule";"Cerastoderma edule"
"Scrobicularia plana";"Scrobicularia plana"
"Carcinus maenas";"Carcinus maenas"
"Crangon crangon";"Crangon crangon"
"Hydrobia ulvae";"Hydrobia ulvae"
"Littorina littorea";"Littorina littorea"
"Cyathura carinata";"Cyathura carinata"
"Idotea chelipes";"Idotea chelipes"
"Alkmaria romijni";"Alkmaria romijni"
"Capitella capitata";"Capitella capitata"
"Hediste diversicolor";"Hediste diversicolor"
"Heteromastus filiformis";"Heteromastus filiformis"
"Lagis koreni";"Lagis koreni"
"Mista picta";"MYsta picta"
"Streblospio shrubsolii";"Streblospio shrubsolii"
"Oligochaets";"Oligochaets"
"Phytoplankton";"Phytoplankton"
"Microphytobenthos";"Microphytobenthos"
"Green macroalgae";"Green macroalgae"
"Detritus";"Detritus"
"Ampithoe valida";"Ampithoe valida"
"Imports";"Imports"
"Zostera noltii";"Zostera noltii"
