"name";"bold";"eol";"tsn";"ncbi"
"Hydropsyche occidentalis";"32214";"24127712";"115513";"177864"
"Simulium argus";"86282";"24705690";"126782";"626802"
"Epithemia";"603692";"12261972";"5010";"420972"
"Hyalella azteca";"8742";"13557910";"94026";"294128"
"Cladophora glomerata";NA;"12153712";"6797";"162068"
"Meridion";NA;"14586948";"6397";"1490962"
"Rhoicosphenia";NA;"12169348";"3639";"1574459"
"Synedra";"87656";"11862190";"3017";"191584"
"Baetis tricaudatus";"90996";"13570243";"100817";"248215"
"Gammarus lacustris";"26471";"12189636";"93789";"52639"
"Limnephilus frijole";"135809";"24696263";"116152";"1188150"
"Tricorythodes minutes";NA;NA;NA;NA
"Caloneis";"272052";"11363992";"4374";"431323"
"Rhopalodia";"603990";"12021756";"5028";"245178"
"Enallagma anna";"173358";"20938404";"592485";"79460"
"Achnanthes";"187427";"12070147";"3435";"216727"
"Surirella";"604042";"11311925";"5333";"216753"
"Rhinichthys osculus";"88728";"18659468";"201908";"86924"
"Argia vivida";"319415";"14981363";"102150";"202329"
"Ophiogomphus severus";"319425";"21830417";"101741";"126205"
"Pacifastacus gambelii";"652901";"24877575";"97330";"1522700"
"Optioservus divergens";"491932";"24142546";"114178";NA
