"name";"bold";"eol";"tsn";"ncbi"
"Bombus polaris";"31789";52193901;714831;130708
"Spilogona almquistii ";NA;NA;NA;NA
"Eupogonomyia probilofensis ";NA;NA;NA;NA
"Boloria improba ";NA;55716534;779088;977890
"Pogonomyiodes segnis ";NA;NA;NA;NA
"Spilogona projecta ";NA;51941604;NA;NA
"Spilogona aesturium ";NA;NA;NA;NA
"Colias nastes ";NA;46423730;778496;78618
"Protocalliphora";"7818";51157841;151695;142901
"Spilogona hurdiana ";NA;51941637;NA;NA
"Potentilla vahliana ";NA;46204858;NA;667290
"Taraxacum";"121527";50888399;36204;49743
"Caltha palustris ";NA;57210380;NA;3449
"Astragalus alpinus";"257037";46208298;NA;20403
"Petasites frigidus ";NA;61367915;NA;56019
"Geum rossii ";NA;46204780;NA;148884
"Oxytropis arctica ";NA;46209641;820897;180075
