"original_name";"name_clear"
"Spilogona sanctipauli";"Spilogona sanctipauli"
"Bombus polaris";"Bombus polaris"
"Spilogona almquistii ";"Spilogona almquistii "
"Colias hecla";"Colias hecla"
"Eupogonomyia probilofensis ";"Eupogonomyia probilofensis "
"Boloria improba ";"Boloria improba "
"Pogonomyiodes segnis ";"Pogonomyiodes segnis "
"Spilogona latilamina";"Spilogona latilamina"
"Boreellus atriceps";"Boreellus atriceps"
"Spilogona dorsata";"Spilogona dorsata"
"Spilogona projecta ";"Spilogona projecta "
"Spilogona aesturium ";"Spilogona aesturium "
"Spilogona melanosoma";"Spilogona melanosoma"
"Anarta richardsoni";"Anarta richardsoni"
"Colias nastes ";"Colias nastes "
"Protocalliphora sp1 M_PL_024";"Protocalliphora"
"Rhamphomyia sp1 M_PL_024";"Rhamphomyia"
"Spilogona hurdiana ";"Spilogona hurdiana "
"Potentilla vahliana ";"Potentilla vahliana "
"Dryas integrifolia";"Dryas integrifolia"
"Taraxacum sp1 M_PL_024";"Taraxacum"
"Caltha palustris ";"Caltha palustris "
"Cerastium alpinum";"Cerastium alpinum"
"Arnica alpina";"Arnica alpina"
"Astragalus alpinus";"Astragalus alpinus"
"Petasites frigidus ";"Petasites frigidus "
"Papaver radicatum";"Papaver radicatum"
"Geum rossii ";"Geum rossii "
"Oxytropis arctica ";"Oxytropis arctica "
