"original_name";"name_clear"
"Baetis spp. nymphs";"Baetis"
"Chironomid larvae";"Chironomidae"
"Simulium larvae";"Simulium"
"Leuctra nymphs";"Leuctra"
"Diatoms (mostly Cocconeis)";"Diatoms"
"Desmids";"Desmidiales"
"Other encrusting algae";"Algae"
"Plant tissue";"Plantae"
"Detritus";"Detritus"
"Filamentous algae";"Algae"
"Other ephemeropteran nymphs";"Ephemeroptera"
"Chimarrha marginata larvae";"Chimarra marginata"
"Hydropsyche larvae";"Hydropsyche"
"Plectoptera (indeterm.)";"Plecoptera"
"Pulverized masses";"Pulverized masses"
"Protozoa (unspecified)";"Protozoa"
"Rhyacophila dorsalis larvae";"Rhyacophila dorsalis"
"Micronecta poweri nymphs";"Micronecta poweri"
"Adult Diptera";"Diptera"
"Entomostraca (unspec.)";"Entomostraca"
"Collembola (unspec.)";"Collembola"
"Adult helmids";"Helmidae"
"Herpodbella octoculata";"Herpodbella octoculata"
"Ancylastrum fluviatile";"Ancylastrum fluviatile"
"Gammarus pulex";"Gammarus pulex"
"Perla carlukiana nymphs";"Perla carlukiana"
"Ecdyonurus venosus nymphs";"Ecdyonurus venosus"
"Rhithrogena semicolorata nymphs";"Rhithrogena hageni"
"Ephemerella ignita nymphs";"Ephemerella ignita"
"Glossosoma boltoni larvae";"Glossosoma"
"Notidobia larvae";"Notidobia"
"Stenophylax stellatus";"Stenophylax stellatus"
"Polycentropus flavomaculatus larvae";"Polycentropus flavomaculatus"
"Helmid larvae";"Helmidae"
"Salmo salar fry (0.3-5 cm)";"Salmo salar"
"Phoxinus phoxinus (2.0-2.9 mm)";"Phoxinus phoxinus"
