"name";"bold";"eol";"tsn";"ncbi"
"Chimarra marginata";"107271";"13482535";"115284";"338476"
"Plecoptera";"135";"13202685";"102467";"50622"
"Pulverized masses";NA;NA;NA;NA
"Rhyacophila dorsalis";"138772";"13122536";NA;"1178152"
"Micronecta poweri";"490848";"14531528";NA;"1545165"
"Entomostraca";NA;NA;NA;NA
"Helmidae";NA;NA;NA;NA
"Herpodbella octoculata";NA;NA;NA;NA
"Ancylastrum fluviatile";NA;NA;NA;NA
"Gammarus pulex";"153987";"12484031";"206451";"52641"
"Ephemerella ignita";"593810";"15265018";NA;"1077841"
"Notidobia";"107681";"7075651";"604403";"446506"
"Stenophylax stellatus";NA;NA;NA;NA
"Polycentropus flavomaculatus";"137849";"13124107";"600799";"185640"
"Salmo salar";"30453";"11144931";"161996";"8030"
"Phoxinus phoxinus";"71225";"11146097";"163596";"58324"
