"original_name";"name_clear"
"Aralia nudicaulis";"Aralia nudicaulis"
"Chimaphila umbellata";"Chimaphila umbellata"
"Clintonia borealis";"Clintonia borealis"
"Cornus canadensis";"Cornus canadensis"
"Cypripedium acaule";"Cypripedium acaule"
"Linnaea borealis";"Linnaea borealis"
"Maianthemum canadense";"Maianthemum canadense"
"Medeola virginiana";"Medeola virginiana"
"Oxalis montana";"Oxalis montana"
"Pyrola secunda";"Pyrola secunda"
"Trientalis borealis";"Trientalis borealis"
"Trillium undulatum";"Trillium undulatum"
"Andrena wheeleri";"Andrena wheeleri"
"Andrena w-scripta";"Andrena w-scripta"
"Bombus perplexus";"Bombus perplexus"
"Bombus terricola";"Bombus terricola"
"Bombus vagans";"Bombus vagans"
"Cateres pennatus";"Cateres pennatus"
"Cheilosia tristis";"Cheilosia tristis"
"Dialictus cressoni";"Dialictus cressoni"
"Dialictus imitatus";"Dialictus imitatus"
"Dialictus sp.";"Dialictus"
"Eusphalerum convexum";"Eusphalerum convexum"
"Eusphalerum phothos";"Eusphalerum phothos"
"Eusphalerum sp.";"Eusphalerum"
"Evylaeus quebecensis";"Evylaeus quebecensis"
"Halictus rubicundus";"Halictus rubicundus"
"Mallota posticata";"Mallota posticata"
"Trachysida aspera";"Trachysida aspera"
"Paramyia nitens";"Paramyia nitens"
"Andrena wilkella";"Andrena wilkella"
"Bombus ternarius";"Bombus ternarius"
"Carposcalis confusus";"Carposcalis confusus"
"Osmia lignaria";"Osmia lignaria"
"Parasyrphus relictus";"Parasyrphus relictus"
"Pidonia ruficolis";"Pidonia ruficolis"
"Poanes hobomok";"Poanes hobomok"
"Rhopalum sp.";"Rhopalum"
"Sarcophaga nearctica";"Sarcophaga nearctica"
"Sphaerophoria sp.";"Sphaerophoria"
"Acmaeopsoides rufula";"Acmaeopsoides rufula"
"Ancistrocerus sp.";"Ancistrocerus"
"Andrena melanochroa";"Andrena melanochroa"
"Andrena miranda";"Andrena miranda"
"Andrena nivalis";"Andrena nivalis"
"Andrena rufosignata";"Andrena rufosignata"
"Andrena sigmundi";"Andrena sigmundi"
"Andrena thaspii";"Andrena thaspii"
"Anthaxia expansa";"Anthaxia expansa"
"Anthonomus sp.";"Anthonomus"
"Blera badia";"Blera badia"
"Blera confusa";"Blera confusa"
"Blera nigripes";"Blera nigripes"
"Bombylius major";"Bombylius major"
"Cantharis sp.";"Cantharis"
"Celastrina argiolus";"Celastrina argiolus"
"Chalcosyrphus curvarius";"Chalcosyrphus curvarius"
"Chalcosyrphus inarmatus";"Chalcosyrphus inarmatus"
"Chalcosyrphus memorum";"Chalcosyrphus memorum"
"Chalcosyrphus nigra";"Chalcosyrphus nigra"
"Cheilosia sialia";"Cheilosia sialia"
"Crabro sp.";"Crabro"
"Dalopius sp.";"Dalopius"
"Eclimus harrisi";"Eclimus harrisi"
"Eudasyphora cyanicolor";"Eudasyphora cyanicolor"
"Evodinus monticola";"Evodinus monticola"
"Evylaeus divergens";"Evylaeus divergens"
"Halictus confusus";"Halictus confusus"
"Hylaeus basalis";"Hylaeus basalis"
"Judolia montivagans";"Judolia montivagans"
"Lygus refidorsus";"Lygus refidorsus"
"Nomada sayi";"Nomada sayi"
"Orsodacne atra";"Orsodacne atra"
"Orthoneura pulchella";"Orthoneura pulchella"
"Osmia proxima";"Osmia proxima"
"Phaonia serva";"Phaonia serva"
"Pieris napi";"Pieris napi"
"Psithyrus sp.";"Psithyrus"
"Sphaerophoria bifurcata";"Sphaerophoria bifurcata"
"Sphaerophoria longipilosa";"Sphaerophoria longipilosa"
"Sphecodes sp.";"Sphecodes"
"Syritta pipiens";"Syritta pipiens"
"Syritta rectus";"Syritta rectus"
"Temnostoma alternans";"Temnostoma alternans"
"Temnostoma balyras";"Temnostoma balyras"
"Temnostoma barberi";"Temnostoma barberi"
"Tropidia quadrata";"Tropidia quadrata"
"Tychius stephensi";"Tychius stephensi"
"Xylota bigelowi";"Xylota bigelowi"
"Xylota hinei";"Xylota hinei"
"Xylota sp.";"Xylota"
"Zeraea americana";"Zeraea americana"
"Eupyses vestris";"Eupyses vestris"
"Fannia ungulata";"Fannia ungulata"
"Hylaeus ellipticus";"Hylaeus ellipticus"
"Hylaeus stevensi";"Hylaeus stevensi"
"Melagyna lasiophthalma";"Melagyna lasiophthalma"
"Osmia pumila";"Osmia pumila"
"Passaloecus sp.";"Passaloecus"
"Pyrophaena rosarum";"Pyrophaena rosarum"
"Agiotes stabilis";"Agiotes stabilis"
"Bombylius pigmaeus";"Bombylius pigmaeus"
"Cheilosia slossonae";"Cheilosia slossonae"
"Eremomyioides setosa";"Eremomyioides setosa"
"Nomada cuneata";"Nomada cuneata"
"Pegohylemyia fugax";"Pegohylemyia fugax"
"Phalaenophana pyramusalis";"Phalaenophana pyramusalis"
"Thamnotettix confinis";"Thamnotettix confinis"
"Ephemerella sp.";"Ephemerella"
"Cheilosia pallipes";"Cheilosia pallipes"
"Melanostoma sp.";"Melanostoma"
"Hoplitis producta";"Hoplitis producta"
"Vespula arenaria";"Vespula arenaria"
"Carposcalis obscura";"Carposcalis obscura"
