"name";"bold";"eol";"tsn";"ncbi"
"Hemilucilia segmentaria";"479462";"16498979";NA;"447469"
"Cochliomyia macellaria";"32670";"13583113";"151663";"66361"
"Mammal carcass";NA;NA;NA;NA
"Reduviidae";"1221";"11970202";"107202";"27479"
"Phalangiidae";"151797";"11972024";"1012454";"101160"
"Macrocheles muscadomesticae";NA;NA;NA;NA
"Carabidae";"948";"10662066";"109234";"41073"
"Geomysaprinus belioculus";NA;"24711824";"807620";NA
"Euspilotus aenicollis";NA;NA;NA;NA
"Hister punctiger";NA;"21916269";NA;NA
"Camponotus";"1991";"11198357";"154200";"13390"
"Pyralidae";"689";"11821335";"117641";"7135"
"Blattodea";"532349";"11154370";"955611";"85823"
"Silphidae";"1078";"10659384";NA;"57514"
"Scarabaeidae";"1754";"11300087";"114493";"7055"
"Prochyliza azteca";NA;"24707467";NA;NA
"Trigona";"1891";"12376868";"47289";"28657"
