"name";"bold";"eol";"tsn";"ncbi"
"Toad carrion";NA;NA;NA;NA
"Dermestes carnivorus";NA;"24666895";"188450";NA
"Euspilotus";"489835";"13311962";"728920";"694455"
"Lucilia eximia";"81160";"16494506";NA;"115432"
"Atherigona orientalis";"212061";"20960152";"150297";"371200"
"Eumacronychia sternalis";NA;"24705104";"152533";"2021519"
"Helicobia rapax";"304392";"24705075";"152149";"657631"
"Camponotus rectangularis";"251197";"14993717";"587547";"605918"
"Monomorium carbonarium";NA;"24694268";"580061";NA
"Pheidole";"2041";"10661350";"580779";"190769"
"Ectatomma ruidum";"150704";"12360437";"583087";"196312"
"Odontomachus haematodus";"163805";"13804692";"583623";"219798"
"Pseudomyrmex";"7733";"12253041";"584195";"56621"
"Acarida";NA;"12398246";"690751";NA
"Piophila foveolata";NA;NA;NA;NA
"Atherigena orientalis";NA;NA;NA;NA
"Engaeus sternalis";NA;"31186932";NA;"552819"
"Hemilucilia flavifacies";NA;"15928871";NA;NA
"Cyrtoneurina conspersa";NA;"24706680";NA;NA
"Gymnogeophagus";"189522";"16068499";"648480";"81348"
"Cyrtoneurina gemina";NA;"24706679";NA;NA
"Fannia";"103869";"11820310";"151333";"95468"
"Anaidea";NA;NA;NA;NA
"Coilodes castanea";NA;NA;NA;NA
"Deltochilum lobipes";"382494";"15899674";NA;NA
"Eurysternus caribaeus";"168099";"14055314";NA;"206866"
"Eurysternus caludicans";NA;NA;NA;NA
"Euscelis plebejus";NA;NA;NA;"6827"
"Onthophagus praecellens";"153879";"15897033";NA;"476079"
"Chrysotus";"166692";"13040924";"137329";"377522"
"Phocoscelus arthriticus";NA;NA;NA;NA
"Graphomya";"261949";"12034030";"150637";"1072499"
"Glyphidops flavifrons";NA;"24705432";"142104";NA
"Euxesta";"470669";"14055792";"142325";"286468"
"Epiplatea hondurana";NA;"24706626";NA;NA
"Leptocera";"237262";"12098369";"145929";"1614654"
"Sphaerocera";"2286";"13370872";"145790";"219360"
"Staphylinidae";"831";"11936700";"113265";"29026"
"Camponotus abdominalis";"68636";"15332690";NA;"104420"
"Solenopsis geminata";"52694";"11940109";"154238";"121131"
"Pachycondyla";"1983";"11315700";"583670";"118887"
"Sauria";NA;"31100537";NA;"32561"
