"name";"bold";"eol";"tsn";"ncbi"
"Euphausia similis";30903;5922448;95521;102977
"Euphausia pacifica";30905;5810246;95502;102976
"Calanus pacificus";31238;6262382;NA;84301
"Paracalanus parvus";18949;6262296;85323;187406
"Sagitta nagae";NA;NA;158836;648573
"Sergia lucens";707229;6080446;95936;589641
"Parathemisto gracilis";NA;NA;NA;NA
"Engraulis japonica";NA;NA;NA;42892
"Diaphus coeruleus";573808;7161005;623760;2067694
"Diaphus elucens";NA;12291335;162599;NA
"Trachiurus japonica";NA;NA;NA;NA
"Todarodes pacificus";26423;6263952;NA;6637
"Scomber japonicus";11602;7251643;172412;13676
"Stenella";577763;10229542;180432;9734
