"name";"bold";"eol";"tsn";"ncbi"
"Baetis bicaudatus";"16380";"24129921";"100823";"248212"
"Cinygmula";"95996";"13556826";"100562";"243065"
"Epeorus longimanus";"355131";"21167666";"100637";"309539"
"Rhithrogena hageni";NA;"24140981";"100583";NA
"Ephemerella coloradensis";NA;NA;NA;NA
"Ephemerella infrequens";NA;NA;NA;NA
"Alloperla";"95743";"12924540";"103207";"466625"
"Zapada haysi";"185311";"20944628";"102592";"1678055"
"Perlodidae";"589";"12365061";"102994";"50623"
"Simuliidae";"707";"11820392";"126640";"7190"
"Rhyacophila acropedes";NA;"21841954";NA;NA
"Rhyacophila valuma";"139245";"24171996";"115121";"1192263"
"Arachnida";"63";"10518035";NA;"6854"
"Invertebrata";NA;NA;NA;NA
"Homoptera";"108104";"12782023";NA;"7524"
"Trout eggs";NA;NA;NA;NA
