"sp_taxon_1";"sp_taxon_2";"value";"type"
"scarlet mite";"lichens";"1";"herbivory"
"scarlet mite";"mosses";"1";"herbivory"
"reindeer";"lichens";"1";"herbivory"
"reindeer";"mosses";"1";"herbivory"
"landflies";"lichens";"1";"herbivory"
"adult chironomids";"lichens";"1";"herbivory"
"Achorutes";"lichens";"1";"herbivory"
"landflies";"mosses";"1";"herbivory"
"adult chironomids";"mosses";"1";"herbivory"
"Achorutes";"mosses";"1";"herbivory"
"worm (Lumbricillus)";"detritus";"1";"commensalism"
"spider";"landflies";"1";"predation"
"spider";"adult chironomids";"1";"predation"
"spider";"Achorutes";"1";"predation"
"snow bunting";"lichens";"1";"herbivory"
"snow bunting";"mosses";"1";"herbivory"
"snow bunting";"landflies";"1";"predation"
"snow bunting";"adult chironomids";"1";"predation"
"snow bunting";"Achorutes";"1";"predation"
"snow bunting";"spider";"1";"predation"
"purple sandpiper";"landflies";"1";"predation"
"purple sandpiper";"adult chironomids";"1";"predation"
"purple sandpiper";"Achorutes";"1";"predation"
"purple sandpiper";"worm (Lumbricillus)";"1";"predation"
"purple sandpiper";"spider";"1";"predation"
