"original_name";"name_clear"
"Diatoms";"Diatoms"
"Detritus";"Detritus"
"Tanytorsus";"Tanytarsus"
"Centroptilum";"Centroptilum"
"Stenonema";"Stenonema"
"Chimarra";"Chimarra"
"Tipula sp. 1";"Tipula"
"Habrophleboides";"Habrophleboides"
"Prosimulium";"Prosimulium"
"Polypedilum";"Polypedilum"
"Eukiefferiella";"Eukiefferiella"
"Pycnopsyche";"Pycnopsyche"
"Tipula sp. 2";"Tipula"
"Corynoneura";"Corynoneura"
"Psychomyia";"Psychomyia"
"Ephemera";"Ephemera"
"Agapetus";"Agapetus"
"Psilotreta";"Psilotreta"
"Stenelmis";"Stenelmis"
"Isonychia";"Isonychia"
"Geora";"Geora"
"Antocha";"Antocha"
"Helicopsyche";"Helicopsyche"
"Psephenus";"Psephenus"
"Brillia";"Brillia"
"Microtendipes";"Microtendipes"
"Hydropsyche";"Hydropsyche"
"Cottus";"Cottus"
"Phasganophora";"Agnetina"
"Nigronia";"Nigronia"
"Antherix";"Antherix"
"Eucalia";"Eucalia"
"Cyrnellus";"Cyrnellus"
"Chenmatopsyche";"Cheumatopsyche"
"Pentaneura";"Pentaneura"
