"sp_taxon_1";"sp_taxon_2";"value";"type"
"Herbivorous zooplankton";"Phytoplankton";0,7;"herbivory"
"Herbivorous zooplankton";"Detritus";0,3;"commensalism"
"Carnivorous zooplankton";"Herbivorous zooplankton";0,9;"predation"
"Carnivorous zooplankton";"Detritus";0,1;"commensalism"
"Oysters";"Phytoplankton";0,7;"herbivory"
"Oysters";"Herbivorous zooplankton";0,005;"predation"
"Oysters";"Detritus";0,295;"commensalism"
"Polychaetes";"Phytoplankton";0,145;"herbivory"
"Polychaetes";"Periphyton";0,25;"herbivory"
"Polychaetes";"Carnivorous zooplankton";0,005;"predation"
"Polychaetes";"Oysters";0,02;"predation"
"Polychaetes";"Gastropods";0,02;"predation"
"Polychaetes";"Bivalves";0,02;"predation"
"Polychaetes";"Amphipods";0,02;"predation"
"Polychaetes";"Detritus";0,52;"commensalism"
"Gastropods";"Periphyton";0,45;"herbivory"
"Gastropods";"Oysters";0,02;"predation"
"Gastropods";"Polychaetes";0,08;"predation"
"Gastropods";"Bivalves";0,03;"predation"
"Gastropods";"Amphipods";0,02;"predation"
"Gastropods";"Detritus";0,4;"commensalism"
"Bivalves";"Phytoplankton";0,7;"herbivory"
"Bivalves";"Herbivorous zooplankton";0,005;"predation"
"Bivalves";"Detritus";0,295;"commensalism"
"Barnacles";"Phytoplankton";0,55;"herbivory"
"Barnacles";"Herbivorous zooplankton";0,05;"predation"
"Barnacles";"Detritus";0,4;"commensalism"
"Amphipods";"Periphyton";0,49;"herbivory"
"Amphipods";"Herbivorous zooplankton";0,01;"predation"
"Amphipods";"Detritus";0,5;"commensalism"
"Crabs";"Carnivorous zooplankton";0,05;"predation"
"Crabs";"Polychaetes";0,1;"predation"
"Crabs";"Gastropods";0,34;"predation"
"Crabs";"Bivalves";0,067;"predation"
"Crabs";"Amphipods";0,12;"predation"
"Crabs";"Shrimps";0,003;"predation"
"Crabs";"Detritus";0,29;"commensalism"
"Shrimps";"Carnivorous zooplankton";0,02;"predation"
"Shrimps";"Oysters";0,02;"predation"
"Shrimps";"Polychaetes";0,11;"predation"
"Shrimps";"Bivalves";0,06;"predation"
"Shrimps";"Amphipods";0,09;"predation"
"Shrimps";"Herbivorous fish";0,02;"predation"
"Shrimps";"Benthic feeding fish";0,02;"predation"
"Shrimps";"Detritivorous fish";0,04;"predation"
"Shrimps";"Detritus";0,59;"commensalism"
"Herbivorous fish";"Periphyton";0,69;"herbivory"
"Herbivorous fish";"Herbivorous zooplankton";0,01;"predation"
"Herbivorous fish";"Carnivorous zooplankton";0,001;"predation"
"Herbivorous fish";"Oysters";0,005;"predation"
"Herbivorous fish";"Polychaetes";0,065;"predation"
"Herbivorous fish";"Gastropods";0,001;"predation"
"Herbivorous fish";"Bivalves";0,006;"predation"
"Herbivorous fish";"Barnacles";0,005;"predation"
"Herbivorous fish";"Amphipods";0,019;"predation"
"Herbivorous fish";"Detritus";0,198;"commensalism"
"Zooplanktivorous fish";"Herbivorous zooplankton";0,51;"predation"
"Zooplanktivorous fish";"Carnivorous zooplankton";0,13;"predation"
"Zooplanktivorous fish";"Amphipods";0,05;"predation"
"Zooplanktivorous fish";"Detritus";0,31;"commensalism"
"Benthic feeding fish";"Periphyton";0,368;"herbivory"
"Benthic feeding fish";"Oysters";0,022;"predation"
"Benthic feeding fish";"Gastropods";0,001;"predation"
"Benthic feeding fish";"Bivalves";0,027;"predation"
"Benthic feeding fish";"Amphipods";0,2;"predation"
"Benthic feeding fish";"Crabs";0,089;"predation"
"Benthic feeding fish";"Shrimps";0,053;"predation"
"Benthic feeding fish";"Detritus";0,24;"commensalism"
"Detritivorous fish";"Phytoplankton";0,05;"herbivory"
"Detritivorous fish";"Periphyton";0,286;"herbivory"
"Detritivorous fish";"Polychaetes";0,006;"predation"
"Detritivorous fish";"Gastropods";0,025;"predation"
"Detritivorous fish";"Amphipods";0,019;"predation"
"Detritivorous fish";"Detritus";0,614;"commensalism"
"Piscivorous fish";"Periphyton";0,078;"herbivory"
"Piscivorous fish";"Polychaetes";0,02;"predation"
"Piscivorous fish";"Gastropods";0,001;"predation"
"Piscivorous fish";"Amphipods";0,008;"predation"
"Piscivorous fish";"Shrimps";0,003;"predation"
"Piscivorous fish";"Herbivorous fish";0,172;"predation"
"Piscivorous fish";"Zooplanktivorous fish";0,034;"predation"
"Piscivorous fish";"Benthic feeding fish";0,131;"predation"
"Piscivorous fish";"Detritivorous fish";0,357;"predation"
"Piscivorous fish";"Piscivorous fish";0,154;"predation"
"Piscivorous fish";"Detritus";0,042;"commensalism"
