"name";"bold";"eol";"tsn";"ncbi"
"Cholorocichla flaviventris";NA;NA;NA;NA
"Pogoniulus bilineatus";"115344";"61829487";"685911";"91775"
"Pycnonotus barbatus";"116886";"46580316";"920078";"175013"
"Buccanodon leucotis";NA;NA;NA;NA
"Zosterops pallidus";"119049";"51358449";NA;"43580"
"Bycanistes buccinator";NA;NA;NA;NA
"Lumprocolius corruscus";NA;NA;NA;NA
"Andropadus importunus";"116798";"51358273";"920146";"59949"
"Tauraco porphyrocephalus";NA;NA;NA;NA
"Ficus vogelii";NA;NA;NA;NA
"Bridelia micrantha";"205064";"50917737";NA;"577023"
"Halleria lucida";"252296";"50907474";NA;"68866"
"Ficus natalensis";"273814";"59952424";"823745";"309307"
"Apodytes dimidiata";"205076";"57266678";NA;"159374"
"Trema orientalis";"191784";"50918708";"897053";"63057"
"Dovyalis longispina";"349071";"57270314";NA;"1237544"
"Sideroxylon inerme";"191767";"52801992";NA;"233750"
"Trichilia emetica";"273753";"61398758";"522793";"43895"
"Vepris undulata";NA;NA;NA;NA
"Euclea natalensis";"252702";"50872774";NA;"85202"
"Antidesma venosum";"204940";"57275980";NA;"992644"
"Ekebergia capensis";"205141";"50939817";NA;"124949"
"Mimusops caffra";"191756";"46169618";"823953";"362720"
"Erianthemum dregei";"430508";"50867746";NA;"43237"
"Strelitzia nicholai";NA;NA;NA;NA
