"original_name";"name_clear"
"Mostly cladocerans (daphnids)";"Cladocera"
"Cyclopoid copepods";"Cyclopoida"
"Large carnivorous cladocerans";"Cladocera"
"Fish larvae";"Pisces"
"Juvenile fish";"Pisces"
"Small rotifers (bacterivore - herbivore)";"Rotifera"
"Medium-sized rotifers (herbivore)";"Rotifera"
"Large rotifers (omnivore)";"Rotifera"
"Large rotifers (carnivore)";"Rotifera"
"Filamentous blue and green algae";"Cyanobacteria"
"Diatoms";"Diatoms"
"Algal colonies";"Algae"
"Small coccal algae";"Algae"
"Autotrophic picoplankton";"Autotrophic picoplankton"
"Heterotrophic bacteria";"Bacteria"
"Heterotrophic nanoflagellates";"Heterotrophic nanoflagellate"
"Small ciliates (bacterivore)";"Ciliophora"
"Small ciliates (bacterivore - omnivore)";"Ciliophora"
"Medium-sized ciliates (herbivore)";"Ciliophora"
"Larger ciliates (omnivore)";"Ciliophora"
"Single-cell algae";"Algae"
"Large single-cell algae or colonies";"Algae"
"Adult piscivorous fish";"Pisces"
"Adult planktivorous fish";"Pisces"
