REARING_NUMBER;date;sp_taxon_1;sp_taxon_2;value;attr;lat;lon;type
198936M-B1Omacul;1989-08-15;Pontania maculosa;Shawiana lapponica;1;Number of parasited galls;46,86666667;10,91666667;parasitism
198937G-Q1Ovaria;1989-08-16;Pontania varia;Saotis pygidiator;2;Number of parasited galls;46,86666667;11,01666667;parasitism
198937G-Q1Ovaria;1989-08-16;Pontania varia;Chalcidoidea indet.;5;Number of parasited galls;46,86666667;11,01666667;parasitism
198937G-Q1Ovaria;1989-08-16;Salix myrsinifolia;Pontania varia;148;Number of galls;46,86666667;11,01666667;parasitism
198937R1-V1Omacul;1989-08-17;Pontania maculosa;Bracon romani;1;Number of parasited galls;46,91666667;11,11666667;parasitism
198937R1-V1Omacul;1989-08-17;Pontania maculosa;Chalcidoidea indet.;7;Number of parasited galls;46,91666667;11,11666667;parasitism
198937R1-V1Omacul;1989-08-17;Salix helvetica;Pontania maculosa;25;Number of galls;46,91666667;11,11666667;parasitism
198939C-EOvaria;1989-08-22;Salix myrsinifolia;Pontania varia;15;Number of galls;54,06666667;21,78333333;parasitism
198939C-EOvaria;1989-08-22;Pontania varia;Pteromalus dolichurus;2;Number of parasited galls;54,06666667;21,78333333;parasitism
198939C-EOvaria;1989-08-22;Pontania varia;Curculio crux;1;Number of parasited galls;54,06666667;21,78333333;commensalism
198939C-EOvaria;1989-08-22;Pontania varia;Chalcidoidea indet.;4;Number of parasited galls;54,06666667;21,78333333;parasitism
198939G-SOvimin;1989-08-22;Salix purpurea;Pontania viminalis;50;Number of galls;54,08333333;21,93333333;parasitism
198939G-SOvimin;1989-08-22;Pontania viminalis;Scambus vesicarius;6;Number of parasited galls;54,08333333;21,93333333;parasitism
198939G-SOvimin;1989-08-22;Pontania viminalis;Chalcidoidea indet.;16;Number of parasited galls;54,08333333;21,93333333;parasitism
198939G-SOvimin;1989-08-22;Pontania viminalis;Curculio crux;4;Number of parasited galls;54,08333333;21,93333333;commensalism
198939G-SOvimin;1989-08-22;Pontania viminalis;Eulonchetron torymoides;9;Number of parasited galls;54,08333333;21,93333333;parasitism
199001A-V1Olappo;1990-07-17;Pontania lapponica;Chalcidoidea indet.;22;Number of parasited galls;61,33333333;10,3;parasitism
199001A-V1Olappo;1990-07-17;Pontania lapponica;Eurytoma aciculata;13;Number of parasited galls;61,33333333;10,3;commensalism
199001A-V1Olappo;1990-07-17;Pontania lapponica;Chrysocharis elongata;1;Number of parasited galls;61,33333333;10,3;parasitism
199001A-V1Olappo;1990-07-17;Pontania lapponica;Pteromalus pontaniae;17;Number of parasited galls;61,33333333;10,3;parasitism
199001A-V1Olappo;1990-07-17;Pontania lapponica;Adelognathus cubiceps;11;Number of parasited galls;61,33333333;10,3;parasitism
199001A-V1Olappo;1990-07-17;Pontania lapponica;Scambus vesicarius;1;Number of parasited galls;61,33333333;10,3;parasitism
199001A-V1Olappo;1990-07-17;Salix lapponum;Pontania lapponica;192;Number of galls;61,33333333;10,3;parasitism
199002A-S1Olappo;1990-07-18;Salix lapponum;Pontania lapponica;180;Number of galls;61,5;9,766666667;parasitism
199002A-S1Olappo;1990-07-18;Pontania lapponica;Chrysocharis elongata;1;Number of parasited galls;61,5;9,766666667;parasitism
199002A-S1Olappo;1990-07-18;Pontania lapponica;Pteromalus pontaniae;11;Number of parasited galls;61,5;9,766666667;parasitism
199002A-S1Olappo;1990-07-18;Pontania lapponica;Eurytoma aciculata;18;Number of parasited galls;61,5;9,766666667;commensalism
199002A-S1Olappo;1990-07-18;Pontania lapponica;Pteromalus dolichurus;2;Number of parasited galls;61,5;9,766666667;parasitism
199002U1-V1Olappl;1990-07-18;Salix lapponum;Pontania lapponicola;12;Number of galls;61,5;9,766666667;parasitism
199002U1-V1Olappl;1990-07-18;Pontania lapponicola;Chrysocharis elongata;4;Number of parasited galls;61,5;9,766666667;parasitism
199003A-UOlappo;1990-07-17;Pontania lapponica;Chalcidoidea indet.;6;Number of parasited galls;61,33333333;10,3;parasitism
199003A-UOlappo;1990-07-17;Salix lapponum;Pontania lapponica;84;Number of galls;61,33333333;10,3;parasitism
199003A-UOlappo;1990-07-17;Pontania lapponica;Pteromalus dolichurus;7;Number of parasited galls;61,33333333;10,3;parasitism
199003A-UOlappo;1990-07-17;Pontania lapponica;Eurytoma aciculata;4;Number of parasited galls;61,33333333;10,3;commensalism
199003A-UOlappo;1990-07-17;Pontania lapponica;Chrysocharis elongata;2;Number of parasited galls;61,33333333;10,3;parasitism
199003A-UOlappo;1990-07-17;Pontania lapponica;Pteromalus pontaniae;14;Number of parasited galls;61,33333333;10,3;parasitism
199003A-UOlappo;1990-07-17;Pontania lapponica;Scambus vesicarius;3;Number of parasited galls;61,33333333;10,3;parasitism
199003I1-V1Opustu;1990-07-18;Pontania pustulator;Eurytoma aciculata;20;Number of parasited galls;61,5;9,766666667;commensalism
199003I1-V1Opustu;1990-07-18;Salix phylicifolia;Pontania pustulator;49;Number of galls;61,5;9,766666667;parasitism
199003W-G1Olappl;1990-07-17;Pontania lapponicola;Chalcidoidea indet.;7;Number of parasited galls;61,33333333;10,3;parasitism
199003W-G1Olappl;1990-07-17;Salix lapponum;Pontania lapponicola;54;Number of galls;61,33333333;10,3;parasitism
199003W-G1Olappl;1990-07-17;Pontania lapponicola;Eurytoma aciculata;6;Number of parasited galls;61,33333333;10,3;commensalism
199003W-G1Olappl;1990-07-17;Pontania lapponicola;Pteromalus pontaniae;2;Number of parasited galls;61,33333333;10,3;parasitism
199003W-G1Olappl;1990-07-17;Pontania lapponicola;Ctenochira romani;1;Number of parasited galls;61,33333333;10,3;parasitism
199003W-G1Olappl;1990-07-17;Pontania lapponicola;Ctenochira ?oreophila;1;Number of parasited galls;61,33333333;10,3;parasitism
199003W-G1Olappl;1990-07-17;Pontania lapponicola;Chrysocharis elongata;10;Number of parasited galls;61,33333333;10,3;parasitism
199004A-SOvaria;1990-07-20;Salix myrsinifolia;Pontania varia;76;Number of galls;64,21666667;12,01666667;parasitism
199004A-SOvaria;1990-07-20;Pontania varia;Lathrostizus flexicauda;3;Number of parasited galls;64,21666667;12,01666667;parasitism
199004A-SOvaria;1990-07-20;Pontania varia;Eurytoma aciculata;5;Number of parasited galls;64,21666667;12,01666667;commensalism
199004A-SOvaria;1990-07-20;Pontania varia;Hydriomena ruberata;2;Number of parasited galls;64,21666667;12,01666667;commensalism
199004A-SOvaria;1990-07-20;Pontania varia;Ichneutes lapponicus;2;Number of parasited galls;64,21666667;12,01666667;parasitism
199004A-SOvaria;1990-07-20;Pontania varia;Chalcidoidea indet.;4;Number of parasited galls;64,21666667;12,01666667;parasitism
199004A-SOvaria;1990-07-20;Pontania varia;Curculio crux;3;Number of parasited galls;64,21666667;12,01666667;commensalism
199004U-5I1Ohasta;1990-07-22;Pontania hastatae;Bracon romani;2;Number of parasited galls;68,65;17,85;parasitism
199004U-5I1Ohasta;1990-07-22;Pontania hastatae;Pteromalus pontaniae;6;Number of parasited galls;68,65;17,85;parasitism
199004U-5I1Ohasta;1990-07-22;Pontania hastatae;Eurytoma aciculata;17;Number of parasited galls;68,65;17,85;commensalism
199004U-5I1Ohasta;1990-07-22;Pontania hastatae;Chalcidoidea indet.;36;Number of parasited galls;68,65;17,85;parasitism
199004U-5I1Ohasta;1990-07-22;Pontania hastatae;Pteromalus dolichurus;43;Number of parasited galls;68,65;17,85;parasitism
199004U-5I1Ohasta;1990-07-22;Pontania hastatae;Eulonchetron torymoides;30;Number of parasited galls;68,65;17,85;parasitism
199004U-5I1Ohasta;1990-07-22;Pontania hastatae;Chrysocharis elongata;1;Number of parasited galls;68,65;17,85;parasitism
199004U-5I1Ohasta;1990-07-22;Salix hastata;Pontania hastatae;252;Number of galls;68,65;17,85;parasitism
199005K1-V1Oglabr;1990-07-22;Salix lanata;Pontania glabrifrons;41;Number of galls;68,65;17,85;parasitism
199005K1-V1Oglabr;1990-07-22;Pontania glabrifrons;Lathrostizus flexicauda;1;Number of parasited galls;68,65;17,85;parasitism
199005K1-V1Oglabr;1990-07-22;Pontania glabrifrons;Pteromalus pontaniae;2;Number of parasited galls;68,65;17,85;parasitism
199006A-T1Onival;1990-07-22;Salix glauca;Pontania nivalis;138;Number of galls;68,65;17,85;parasitism
199006A-T1Onival;1990-07-22;Pontania nivalis;Pteromalus pontaniae;4;Number of parasited galls;68,65;17,85;parasitism
199006A-T1Onival;1990-07-22;Pontania nivalis;Ichneutes lapponicus;13;Number of parasited galls;68,65;17,85;parasitism
199006A-T1Onival;1990-07-22;Pontania nivalis;Chalcidoidea indet.;11;Number of parasited galls;68,65;17,85;parasitism
199006A-T1Onival;1990-07-22;Pontania nivalis;Eulonchetron torymoides;10;Number of parasited galls;68,65;17,85;parasitism
199007A-L1Ovaria;1990-07-22;Pontania varia;Eulonchetron torymoides;17;Number of parasited galls;68,65;17,85;parasitism
199007A-L1Ovaria;1990-07-22;Pontania varia;Chalcidoidea indet.;17;Number of parasited galls;68,65;17,85;parasitism
199007A-L1Ovaria;1990-07-22;Salix myrsinifolia;Pontania varia;154;Number of galls;68,65;17,85;parasitism
199007N1-P1Onigri;1990-07-22;Pontania nigricantis;Pteromalus dolichurus;1;Number of parasited galls;68,65;17,85;parasitism
199007N1-P1Onigri;1990-07-22;Salix myrsinifolia;Pontania nigricantis;11;Number of galls;68,65;17,85;parasitism
199007R1-V1Odolic;1990-07-18;Pontania dolichura;Chrysocharis elongata;5;Number of parasited galls;62,11666667;10;parasitism
199007R1-V1Odolic;1990-07-18;Salix phylicifolia;Pontania dolichura;50;Number of galls;62,11666667;10;parasitism
199007R1-V1Odolic;1990-07-18;Pontania dolichura;Hydriomena ruberata;2;Number of parasited galls;62,11666667;10;commensalism
199007R1-V1Odolic;1990-07-18;Pontania dolichura;Eurytoma aciculata;2;Number of parasited galls;62,11666667;10;commensalism
199007R1-V1Odolic;1990-07-18;Pontania dolichura;Chalcidoidea indet.;3;Number of parasited galls;62,11666667;10;parasitism
199008A-ROherba;1990-07-25;Salix herbacea;Pontania herbaceae;54;Number of galls;69,71666667;23,6;parasitism
199008A-ROherba;1990-07-25;Pontania herbaceae;Chalcidoidea indet.;13;Number of parasited galls;69,71666667;23,6;parasitism
199008A-ROherba;1990-07-25;Pontania herbaceae;Bracon romani;5;Number of parasited galls;69,71666667;23,6;parasitism
199008A-ROherba;1990-07-25;Pontania herbaceae;Pteromalus cyniphidis;1;Number of parasited galls;69,71666667;23,6;parasitism
199008T-9V1Oarcti;1990-07-25;Salix phylicifolia;Pontania arcticornis;300;Number of galls;69,71666667;23,6;parasitism
199008T-9V1Oarcti;1990-07-25;Pontania arcticornis;Adelognathus cubiceps;2;Number of parasited galls;69,71666667;23,6;parasitism
199008T-9V1Oarcti;1990-07-25;Pontania arcticornis;Ichneutes lapponicus;1;Number of parasited galls;69,71666667;23,6;parasitism
199008T-9V1Oarcti;1990-07-25;Pontania arcticornis;Bracon romani;1;Number of parasited galls;69,71666667;23,6;parasitism
199008T-9V1Oarcti;1990-07-25;Pontania arcticornis;Chalcidoidea indet.;29;Number of parasited galls;69,71666667;23,6;parasitism
199008T-9V1Oarcti;1990-07-25;Pontania arcticornis;Scambus vesicarius;2;Number of parasited galls;69,71666667;23,6;parasitism
199010A-12NOarcti;1990-07-27;Pontania arcticornis;Adelognathus cubiceps;1;Number of parasited galls;69,48333333;25,5;parasitism
199010A-12NOarcti;1990-07-27;Pontania arcticornis;Braconidae indet.;3;Number of parasited galls;69,48333333;25,5;parasitism
199010A-12NOarcti;1990-07-27;Salix phylicifolia;Pontania arcticornis;439;Number of galls;69,48333333;25,5;parasitism
199010A-12NOarcti;1990-07-27;Pontania arcticornis;Scambus vesicarius;1;Number of parasited galls;69,48333333;25,5;parasitism
199010A-12NOarcti;1990-07-27;Pontania arcticornis;Ichneutes lapponicus;3;Number of parasited galls;69,48333333;25,5;parasitism
199010A-12NOarcti;1990-07-27;Pontania arcticornis;Pteromalus dolichurus;6;Number of parasited galls;69,48333333;25,5;parasitism
199010A-12NOarcti;1990-07-27;Pontania arcticornis;Eurytoma aciculata;273;Number of parasited galls;69,48333333;25,5;commensalism
199012P-13O1Oarcti;1990-07-27;Salix phylicifolia;Pontania arcticornis;296;Number of galls;70,18333333;28,2;parasitism
199012P-13O1Oarcti;1990-07-27;Pontania arcticornis;Pteromalus pontaniae;25;Number of parasited galls;70,18333333;28,2;parasitism
199012P-13O1Oarcti;1990-07-27;Pontania arcticornis;Eurytoma aciculata;237;Number of parasited galls;70,18333333;28,2;commensalism
199013Q1-14Q1Osamol;1990-07-27;Salix lapponum;Pontania samolad;192;Number of galls;70,18333333;28,2;parasitism
199013Q1-14Q1Osamol;1990-07-27;Pontania samolad;Pteromalus dolichurus;5;Number of parasited galls;70,18333333;28,2;parasitism
199013Q1-14Q1Osamol;1990-07-27;Pontania samolad;Eurytoma aciculata;113;Number of parasited galls;70,18333333;28,2;commensalism
199013Q1-14Q1Osamol;1990-07-27;Pontania samolad;Chalcidoidea indet.;29;Number of parasited galls;70,18333333;28,2;parasitism
199014S1Olappl;1990-07-27;Salix lapponum;Pontania lapponicola;3;Number of galls;70,18333333;28,2;parasitism
199014S1Olappl;1990-07-27;Pontania lapponicola;Eurytoma aciculata;2;Number of parasited galls;70,18333333;28,2;commensalism
199015A-POlappo;1990-07-27;Pontania lapponica;Scambus vesicarius;1;Number of parasited galls;70,18333333;28,2;parasitism
199015A-POlappo;1990-07-27;Pontania lapponica;Pteromalus dolichurus;4;Number of parasited galls;70,18333333;28,2;parasitism
199015A-POlappo;1990-07-27;Pontania lapponica;Eurytoma aciculata;30;Number of parasited galls;70,18333333;28,2;commensalism
199015A-POlappo;1990-07-27;Salix lapponum;Pontania lapponica;63;Number of galls;70,18333333;28,2;parasitism
199016A-17H1Omyrsi;1990-07-28;Pontania myrsiniticola;Eurytoma aciculata;158;Number of parasited galls;70,78333333;29,25;commensalism
199016A-17H1Omyrsi;1990-07-28;Salix myrsinites;Pontania myrsiniticola;324;Number of galls;70,78333333;29,25;parasitism
199016A-17H1Omyrsi;1990-07-28;Pontania myrsiniticola;Pteromalus dolichurus;1;Number of parasited galls;70,78333333;29,25;parasitism
199016A-17H1Omyrsi;1990-07-28;Pontania myrsiniticola;Chrysocharis elongata;2;Number of parasited galls;70,78333333;29,25;parasitism
199017J1-18V1Ovaria;1990-07-28;Salix myrsinifolia;Pontania varia;268;Number of galls;70,78333333;29,25;parasitism
199017J1-18V1Ovaria;1990-07-28;Pontania varia;Chalcidoidea indet.;40;Number of parasited galls;70,78333333;29,25;parasitism
199017J1-18V1Ovaria;1990-07-28;Pontania varia;Ichneutes lapponicus;4;Number of parasited galls;70,78333333;29,25;parasitism
199017J1-18V1Ovaria;1990-07-28;Pontania varia;Eurytoma aciculata;70;Number of parasited galls;70,78333333;29,25;commensalism
199019A-22ZOherba;1990-07-28;Salix herbacea;Pontania herbaceae;692;Number of galls;70,78333333;29,25;parasitism
199019A-22ZOherba;1990-07-28;Pontania herbaceae;Bracon kopelkei;1;Number of parasited galls;70,78333333;29,25;parasitism
199019A-22ZOherba;1990-07-28;Pontania herbaceae;Bracon romani;9;Number of parasited galls;70,78333333;29,25;parasitism
199019A-22ZOherba;1990-07-28;Pontania herbaceae;Chalcidoidea indet.;88;Number of parasited galls;70,78333333;29,25;parasitism
199019A-22ZOherba;1990-07-28;Pontania herbaceae;Pteromalus pontaniae;92;Number of parasited galls;70,78333333;29,25;parasitism
199019A-22ZOherba;1990-07-28;Pontania herbaceae;Eurytoma aciculata;3;Number of parasited galls;70,78333333;29,25;commensalism
199022A1-V1Onival;1990-07-28;Pontania nivalis;Eurytoma aciculata;4;Number of parasited galls;70,78333333;29,25;commensalism
199022A1-V1Onival;1990-07-28;Pontania nivalis;Lathrostizus flexicauda;1;Number of parasited galls;70,78333333;29,25;parasitism
199022A1-V1Onival;1990-07-28;Pontania nivalis;Chalcidoidea indet.;8;Number of parasited galls;70,78333333;29,25;parasitism
199022A1-V1Onival;1990-07-28;Salix glauca;Pontania nivalis;90;Number of galls;70,78333333;29,25;parasitism
199023A-25JOglabr;1990-07-29;Pontania glabrifrons;Ichneutes lapponicus;3;Number of parasited galls;70,46666667;27,81666667;parasitism
199023A-25JOglabr;1990-07-29;Pontania glabrifrons;Pteromalus dolichurus;5;Number of parasited galls;70,46666667;27,81666667;parasitism
199023A-25JOglabr;1990-07-29;Pontania glabrifrons;Chalcidoidea indet.;34;Number of parasited galls;70,46666667;27,81666667;parasitism
199023A-25JOglabr;1990-07-29;Salix lanata;Pontania glabrifrons;424;Number of galls;70,46666667;27,81666667;parasitism
199023A-25JOglabr;1990-07-29;Pontania glabrifrons;Bracon romani;3;Number of parasited galls;70,46666667;27,81666667;parasitism
199023A-25JOglabr;1990-07-29;Pontania glabrifrons;Pteromalus pontaniae;11;Number of parasited galls;70,46666667;27,81666667;parasitism
199023A-25JOglabr;1990-07-29;Pontania glabrifrons;Scambus vesicarius;2;Number of parasited galls;70,46666667;27,81666667;parasitism
199023A-25JOglabr;1990-07-29;Pontania glabrifrons;Eurytoma aciculata;43;Number of parasited galls;70,46666667;27,81666667;commensalism
199025L-V1Ovaria;1990-07-29;Salix myrsinifolia;Pontania varia;154;Number of galls;70,46666667;27,81666667;parasitism
199025L-V1Ovaria;1990-07-29;Pontania varia;Eurytoma aciculata;1;Number of parasited galls;70,46666667;27,81666667;commensalism
199025L-V1Ovaria;1990-07-29;Pontania varia;Chalcidoidea indet.;5;Number of parasited galls;70,46666667;27,81666667;parasitism
199025L-V1Ovaria;1990-07-29;Pontania varia;Lathrostizus flexicauda;1;Number of parasited galls;70,46666667;27,81666667;parasitism
199025L-V1Ovaria;1990-07-29;Pontania varia;Ichneutes lapponicus;1;Number of parasited galls;70,46666667;27,81666667;parasitism
199025L-V1Ovaria;1990-07-29;Pontania varia;Pteromalus dolichurus;1;Number of parasited galls;70,46666667;27,81666667;parasitism
199026A-SOnival;1990-07-29;Salix glauca;Pontania nivalis;67;Number of galls;70,46666667;27,81666667;parasitism
199026U-27V1Oarcti;1990-07-29;Salix phylicifolia;Pontania arcticornis;310;Number of galls;70,46666667;27,81666667;parasitism
199026U-27V1Oarcti;1990-07-29;Pontania arcticornis;Chalcidoidea indet.;7;Number of parasited galls;70,46666667;27,81666667;parasitism
199026U-27V1Oarcti;1990-07-29;Pontania arcticornis;Eurytoma aciculata;19;Number of parasited galls;70,46666667;27,81666667;commensalism
199026U-27V1Oarcti;1990-07-29;Pontania arcticornis;Ichneutes lapponicus;4;Number of parasited galls;70,46666667;27,81666667;parasitism
199028A-COdolic;1990-07-29;Salix phylicifolia;Pontania dolichura;11;Number of galls;70,46666667;27,81666667;parasitism
199028A-COdolic;1990-07-29;Pontania dolichura;Bracon romani;2;Number of parasited galls;70,46666667;27,81666667;parasitism
199028A-COdolic;1990-07-29;Pontania dolichura;Eridolius pygmaeus;1;Number of parasited galls;70,46666667;27,81666667;parasitism
