"description";"REARING_NUMBER";"lat";"lon";"name";"number";"date"
"1993-08-15, Norway, Nordland, Polarkreis IV";"199324A-JElappo";66,5;15,2833333333;"Kolpelke 140";140;1993-08-15
"1993-08-15, Norway, Nordland, Polarkreis, Krokstrand";"199320I1-P1Eboreo";66,45;15,0666666667;"Kolpelke 137";137;1993-08-15
"1993-08-15, Norway, Nordland, Polarkreis, Krokstrand";"199320A-JElappc";66,45;15,0666666667;"Kolpelke 137";137;1993-08-15
"1993-08-15, Norway, Nordland, Polarkreis, Krokstrand";"199320P-B1Osamol";66,45;15,0666666667;"Kolpelke 137";137;1993-08-15
"1993-08-15, Norway, Nordland, Polarkreis, Krokstrand";"199320D1-G1Olappl";66,45;15,0666666667;"Kolpelke 137";137;1993-08-15
"1993-08-15, Norway, Nordland, Polarkreis, Krokstrand";"199320L-NElappo";66,45;15,0666666667;"Kolpelke 137";137;1993-08-15
"1993-08-16, Norway, N.-Trondelag, Namsskogan, Mellingsmoen";"199327U-28PEvenus";64,9166666667;13,1666666667;"Kolpelke 141";141;1993-08-16
"1993-08-16, Norway, N.-Trondelag, Namsskogan, Mellingsmoen";"199328F1-L1Enigri";64,9166666667;13,1666666667;"Kolpelke 141";141;1993-08-16
"1993-08-16, Norway, N.-Trondelag, Namsskogan, Mellingsmoen";"199328R-YObridg";64,9166666667;13,1666666667;"Kolpelke 141";141;1993-08-16
"1993-08-16, Norway, N.-Trondelag, Namsskogan, Mellingsmoen";"199328A1-B1Ogalla";64,9166666667;13,1666666667;"Kolpelke 141";141;1993-08-16
"1993-08-16, Norway, N.-Trondelag, Namsskogan, Mellingsmoen";"199328D1Hleuco";64,9166666667;13,1666666667;"Kolpelke 141";141;1993-08-16
"1993-08-16, Norway, Nordland, Korgfjellet";"199325A1-26RElappc";66,0333333333;13,6833333333;"Kolpelke 139";139;1993-08-16
"1993-08-16, Norway, Nordland, Korgfjellet";"199325F-XEboreo";66,0333333333;13,6833333333;"Kolpelke 139";139;1993-08-16
"1993-08-16, Norway, Nordland, Korgfjellet";"199327A-LOsamol";66,0333333333;13,6833333333;"Kolpelke 139";139;1993-08-16
"1993-08-16, Norway, Nordland, Korgfjellet";"199327N-SOlappo";66,0333333333;13,6833333333;"Kolpelke 139";139;1993-08-16
"1993-08-16, Norway, Nordland, Korgfjellet";"199324Q1-25DOglabr";66,0333333333;13,6833333333;"Kolpelke 139";139;1993-08-16
"1993-08-16, Norway, Nordland, Korgfjellet";"199324A1-O1Elanat";66,0333333333;13,6833333333;"Kolpelke 139";139;1993-08-16
"1993-08-16, Norway, Nordland, Korgfjellet";"199326T-V1Elappo";66,0333333333;13,6833333333;"Kolpelke 139";139;1993-08-16
"1993-08-19, Norway, Oppland, Jotunheimen, Breiseterdalen";"199329A1-30SOglauc";61,6;8,0333333333;"Kolpelke 142";142;1993-08-19
"1993-08-19, Norway, Oppland, Jotunheimen, Breiseterdalen";"199330U-F1Onival";61,6;8,0333333333;"Kolpelke 142";142;1993-08-19
"1993-08-19, Norway, Oppland, Jotunheimen, Breiseterdalen";"199330P1-31GOarcti";61,6;8,0333333333;"Kolpelke 142";142;1993-08-19
"1993-08-19, Norway, Oppland, Jotunheimen, Breiseterdalen";"199333W-34LElappo";61,6;8,0333333333;"Kolpelke 142";142;1993-08-19
"1993-08-19, Norway, Oppland, Jotunheimen, Breiseterdalen";"199329A-ZEboreo";61,6;8,0333333333;"Kolpelke 142";142;1993-08-19
"1993-08-19, Norway, Oppland, Jotunheimen, Breiseterdalen";"199330H1-N1Odolic";61,6;8,0333333333;"Kolpelke 142";142;1993-08-19
"1993-08-19, Norway, Oppland, Jotunheimen, Breiseterdalen";"199334V1Etesta";61,6;8,0333333333;"Kolpelke 142";142;1993-08-19
"1993-08-19, Norway, Oppland, Jotunheimen, Breiseterdalen";"199331T-D1Oglabr";61,6;8,0333333333;"Kolpelke 142";142;1993-08-19
"1993-08-19, Norway, Oppland, Jotunheimen, Breiseterdalen";"199331F1-33UElappc";61,6;8,0333333333;"Kolpelke 142";142;1993-08-19
"1993-08-19, Norway, Oppland, Jotunheimen, Breiseterdalen";"199331I-RElanat";61,6;8,0333333333;"Kolpelke 142";142;1993-08-19
"1993-08-19, Norway, Oppland, Jotunheimen, Breiseterdalen";"199334N-P1Olappo";61,6;8,0333333333;"Kolpelke 142";142;1993-08-19
"1993-08-19, Norway, Oppland, Jotunheimen, Breiseterdalen";"199334R1-T1Olappl";61,6;8,0333333333;"Kolpelke 142";142;1993-08-19
"1993-08-20, Norway, Sogn og Fjordane, Lusterfjord, Höyheimsvik";"199335A-YEvenus";61,3833333333;7,3833333333;"Kolpelke 143";143;1993-08-20
"1993-08-20, Norway, Sogn og Fjordane, Lusterfjord, Höyheimsvik";"199335A1-B1Ogalla";61,3833333333;7,3833333333;"Kolpelke 143";143;1993-08-20
"1993-08-22, Norway, Hordaland, Vikafjell bei Viksöyri";"199337A1-C1Osamol";61,0666666667;6,5833333333;"Kolpelke 144";144;1993-08-22
"1993-08-22, Norway, Hordaland, Vikafjell bei Viksöyri";"199336M-37KElappo";61,0666666667;6,5833333333;"Kolpelke 144";144;1993-08-22
"1993-08-22, Norway, Hordaland, Vikafjell bei Viksöyri";"199337T-ZOlappo";61,0666666667;6,5833333333;"Kolpelke 144";144;1993-08-22
"1993-08-22, Norway, Hordaland, Vikafjell bei Viksöyri";"199335D1-36FEboreo";61,0666666667;6,5833333333;"Kolpelke 144";144;1993-08-22
"1993-08-22, Norway, Hordaland, Vikafjell bei Viksöyri";"199336H-KOnival";61,0666666667;6,5833333333;"Kolpelke 144";144;1993-08-22
"1993-08-22, Norway, Hordaland, Vikafjell bei Viksöyri";"199337E1-L1Olappl";61,0666666667;6,5833333333;"Kolpelke 144";144;1993-08-22
"1993-08-22, Norway, Hordaland, Vikafjell bei Viksöyri";"199337M-RElappc";61,0666666667;6,5833333333;"Kolpelke 144";144;1993-08-22
"1993-08-24, Norway, Hordaland, Seljestad bei Odda";"199339M-OOlappo";60;6,55;"Kolpelke 145";145;1993-08-24
"1993-08-24, Norway, Hordaland, Seljestad bei Odda";"199339Q-WHacuti";60;6,55;"Kolpelke 145";145;1993-08-24
"1993-08-24, Norway, Hordaland, Seljestad bei Odda";"199339E-GElappc";60;6,55;"Kolpelke 145";145;1993-08-24
"1993-08-24, Norway, Hordaland, Seljestad bei Odda";"199339I-KOlappl";60;6,55;"Kolpelke 145";145;1993-08-24
"1993-08-24, Norway, Hordaland, Seljestad bei Odda";"199337N1-38OEboreo";60;6,55;"Kolpelke 145";145;1993-08-24
"1993-08-24, Norway, Hordaland, Seljestad bei Odda";"199338A1-39CElappo";60;6,55;"Kolpelke 145";145;1993-08-24
"1993-08-24, Norway, Hordaland, Seljestad bei Odda";"199338Q-ZOsamol";60;6,55;"Kolpelke 145";145;1993-08-24
"1994-07-10, Germany, Hessen, Altenstadt, Höchst";"199401A1-D1Hleuco";50,2666666667;8,9333333333;"Kolpelke 146";146;1994-07-10
"1994-07-12, Germany, Hessen, Kühkopf, Mordhecke I";"199401M-WHpruss";49,8166666667;8,4166666667;"Kolpelke 147";147;1994-07-12
"1994-07-12, Germany, Hessen, Kühkopf, Mordhecke I";"199401F1-Q1Hpruss";49,8166666667;8,4166666667;"Kolpelke 147";147;1994-07-12
"1994-08-07, Austria, Kärnten, Maltatal I";"199404A-UHplicd";47,05;13,35;"Kolpelke 148";148;1994-08-07
"1994-08-07, Austria, Kärnten, Maltatal I";"199404K1-5TEelaea";47,05;13,35;"Kolpelke 148";148;1994-08-07
"1994-08-07, Austria, Kärnten, Maltatal I";"199404W-D1Oadaph";47,05;13,35;"Kolpelke 148";148;1994-08-07
"1994-08-07, Austria, Kärnten, Maltatal I";"199404F1-I1Edaphn";47,05;13,35;"Kolpelke 148";148;1994-08-07
"1994-08-07, Austria, Kärnten, Maltatal II";"199405V-V1Eelaea";46,9666666667;13,4666666667;"Kolpelke 162";162;1994-08-07
"1994-08-08, Austria, Salzburg, Obertauern I";"199407F-8WEmyrsi";47,2333333333;13,5166666667;"Kolpelke 163";163;1994-08-08
"1994-08-08, Austria, Salzburg, Obertauern I";"199406A-E1Hischn";47,2333333333;13,5166666667;"Kolpelke 163";163;1994-08-08
"1994-08-08, Austria, Salzburg, Obertauern I";"199406G1-7DOvaria";47,2333333333;13,5166666667;"Kolpelke 163";163;1994-08-08
"1994-08-09, Austria, Salzburg, Obertauern I";"199409K-XOvaria";47,2333333333;13,5166666667;"Kolpelke 164";164;1994-08-09
"1994-08-09, Austria, Salzburg, Obertauern I";"199408A1-9IHischn";47,2333333333;13,5166666667;"Kolpelke 164";164;1994-08-09
"1994-08-09, Austria, Salzburg, Obertauern I";"199409A1-10E1Onigri";47,2333333333;13,5166666667;"Kolpelke 164";164;1994-08-09
"1994-08-09, Austria, Salzburg, Obertauern I";"199411J1-12EOfoeti";47,2333333333;13,5166666667;"Kolpelke 164";164;1994-08-09
"1994-08-09, Austria, Salzburg, Obertauern I";"199410K1-V1Ehasta";47,2333333333;13,5166666667;"Kolpelke 164";164;1994-08-09
"1994-08-09, Austria, Salzburg, Obertauern I";"199411A-H1Egemmf";47,2333333333;13,5166666667;"Kolpelke 164";164;1994-08-09
"1994-08-09, Austria, Salzburg, Obertauern I";"199417I1-Q1Obridg";47,2333333333;13,5166666667;"Kolpelke 164";164;1994-08-09
"1994-08-09, Austria, Salzburg, Obertauern I";"199412G-JOobscu";47,2333333333;13,5166666667;"Kolpelke 164";164;1994-08-09
"1994-08-09, Austria, Salzburg, Preber See bei Tamsweg";"199412L-XEmyrsi";47,1666666667;13,8333333333;"Kolpelke 166";166;1994-08-09
"1994-08-10, Austria, Salzburg, Obertauern II";"199412A1-G1Hspira";47,25;13,5333333333;"Kolpelke 165";165;1994-08-10
"1994-08-10, Austria, Salzburg, Obertauern II";"199412I1-R1Ofoeti";47,25;13,5333333333;"Kolpelke 165";165;1994-08-10
"1994-08-10, Austria, Salzburg, Obertauern II";"199413O1-V1Egemmf";47,25;13,5333333333;"Kolpelke 165";165;1994-08-10
"1994-08-10, Austria, Salzburg, Obertauern II";"199412T1-V1Oobscu";47,25;13,5333333333;"Kolpelke 165";165;1994-08-10
"1994-08-10, Austria, Salzburg, Obertauern II";"199413A-M1Omonti";47,25;13,5333333333;"Kolpelke 165";165;1994-08-10
"1994-08-11, Austria, Salzburg, Murtal, Muhr";"199416O-VOvimin";47,0833333333;13,4833333333;"Kolpelke 168";168;1994-08-11
"1994-08-11, Austria, Salzburg, Murtal, Muhr";"199415A1-16MOvesic";47,0833333333;13,4833333333;"Kolpelke 168";168;1994-08-11
"1994-08-11, Austria, Salzburg, Murtal, Muhr";"199416A1-V1Hpolit";47,0833333333;13,4833333333;"Kolpelke 168";168;1994-08-11
"1994-08-11, Austria, Salzburg, Murtal, Muhr, Kraftwerk";"199418K1-19YEelaea";47,1;13,4666666667;"Kolpelke 170";170;1994-08-11
"1994-08-11, Austria, Salzburg, Zederhaustal, Oberweißburg";"199414D-REdaphn";47,1;13,5833333333;"Kolpelke 167";167;1994-08-11
"1994-08-11, Austria, Salzburg, Zederhaustal, Oberweißburg";"199414A-BHplicd";47,1;13,5833333333;"Kolpelke 167";167;1994-08-11
"1994-08-11, Austria, Salzburg, Zederhaustal, Oberweißburg";"199414T-B1Oadaph";47,1;13,5833333333;"Kolpelke 167";167;1994-08-11
"1994-08-11, Austria, Salzburg, Zederhaustal, Oberweißburg";"199414D1-15ZOproxi";47,1;13,5833333333;"Kolpelke 167";167;1994-08-11
"1994-08-12, Austria, Salzburg, Tauernpaß, Tweng";"199417J-WOadaph";47,1833333333;13,5833333333;"Kolpelke 169";169;1994-08-12
"1994-08-12, Austria, Salzburg, Tauernpaß, Tweng";"199417A-HHplicd";47,1833333333;13,5833333333;"Kolpelke 169";169;1994-08-12
"1994-08-12, Austria, Salzburg, Tauernpaß, Tweng";"199417A1-E1Okriec";47,1833333333;13,5833333333;"Kolpelke 169";169;1994-08-12
"1994-08-12, Austria, Salzburg, Tauernpaß, Tweng";"199418A-I1Eelaea";47,1833333333;13,5833333333;"Kolpelke 169";169;1994-08-12
"1994-09-11, Switzerland, Wallis, Grimselpaß, Grimselsee";"199422A-23C1Egemmh";46,5666666667;8,3166666667;"Kolpelke 173";173;1994-09-11
"1994-09-11, Switzerland, Wallis, Grimselpaß, Grimselsee";"199424A-POnival";46,5666666667;8,3166666667;"Kolpelke 173";173;1994-09-11
"1994-09-11, Switzerland, Wallis, Grimselpaß, Grimselsee";"199423J1-S1Eboreo";46,5666666667;8,3166666667;"Kolpelke 173";173;1994-09-11
"1994-09-11, Switzerland, Wallis, Grimselpaß, Grimselsee";"199424A1-F1Ohasta";46,5666666667;8,3166666667;"Kolpelke 173";173;1994-09-11
"1994-09-11, Switzerland, Wallis, Grimselpaß, Grimselsee";"199424R-XEhasta";46,5666666667;8,3166666667;"Kolpelke 173";173;1994-09-11
"1994-09-11, Switzerland, Wallis, Grimselpaß, Grimselsee";"199423E1-H1Omacul";46,5666666667;8,3166666667;"Kolpelke 173";173;1994-09-11
"1994-09-11, Switzerland, Wallis, Obergoms, Gletsch";"199420A1-U1Ovimin";46,55;8,35;"Kolpelke 171";171;1994-09-11
"1994-09-11, Switzerland, Wallis, Obergoms, Gletsch";"199421A-O1Ovesic";46,55;8,35;"Kolpelke 171";171;1994-09-11
"1994-09-11, Switzerland, Wallis, Obergoms, Gletsch";"199421Q1-R1Egemmh";46,55;8,35;"Kolpelke 171";171;1994-09-11
"1994-09-11, Switzerland, Wallis, Obergoms, Oberwald";"199420A-KEpurpu";46,5333333333;8,3333333333;"Kolpelke 172";172;1994-09-11
"1994-09-11, Switzerland, Wallis, Obergoms, Oberwald";"199420M-ZOvesic";46,5333333333;8,3333333333;"Kolpelke 172";172;1994-09-11
"1994-09-12, Switzerland, Wallis, Mattertal, Täsch";"199425F1-V1Ovimin";46,05;7,7666666667;"Kolpelke 175";175;1994-09-12
"1994-09-12, Switzerland, Wallis, Mattertal, Täsch";"199426M1-27MOadaph";46,05;7,7666666667;"Kolpelke 175";175;1994-09-12
"1994-09-12, Switzerland, Wallis, Mattertal, Täsch";"199426A-K1Epurpu";46,05;7,7666666667;"Kolpelke 175";175;1994-09-12
"1994-09-12, Switzerland, Wallis, Saastal, Mattmark";"199424H1-O1Ovaria";46,05;7,95;"Kolpelke 174";174;1994-09-12
"1994-09-12, Switzerland, Wallis, Saastal, Mattmark";"199425A-BOhasta";46,05;7,95;"Kolpelke 174";174;1994-09-12
"1994-09-12, Switzerland, Wallis, Saastal, Mattmark";"199425I-LObrevi";46,05;7,95;"Kolpelke 174";174;1994-09-12
"1994-09-12, Switzerland, Wallis, Saastal, Mattmark";"199425N-YOfoeti";46,05;7,95;"Kolpelke 174";174;1994-09-12
"1994-09-12, Switzerland, Wallis, Saastal, Mattmark";"199425D-GEhasta";46,05;7,95;"Kolpelke 174";174;1994-09-12
"1994-09-12, Switzerland, Wallis, Saastal, Mattmark";"199424Q1-V1Egemmh";46,05;7,95;"Kolpelke 174";174;1994-09-12
"1994-09-12, Switzerland, Wallis, Saastal, Mattmark";"199425A1-D1Egemmf";46,05;7,95;"Kolpelke 174";174;1994-09-12
"1994-09-13, Switzerland, Tessin, Nufenenpaß, Paßhöhe II";"199429G-MOfoeti";46,4666666667;8,3666666667;"Kolpelke 177";177;1994-09-13
"1994-09-13, Switzerland, Tessin, Nufenenpaß, Paßhöhe II";"199428I1-V1Ohasta";46,4666666667;8,3666666667;"Kolpelke 177";177;1994-09-13
"1994-09-13, Switzerland, Tessin, Nufenenpaß, Paßhöhe II";"199429O-M1Oobscu";46,4666666667;8,3666666667;"Kolpelke 177";177;1994-09-13
"1994-09-13, Switzerland, Tessin, Nufenenpaß, Paßhöhe II";"199429A-EOretus";46,4666666667;8,3666666667;"Kolpelke 177";177;1994-09-13
"1994-09-13, Switzerland, Tessin, Nufenenpaß, Val de Bedretto I";"199429O1-30COkriec";46,4666666667;8,4166666667;"Kolpelke 178";178;1994-09-13
"1994-09-13, Switzerland, Tessin, Nufenenpaß, Val de Bedretto I";"199431M1-T1Epurpu";46,4666666667;8,4166666667;"Kolpelke 178";178;1994-09-13
"1994-09-13, Switzerland, Tessin, Nufenenpaß, Val de Bedretto I";"199430A-COkriec";46,4666666667;8,4166666667;"Kolpelke 178";178;1994-09-13
"1994-09-13, Switzerland, Tessin, Nufenenpaß, Val de Bedretto I";"199430E-TOvesic";46,4666666667;8,4166666667;"Kolpelke 178";178;1994-09-13
"1994-09-13, Switzerland, Tessin, Nufenenpaß, Val de Bedretto I";"199431X-K1Ovimin";46,4666666667;8,4166666667;"Kolpelke 178";178;1994-09-13
"1994-09-13, Switzerland, Tessin, Nufenenpaß, Val de Bedretto I";"199430V-31VEelaea";46,4666666667;8,4166666667;"Kolpelke 178";178;1994-09-13
"1994-09-13, Switzerland, Wallis, Obergoms, Obergesteln";"199428A-TOvesic";46,5;8,3166666667;"Kolpelke 176";176;1994-09-13
"1994-09-13, Switzerland, Wallis, Obergoms, Obergesteln";"199427O-QEdaphn";46,5;8,3166666667;"Kolpelke 176";176;1994-09-13
"1994-09-13, Switzerland, Wallis, Obergoms, Obergesteln";"199427S-V1Oadaph";46,5;8,3166666667;"Kolpelke 176";176;1994-09-13
"1994-09-13, Switzerland, Wallis, Obergoms, Obergesteln";"199428V-G1Epurpu";46,5;8,3166666667;"Kolpelke 176";176;1994-09-13
"1994-09-15, Italy, Piemont, Val Divedro, Domodossola";"199432A-VOvimin";46,2;8,2166666667;"Kolpelke 180";180;1994-09-15
"1994-09-15, Switzerland, Tessin, Nufenenpaß, Val de Bedretto II";"199433A-IEelaea";46,4833333333;8,4666666667;"Kolpelke 179";179;1994-09-15
"1994-09-15, Switzerland, Tessin, Nufenenpaß, Val de Bedretto II";"199432A1-33IEelaea";46,4833333333;8,4666666667;"Kolpelke 179";179;1994-09-15
"1994-09-15, Switzerland, Tessin, Nufenenpaß, Val de Bedretto II";"199433K-NOkriec";46,4833333333;8,4666666667;"Kolpelke 179";179;1994-09-15
"1994-09-16, Switzerland, Wallis, Obergoms, Oberwald";"199433Q1-34UEpurpu";46,5333333333;8,3333333333;"Kolpelke 181";181;1994-09-16
"1994-09-16, Switzerland, Wallis, Obergoms, Oberwald";"199433U-O1Oadaph";46,5333333333;8,3333333333;"Kolpelke 181";181;1994-09-16
"1994-09-16, Switzerland, Wallis, Obergoms, Oberwald";"199433P-SEdaphn";46,5333333333;8,3333333333;"Kolpelke 181";181;1994-09-16
"1994-10-06, Germany, Hessen, Taunus, Oberreiffenberg";"199435A-ZEmucro";50,2333333333;8,4166666667;"Kolpelke 182";182;1994-10-06
"1994-10-19, Germany, Hessen, Kühkopf, Mordhecke I";"199436A-BEatraa";49,8166666667;8,4166666667;"Kolpelke 183";183;1994-10-19
"1994-10-19, Germany, Hessen, Kühkopf, Mordhecke III";"199436XEangus";49,85;8,3833333333;"Kolpelke 184";184;1994-10-19
"1994-10-19, Germany, Hessen, Kühkopf, Mordhecke III";"199436D-VEatraa";49,85;8,3833333333;"Kolpelke 184";184;1994-10-19
"1995-04-06, Germany, Hessen, Griesheim bei Darmstadt";"199452O-TEpurpu";49,85;8,5166666667;"Kolpelke 186";186;1995-04-06
"1995-04-06, Germany, Hessen, Kühkopf, Mordhecke III";"199452A-LEatraa";49,85;8,3833333333;"Kolpelke 185";185;1995-04-06
"1995-06-27, Germany, Hessen, Griesheim bei Darmstadt";"199506A-EHpolit";49,85;8,5166666667;"Kolpelke 191";191;1995-06-27
"1995-06-27, Germany, Hessen, Kühkopf, Mordhecke I";"199506aA-EHpolit";49,8166666667;8,4166666667;"Kolpelke 189";189;1995-06-27
"1995-06-27, Germany, Hessen, Kühkopf, Mordhecke I";"199506A-E/bHpolit";49,8166666667;8,4166666667;"Kolpelke 189";189;1995-06-27
"1995-06-27, Germany, Hessen, Mörfelden, Baggersee";"199506G-HHoblit";49,9833333333;8,5833333333;"Kolpelke 190";190;1995-06-27
"1995-06-27, Germany, Hessen, Mörfelden, Baggersee";"19956bA-EHpolit";49,9833333333;8,5833333333;"Kolpelke 190";190;1995-06-27
"1995-06-27, Germany, Hessen, Mörfelden, Baggersee";"199506J-RHleuca";49,9833333333;8,5833333333;"Kolpelke 190";190;1995-06-27
"1995-06-27, Germany, Hessen, Mörfelden, Baggersee";"199506A-E/aHpolit";49,9833333333;8,5833333333;"Kolpelke 190";190;1995-06-27
"1995-07-02, Germany, Hessen, Altenstadt, Höchst";"199506A1-7CHleuca";50,2666666667;8,9333333333;"Kolpelke 188";188;1995-07-02
"1995-07-02, Germany, Hessen, Limeshain, Rommelhausen";"199506S-UHpolit";50,2333333333;8,9666666667;"Kolpelke 192";192;1995-07-02
"1995-07-02, Germany, Hessen, Limeshain, Rommelhausen";"199507O-QHalien";50,2333333333;8,9666666667;"Kolpelke 192";192;1995-07-02
"1995-07-02, Germany, Hessen, Limeshain, Rommelhausen";"199507E-NHeryth";50,2333333333;8,9666666667;"Kolpelke 192";192;1995-07-02
"1995-07-03, Germany, Hessen, Hanau, Steinheim";"199500A-V1Hangli";50,1;8,9;"Kolpelke 187";187;1995-07-03
"1995-07-04, Germany, Hessen, Hanau, Steinheim";"1995ohneohneHangli";50,1;8,9;"Kolpelke 211";211;1995-07-04
"1995-07-04, Germany, Hessen, Ortenberg I";"199507G1Hangli";50,3333333333;9,0333333333;"Kolpelke 193";193;1995-07-04
"1995-07-04, Germany, Hessen, Ortenberg I";"199507A1-E1Hoblit";50,3333333333;9,0333333333;"Kolpelke 193";193;1995-07-04
"1995-07-04, Germany, Hessen, Ortenberg I";"199508A-LHpolit";50,3333333333;9,0333333333;"Kolpelke 193";193;1995-07-04
"1995-07-04, Germany, Hessen, Ortenberg III";"199508N-QHangli";50,3333333333;9,0333333333;"Kolpelke 195";195;1995-07-04
"1995-07-04, Germany, Hessen, Ortenberg III";"199508S-VHleuca";50,3333333333;9,0333333333;"Kolpelke 195";195;1995-07-04
"1995-07-04, Germany, Hessen, Vogelsberg, Hoherodskopf";"199508G1Obridg";50,5;9,2;"Kolpelke 194";194;1995-07-04
"1995-07-04, Germany, Hessen, Vogelsberg, Hoherodskopf";"199509CHalien";50,5;9,2;"Kolpelke 194";194;1995-07-04
"1995-07-04, Germany, Hessen, Vogelsberg, Hoherodskopf";"199508A1-E1Hleuco";50,5;9,2;"Kolpelke 194";194;1995-07-04
"1995-07-04, Germany, Hessen, Vogelsberg, Hoherodskopf";"199509A-BOgalla";50,5;9,2;"Kolpelke 194";194;1995-07-04
"1995-07-12, Germany, Hessen, Kilianstätten";"1995SZCHpolit";50,1833333333;8,8333333333;"Kolpelke 217";217;1995-07-12
"1995-07-12, Germany, Hessen, Taunus, Dorfweil";"1995SZEHpruss";50,2666666667;8,45;"Kolpelke 196";196;1995-07-12
"1995-07-12, Germany, Hessen, Taunus, Dorfweil";"199509F-LObridg";50,2666666667;8,45;"Kolpelke 196";196;1995-07-12
"1995-07-12, Germany, Hessen, Taunus, Dorfweil";"1995SZFHleuca";50,2666666667;8,45;"Kolpelke 196";196;1995-07-12
"1995-07-12, Germany, Hessen, Taunus, Hunoldstal";"1995SZAHleuca";50,2833333333;8,45;"Kolpelke 214";214;1995-07-12
"1995-07-12, Germany, Hessen, Taunus, Usingen";"1995SZDHleuca";50,35;8,5666666667;"Kolpelke 216";216;1995-07-12
"1995-07-12, Germany, Hessen, Taunus, Usingen";"1995SZBHalien";50,35;8,5666666667;"Kolpelke 216";216;1995-07-12
"1995-07-23, Italy, Trentino, Mt. Altissimo di Nago";"1995SZRHspira";45,7833333333;10,9;"Kolpelke 221";221;1995-07-23
"1995-07-23, Italy, Trentino, Mt. Altissimo di Nago";"1995SZGHsglab";45,7833333333;10,9;"Kolpelke 221";221;1995-07-23
"1995-07-24, Italy, Lombardei, Paso del Maniva, Dosso Alto";"1995SZJHsglab";45,8166666667;10,4;"Kolpelke 199";199;1995-07-24
"1995-07-24, Italy, Lombardei, Paso del Maniva, Dosso Alto";"199511E-GObridg";45,8166666667;10,4;"Kolpelke 199";199;1995-07-24
"1995-07-24, Italy, Lombardei, Paso del Maniva, Dosso Alto";"1995SZIHsglab";45,8166666667;10,4;"Kolpelke 199";199;1995-07-24
"1995-07-25, Italy, Trentino, Val di Egro, Mt. Tremalzo I";"1995SZQHsglab";45,8333333333;10,6666666667;"Kolpelke 224";224;1995-07-25
"1995-07-25, Italy, Trentino, Val di Egro, Mt. Tremalzo I";"1995SZKHsglab";45,8333333333;10,6666666667;"Kolpelke 224";224;1995-07-25
"1995-07-25, Italy, Trentino, Val di Egro, Mt. Tremalzo II";"199511I-NObridg";45,85;10,6666666667;"Kolpelke 201";201;1995-07-25
"1995-07-26, Italy, Lombardei, Paso di Gavia, Pezzo";"199510O1-T1Ovimin";46,4;10,4833333333;"Kolpelke 198";198;1995-07-26
"1995-07-26, Italy, Lombardei, Paso di Gavia, Pezzo";"1995SZPHpolit";46,4;10,4833333333;"Kolpelke 198";198;1995-07-26
"1995-07-26, Italy, Lombardei, Paso di Gavia, Pezzo";"1995SZMHischn";46,4;10,4833333333;"Kolpelke 198";198;1995-07-26
"1995-07-26, Italy, Trentino, Paso del Tonale";"199511S-E1Ovimin";46,25;10,55;"Kolpelke 200";200;1995-07-26
"1995-07-26, Italy, Trentino, Paso del Tonale";"199511G1-V1Ovesic";46,25;10,55;"Kolpelke 200";200;1995-07-26
"1995-07-26, Italy, Trentino, Val Vermiglio, Pellizano";"1995SZLHpolit";46,3;10,75;"Kolpelke 225";225;1995-07-26
"1995-07-27, Italy, Trentino, Val di Egro, Mt. Tremalzo I";"1995SZHHsglab";45,8333333333;10,6666666667;"Kolpelke 223";223;1995-07-27
"1995-07-27, Italy, Trentino, Val di Egro, Mt. Tremalzo II";"199510A1-M1Ehasta";45,85;10,6666666667;"Kolpelke 197";197;1995-07-27
"1995-07-27, Italy, Trentino, Val di Egro, Mt. Tremalzo II";"199510A-VOhasta";45,85;10,6666666667;"Kolpelke 197";197;1995-07-27
