"lat";"lon";"value";"number";"date";"name"
69,5333333333;18,9833333333;99;558;1985-08-12;"elevation"
66,55;15,3;675;559;1985-08-14;"elevation"
66,55;15,3;675;559;1985-08-14;"elevation"
66,0333333333;13,6833333333;557;560;1985-08-15;"elevation"
50,1166666667;8,65;104;561;1985-09-09;"elevation"
49,2666666667;10,05;464;563;1985-09-15;"elevation"
48,0666666667;11,1666666667;589;562;1985-09-15;"elevation"
50,2666666667;8,8;143;564;1985-09-22;"elevation"
47,8333333333;8,1166666667;882;565;1985-10-05;"elevation"
47,8333333333;8,1166666667;882;565;1985-10-05;"elevation"
47,85;8,0333333333;1251;566;1985-10-06;"elevation"
47,85;8,0333333333;1251;566;1985-10-06;"elevation"
47,8166666667;7,95;734;567;1985-10-06;"elevation"
47,8166666667;7,95;734;567;1985-10-06;"elevation"
53,4833333333;9,9333333333;4;568;1985-11-18;"elevation"
49,85;8,5166666667;92;575;1986-06-10;"elevation"
49,85;8,5166666667;92;575;1986-06-10;"elevation"
49,85;8,5166666667;92;575;1986-06-10;"elevation"
49,8166666667;8,4166666667;87;573;1986-06-10;"elevation"
49,8166666667;8,4166666667;87;573;1986-06-10;"elevation"
49,8166666667;8,4166666667;87;573;1986-06-10;"elevation"
49,8166666667;8,4166666667;87;573;1986-06-10;"elevation"
50,2333333333;8,9666666667;155;574;1986-06-10;"elevation"
50,2833333333;8,45;394;576;1986-06-11;"elevation"
50,2333333333;8,3166666667;311;156;1986-06-11;"elevation"
50,2333333333;8,3166666667;311;156;1986-06-11;"elevation"
50,2333333333;8,9666666667;155;577;1986-06-24;"elevation"
50,5;9,2;680;578;1986-06-24;"elevation"
50,5;9,2;680;578;1986-06-24;"elevation"
50,5;9,2;680;578;1986-06-24;"elevation"
50,5;9,2;680;578;1986-06-24;"elevation"
50,2833333333;8,45;394;579;1986-06-25;"elevation"
50,35;8,5666666667;301;580;1986-06-25;"elevation"
50,35;8,5666666667;301;580;1986-06-25;"elevation"
50,35;8,5666666667;301;580;1986-06-25;"elevation"
50,5;9,2;680;581;1986-07-01;"elevation"
54,3;10,15;27;582;1986-07-15;"elevation"
54,3;10,15;27;582;1986-07-15;"elevation"
54,3;10,15;27;582;1986-07-15;"elevation"
54,2166666667;10,2333333333;19;583;1986-07-15;"elevation"
54,2166666667;10,2333333333;19;583;1986-07-15;"elevation"
54,3;10,6833333333;5;584;1986-07-16;"elevation"
54,3;10,8166666667;2;585;1986-07-16;"elevation"
54,3166666667;10,6666666667;4;7;1986-07-17;"elevation"
54,3333333333;10,1833333333;34;6;1986-07-17;"elevation"
54,3333333333;10,1833333333;34;6;1986-07-17;"elevation"
54,3333333333;10,1833333333;34;6;1986-07-17;"elevation"
54,3166666667;10,6666666667;4;8;1986-07-18;"elevation"
54,3166666667;10,6666666667;4;8;1986-07-18;"elevation"
55,7333333333;8,1666666667;8;9;1986-07-20;"elevation"
55,6166666667;8,1166666667;7;10;1986-07-20;"elevation"
54,1166666667;10,8166666667;3;12;1986-07-22;"elevation"
54,1;10,8166666667;6;11;1986-07-22;"elevation"
53,8166666667;8,15;1;14;1986-07-25;"elevation"
53,1666666667;8,75;6;13;1986-07-26;"elevation"
53,2;8,7;36;15;1986-07-26;"elevation"
53,8166666667;8,15;1;150;1986-08-05;"elevation"
53,7;7,1833333333;1;149;1986-08-05;"elevation"
53,7;7,1833333333;1;149;1986-08-05;"elevation"
53,7;7,1833333333;1;149;1986-08-05;"elevation"
53,6;6,7;1;151;1986-08-12;"elevation"
48,1166666667;7,6;193;152;1986-08-20;"elevation"
53,0166666667;8,9333333333;7;153;1986-09-01;"elevation"
54,1166666667;10,8166666667;3;154;1986-09-22;"elevation"
49,8166666667;8,4166666667;87;155;1986-09-24;"elevation"
49,85;8,5166666667;92;55;1987-05-26;"elevation"
49,85;8,5166666667;92;157;1987-06-22;"elevation"
49,85;8,5166666667;92;157;1987-06-22;"elevation"
49,85;8,5166666667;92;157;1987-06-22;"elevation"
50,35;8,5666666667;301;158;1987-07-07;"elevation"
50,2333333333;8,3166666667;311;159;1987-07-07;"elevation"
50,4166666667;9,1666666667;349;51;1987-07-14;"elevation"
50,5;9,2;680;50;1987-07-14;"elevation"
50,5;9,2;680;50;1987-07-14;"elevation"
50,5;9,2;680;50;1987-07-14;"elevation"
47,4166666667;11,65;1035;161;1987-07-18;"elevation"
47,4166666667;11,65;1035;161;1987-07-18;"elevation"
47,4166666667;11,65;1035;161;1987-07-18;"elevation"
47,4166666667;11,65;1035;161;1987-07-18;"elevation"
47,4166666667;11,65;1035;161;1987-07-18;"elevation"
47,4166666667;11,65;1035;161;1987-07-18;"elevation"
47,4166666667;11,65;1035;161;1987-07-18;"elevation"
47,3833333333;11,6;1333;160;1987-07-18;"elevation"
47,3833333333;11,6;1333;160;1987-07-18;"elevation"
47,3833333333;11,6;1333;160;1987-07-18;"elevation"
47,45;11,6166666667;1253;1;1987-07-20;"elevation"
47,45;11,6166666667;1253;1;1987-07-20;"elevation"
47,45;11,6166666667;1253;1;1987-07-20;"elevation"
47,45;11,6166666667;1253;1;1987-07-20;"elevation"
47,45;11,6166666667;1253;1;1987-07-20;"elevation"
47,45;11,6166666667;1253;1;1987-07-20;"elevation"
47,4333333333;11,75;1875;3;1987-07-20;"elevation"
47,1;11,65;1769;2;1987-07-22;"elevation"
47,1;11,65;1769;2;1987-07-22;"elevation"
47,1;11,65;1769;2;1987-07-22;"elevation"
47,1;11,65;1769;2;1987-07-22;"elevation"
47,1;11,65;1769;2;1987-07-22;"elevation"
47,1;11,65;1769;2;1987-07-22;"elevation"
47,1;11,65;1769;2;1987-07-22;"elevation"
47,1;11,65;1769;2;1987-07-22;"elevation"
47,1;11,65;1769;2;1987-07-22;"elevation"
47,15;11,7666666667;1553;4;1987-07-22;"elevation"
47,15;11,7666666667;1553;4;1987-07-22;"elevation"
46,85;10,9;1914;45;1987-07-23;"elevation"
46,85;10,9;1914;45;1987-07-23;"elevation"
46,8666666667;10,9166666667;1833;5;1987-07-23;"elevation"
46,8666666667;10,9166666667;1833;5;1987-07-23;"elevation"
46,8666666667;10,9166666667;1833;5;1987-07-23;"elevation"
46,05;7,95;1916;46;1987-07-26;"elevation"
46,05;7,95;1916;46;1987-07-26;"elevation"
46,55;8,35;1766;47;1987-07-27;"elevation"
46,55;8,35;1766;47;1987-07-27;"elevation"
46,55;8,35;1766;47;1987-07-27;"elevation"
46,55;8,35;1766;47;1987-07-27;"elevation"
46,55;8,35;1766;47;1987-07-27;"elevation"
46,55;8,35;1766;47;1987-07-27;"elevation"
46,55;8,35;1766;47;1987-07-27;"elevation"
46,55;8,35;1766;47;1987-07-27;"elevation"
46,55;8,35;1766;47;1987-07-27;"elevation"
46,35;8,1666666667;1518;48;1987-07-28;"elevation"
46,4666666667;8,2333333333;1350;49;1987-07-30;"elevation"
46,4666666667;8,2333333333;1350;49;1987-07-30;"elevation"
46,4666666667;8,2333333333;1350;49;1987-07-30;"elevation"
49,35;8,5;97;52;1987-10-02;"elevation"
49,35;8,5;97;52;1987-10-02;"elevation"
53,0166666667;18,5833333333;51;53;1987-10-17;"elevation"
53,0166666667;18,5833333333;51;53;1987-10-17;"elevation"
52,9;23,5166666667;135;54;1987-10-22;"elevation"
49,85;8,5166666667;92;78;1988-06-24;"elevation"
49,85;8,5166666667;92;78;1988-06-24;"elevation"
49,8166666667;8,4166666667;87;80;1988-07-13;"elevation"
61,3333333333;10,3;552;57;1988-07-26;"elevation"
61,5;9,7666666667;954;56;1988-07-27;"elevation"
61,5;9,7666666667;954;56;1988-07-27;"elevation"
61,5;9,7666666667;954;56;1988-07-27;"elevation"
61,4666666667;9,8666666667;900;58;1988-07-27;"elevation"
61,4666666667;9,8666666667;900;58;1988-07-27;"elevation"
61,4666666667;9,8666666667;900;58;1988-07-27;"elevation"
61,3333333333;10,3;552;59;1988-07-27;"elevation"
61,3333333333;10,3;552;59;1988-07-27;"elevation"
61,3333333333;10,3;552;59;1988-07-27;"elevation"
61,3333333333;10,3;552;59;1988-07-27;"elevation"
64,2166666667;12,0166666667;220;60;1988-07-29;"elevation"
64,2166666667;12,0166666667;220;60;1988-07-29;"elevation"
66,0333333333;13,6833333333;557;61;1988-07-30;"elevation"
66,0333333333;13,6833333333;557;61;1988-07-30;"elevation"
66,0333333333;13,6833333333;557;61;1988-07-30;"elevation"
66,0333333333;13,6833333333;557;61;1988-07-30;"elevation"
66,0333333333;13,6833333333;557;61;1988-07-30;"elevation"
66,0333333333;13,6833333333;557;61;1988-07-30;"elevation"
66,55;15,3;675;62;1988-07-31;"elevation"
68,3333333333;14,4833333333;77;63;1988-08-03;"elevation"
68,3333333333;14,4833333333;77;63;1988-08-03;"elevation"
68,3333333333;14,4833333333;77;63;1988-08-03;"elevation"
68,85;18,3333333333;82;64;1988-08-04;"elevation"
69,5333333333;18,9833333333;99;65;1988-08-05;"elevation"
69,5333333333;18,9833333333;99;65;1988-08-05;"elevation"
69,5333333333;18,9833333333;99;65;1988-08-05;"elevation"
69,75;22;8;66;1988-08-07;"elevation"
69,75;22;8;66;1988-08-07;"elevation"
69,7166666667;23,6;571;67;1988-08-09;"elevation"
69,7166666667;23,6;571;67;1988-08-09;"elevation"
69,7166666667;23,6;571;67;1988-08-09;"elevation"
69,7166666667;23,6;571;67;1988-08-09;"elevation"
69,7166666667;23,6;571;67;1988-08-09;"elevation"
69,05;20,7833333333;522;68;1988-08-11;"elevation"
69,05;20,7833333333;522;68;1988-08-11;"elevation"
69,05;20,7833333333;522;68;1988-08-11;"elevation"
69,05;20,7833333333;522;68;1988-08-11;"elevation"
69,05;20,7833333333;522;68;1988-08-11;"elevation"
69,05;20,7833333333;522;68;1988-08-11;"elevation"
69,05;20,7833333333;522;68;1988-08-11;"elevation"
69,05;20,7833333333;522;68;1988-08-11;"elevation"
68,4333333333;18,0833333333;510;69;1988-08-13;"elevation"
68,3166666667;18,85;465;70;1988-08-13;"elevation"
68,3166666667;18,85;465;70;1988-08-13;"elevation"
66,0333333333;13,6833333333;557;73;1988-08-15;"elevation"
66,0333333333;13,6833333333;557;73;1988-08-15;"elevation"
66,0333333333;13,6833333333;557;73;1988-08-15;"elevation"
66,0333333333;13,6833333333;557;73;1988-08-15;"elevation"
66,0333333333;13,6833333333;557;73;1988-08-15;"elevation"
66,55;15,3;675;71;1988-08-15;"elevation"
66,55;15,3;675;71;1988-08-15;"elevation"
61,6;8,0333333333;798;75;1988-08-19;"elevation"
62,1833333333;9,4833333333;970;74;1988-08-19;"elevation"
62,5333333333;9,6166666667;571;72;1988-08-19;"elevation"
62,5333333333;9,6166666667;571;72;1988-08-19;"elevation"
59,8333333333;6,8166666667;444;77;1988-08-22;"elevation"
60,1166666667;6,6333333333;565;76;1988-08-22;"elevation"
50,65;8,6666666667;208;79;1988-09-22;"elevation"
49,85;8,5166666667;92;82;1989-05-31;"elevation"
49,85;8,5166666667;92;82;1989-05-31;"elevation"
49,8166666667;8,4166666667;87;81;1989-05-31;"elevation"
49,8166666667;8,4166666667;87;81;1989-05-31;"elevation"
49,8166666667;8,4166666667;87;81;1989-05-31;"elevation"
49,85;8,3833333333;85;84;1989-05-31;"elevation"
49,85;8,3833333333;85;84;1989-05-31;"elevation"
49,85;8,3833333333;85;84;1989-05-31;"elevation"
50,2333333333;8,3166666667;311;83;1989-06-01;"elevation"
47,3833333333;11,6;1333;85;1989-06-29;"elevation"
47,1;11,65;1769;86;1989-06-30;"elevation"
47,15;11,7666666667;1553;87;1989-06-30;"elevation"
46,8666666667;10,9166666667;1833;88;1989-07-02;"elevation"
46,7166666667;10,85;1644;89;1989-07-04;"elevation"
47,4333333333;14,1333333333;1089;91;1989-08-10;"elevation"
47,4;14,1833333333;1050;90;1989-08-10;"elevation"
47,4;14,1833333333;1050;90;1989-08-10;"elevation"
47,6;13,7666666667;723;93;1989-08-11;"elevation"
47,6;13,7666666667;723;93;1989-08-11;"elevation"
47,5833333333;13,9333333333;1116;92;1989-08-11;"elevation"
47,5833333333;13,9333333333;1116;92;1989-08-11;"elevation"
47,5833333333;13,9333333333;1116;92;1989-08-11;"elevation"
47,2333333333;13,5166666667;1648;94;1989-08-12;"elevation"
47,2333333333;13,5166666667;1648;94;1989-08-12;"elevation"
47,2333333333;13,5166666667;1648;94;1989-08-12;"elevation"
47,2333333333;13,5166666667;1648;94;1989-08-12;"elevation"
47,2333333333;13,5166666667;1648;94;1989-08-12;"elevation"
47,2333333333;13,5166666667;1648;94;1989-08-12;"elevation"
47,1;11,65;1769;95;1989-08-13;"elevation"
47,1;11,65;1769;95;1989-08-13;"elevation"
47,1;11,65;1769;95;1989-08-13;"elevation"
47,1;11,65;1769;95;1989-08-13;"elevation"
47,15;11,7666666667;1553;96;1989-08-13;"elevation"
46,8666666667;11,0166666667;1894;98;1989-08-15;"elevation"
46,8666666667;10,9166666667;1833;97;1989-08-15;"elevation"
46,8666666667;10,9166666667;1833;97;1989-08-15;"elevation"
46,8666666667;10,9166666667;1833;97;1989-08-15;"elevation"
46,8666666667;10,9166666667;1833;97;1989-08-15;"elevation"
46,8666666667;11,0166666667;1894;99;1989-08-16;"elevation"
46,9166666667;11,1166666667;2053;100;1989-08-17;"elevation"
54,0833333333;21,9333333333;141;102;1989-08-22;"elevation"
54,0666666667;21,7833333333;143;101;1989-08-22;"elevation"
61,3333333333;10,3;552;103;1990-07-17;"elevation"
61,3333333333;10,3;552;103;1990-07-17;"elevation"
61,3333333333;10,3;552;103;1990-07-17;"elevation"
62,1166666667;10;715;107;1990-07-18;"elevation"
61,5;9,7666666667;954;104;1990-07-18;"elevation"
61,5;9,7666666667;954;104;1990-07-18;"elevation"
61,5;9,7666666667;954;104;1990-07-18;"elevation"
64,2166666667;12,0166666667;220;105;1990-07-20;"elevation"
68,65;17,85;469;106;1990-07-22;"elevation"
68,65;17,85;469;106;1990-07-22;"elevation"
68,65;17,85;469;106;1990-07-22;"elevation"
68,65;17,85;469;106;1990-07-22;"elevation"
68,65;17,85;469;106;1990-07-22;"elevation"
69,7166666667;23,6;571;108;1990-07-25;"elevation"
69,7166666667;23,6;571;108;1990-07-25;"elevation"
69,4833333333;25,5;243;109;1990-07-27;"elevation"
70,1833333333;28,2;126;110;1990-07-27;"elevation"
70,1833333333;28,2;126;110;1990-07-27;"elevation"
70,1833333333;28,2;126;110;1990-07-27;"elevation"
70,1833333333;28,2;126;110;1990-07-27;"elevation"
