"lat";"lon";"value";"number";"date";"name"
70,7833333333;29,25;7;111;1990-07-28;"elevation"
70,7833333333;29,25;7;111;1990-07-28;"elevation"
70,7833333333;29,25;7;111;1990-07-28;"elevation"
70,7833333333;29,25;40;112;1990-07-28;"elevation"
70,4666666667;27,8166666667;48;113;1990-07-29;"elevation"
70,4666666667;27,8166666667;48;113;1990-07-29;"elevation"
70,4666666667;27,8166666667;48;113;1990-07-29;"elevation"
70,4666666667;27,8166666667;48;113;1990-07-29;"elevation"
70,4666666667;27,8166666667;48;113;1990-07-29;"elevation"
70,4666666667;27,8166666667;48;113;1990-07-29;"elevation"
70,4666666667;27,8166666667;48;113;1990-07-29;"elevation"
70,4666666667;27,8166666667;48;113;1990-07-29;"elevation"
70,4666666667;27,8166666667;48;113;1990-07-29;"elevation"
69,05;20,7833333333;522;114;1990-08-01;"elevation"
69,05;20,7833333333;522;114;1990-08-01;"elevation"
69,05;20,7833333333;522;114;1990-08-01;"elevation"
68,3166666667;18,85;465;115;1990-08-03;"elevation"
68,3166666667;18,85;465;115;1990-08-03;"elevation"
68,3166666667;18,85;465;115;1990-08-03;"elevation"
66,45;15,0666666667;382;116;1990-08-05;"elevation"
66,45;15,0666666667;382;116;1990-08-05;"elevation"
66,45;15,0666666667;382;116;1990-08-05;"elevation"
66,45;15,0666666667;382;116;1990-08-05;"elevation"
66,45;15,0666666667;382;116;1990-08-05;"elevation"
66,45;15,0666666667;382;116;1990-08-05;"elevation"
66,45;15,0666666667;382;116;1990-08-05;"elevation"
66,0333333333;13,6833333333;557;117;1990-08-06;"elevation"
66,0333333333;13,6833333333;557;117;1990-08-06;"elevation"
66,0333333333;13,6833333333;557;117;1990-08-06;"elevation"
66,0333333333;13,6833333333;557;117;1990-08-06;"elevation"
66,0333333333;13,6833333333;557;117;1990-08-06;"elevation"
66,0333333333;13,6833333333;557;117;1990-08-06;"elevation"
66,0333333333;13,6833333333;557;117;1990-08-06;"elevation"
66,0333333333;13,6833333333;557;117;1990-08-06;"elevation"
62,1833333333;9,4833333333;970;16;1990-08-08;"elevation"
62,1833333333;9,4833333333;970;16;1990-08-08;"elevation"
62,1833333333;9,4833333333;970;16;1990-08-08;"elevation"
62,1833333333;9,4833333333;970;16;1990-08-08;"elevation"
62,1833333333;9,4833333333;970;16;1990-08-08;"elevation"
62,1833333333;9,4833333333;970;16;1990-08-08;"elevation"
62,1833333333;9,4833333333;970;16;1990-08-08;"elevation"
61,6;8,0333333333;798;17;1990-08-10;"elevation"
61,6;8,0333333333;798;17;1990-08-10;"elevation"
61,6;8,0333333333;798;17;1990-08-10;"elevation"
61,6;8,0333333333;798;17;1990-08-10;"elevation"
61,6;8,0333333333;798;17;1990-08-10;"elevation"
61,6;8,0333333333;798;17;1990-08-10;"elevation"
61,6;8,0333333333;798;17;1990-08-10;"elevation"
61,6;8,0333333333;798;17;1990-08-10;"elevation"
60,5166666667;8,2166666667;874;18;1990-08-15;"elevation"
60,5166666667;8,2166666667;874;18;1990-08-15;"elevation"
60,5166666667;8,2166666667;874;18;1990-08-15;"elevation"
50,2333333333;8,4166666667;590;20;1991-07-31;"elevation"
50,5;9,2;680;19;1991-08-06;"elevation"
47,2333333333;13,5166666667;1648;21;1991-08-27;"elevation"
47,2333333333;13,5166666667;1648;21;1991-08-27;"elevation"
47,2333333333;13,5166666667;1648;21;1991-08-27;"elevation"
47,2333333333;13,5166666667;1648;21;1991-08-27;"elevation"
47,2333333333;13,5166666667;1648;21;1991-08-27;"elevation"
47,2333333333;13,5166666667;1648;21;1991-08-27;"elevation"
47,2333333333;13,5166666667;1648;21;1991-08-27;"elevation"
47,2333333333;13,5166666667;1648;21;1991-08-27;"elevation"
47,2333333333;13,5166666667;1648;21;1991-08-27;"elevation"
47,1;11,65;1769;22;1991-08-29;"elevation"
47,1;11,65;1769;22;1991-08-29;"elevation"
47,1;11,65;1769;22;1991-08-29;"elevation"
47,1;11,65;1769;22;1991-08-29;"elevation"
47,4166666667;11,65;1035;23;1991-08-30;"elevation"
47,4166666667;11,65;1035;23;1991-08-30;"elevation"
47,45;11,6166666667;1253;25;1991-08-30;"elevation"
47,3833333333;11,6;1333;24;1991-08-30;"elevation"
47,75;15,3833333333;847;26;1991-08-31;"elevation"
46,85;10,9;1914;29;1991-09-01;"elevation"
46,85;10,9;1914;29;1991-09-01;"elevation"
46,8666666667;10,9166666667;1833;27;1991-09-01;"elevation"
46,8666666667;10,9166666667;1833;27;1991-09-01;"elevation"
46,8666666667;10,9166666667;1833;27;1991-09-01;"elevation"
46,8666666667;10,9166666667;1833;27;1991-09-01;"elevation"
46,8666666667;10,9166666667;1833;27;1991-09-01;"elevation"
46,8666666667;10,9166666667;1833;27;1991-09-01;"elevation"
46,8666666667;11,0166666667;1894;28;1991-09-02;"elevation"
46,8666666667;11,0166666667;1894;28;1991-09-02;"elevation"
46,5666666667;8,3166666667;1517;30;1991-09-04;"elevation"
46,5666666667;8,3166666667;1517;30;1991-09-04;"elevation"
46,5666666667;8,3166666667;1517;30;1991-09-04;"elevation"
46,5666666667;8,3166666667;1517;30;1991-09-04;"elevation"
46,5666666667;8,3166666667;1517;30;1991-09-04;"elevation"
46,5666666667;8,3166666667;1517;30;1991-09-04;"elevation"
46,5666666667;8,3166666667;1517;30;1991-09-04;"elevation"
46,5666666667;8,3166666667;1517;30;1991-09-04;"elevation"
46,5666666667;8,3166666667;1517;30;1991-09-04;"elevation"
46,4666666667;8,4;2235;33;1991-09-05;"elevation"
46,4666666667;8,4;2235;33;1991-09-05;"elevation"
46,05;7,95;1916;31;1991-09-05;"elevation"
46,05;7,95;1916;31;1991-09-05;"elevation"
46,4666666667;8,4;2235;32;1991-09-06;"elevation"
46,4666666667;8,4;2235;32;1991-09-06;"elevation"
46,4666666667;8,4;2235;32;1991-09-06;"elevation"
52,8333333333;13,8;20;34;1991-09-22;"elevation"
52,4;12,45;28;35;1991-09-23;"elevation"
50,2166666667;9;142;37;1991-10-23;"elevation"
50,2333333333;8,4166666667;590;36;1991-10-23;"elevation"
47,2333333333;13,5166666667;1648;38;1992-07-19;"elevation"
47,2333333333;13,5166666667;1648;38;1992-07-19;"elevation"
47,2333333333;13,5166666667;1648;39;1992-08-25;"elevation"
47,2333333333;13,5166666667;1648;39;1992-08-25;"elevation"
47,2333333333;13,5166666667;1648;39;1992-08-25;"elevation"
47,2333333333;13,5166666667;1648;39;1992-08-25;"elevation"
47,2333333333;13,5166666667;1648;39;1992-08-25;"elevation"
47,2333333333;13,5166666667;1648;39;1992-08-25;"elevation"
47,2333333333;13,5166666667;1648;39;1992-08-25;"elevation"
47,2333333333;13,5166666667;1648;39;1992-08-25;"elevation"
47,2333333333;13,5166666667;1648;39;1992-08-25;"elevation"
47,2333333333;13,5166666667;1648;39;1992-08-25;"elevation"
47,2333333333;13,5166666667;1648;39;1992-08-25;"elevation"
47,2333333333;13,5166666667;1648;39;1992-08-25;"elevation"
47,3;13,5;1004;40;1992-08-25;"elevation"
47,4166666667;11,65;1035;41;1992-08-26;"elevation"
46,8666666667;10,9166666667;1833;42;1992-08-27;"elevation"
46,85;10,9;2056;43;1992-08-27;"elevation"
46,8666666667;11,0166666667;1894;44;1992-08-28;"elevation"
46,8666666667;11,0166666667;1894;44;1992-08-28;"elevation"
46,8666666667;11,0166666667;1894;44;1992-08-28;"elevation"
46,85;11,0166666667;1950;118;1992-08-28;"elevation"
46,85;11,0166666667;1950;118;1992-08-28;"elevation"
46,85;11,0166666667;1950;118;1992-08-28;"elevation"
46,8666666667;10,9166666667;1833;119;1992-08-29;"elevation"
46,95;10,8666666667;1787;120;1992-08-30;"elevation"
46,95;10,8666666667;1787;120;1992-08-30;"elevation"
46,95;10,8666666667;1787;120;1992-08-30;"elevation"
46,05;7,95;1916;121;1992-09-01;"elevation"
46,05;7,95;1916;121;1992-09-01;"elevation"
46,05;7,95;1916;121;1992-09-01;"elevation"
46,05;7,95;1916;121;1992-09-01;"elevation"
46,05;7,95;1916;121;1992-09-01;"elevation"
46,05;7,95;1916;121;1992-09-01;"elevation"
46,5666666667;8,3166666667;1517;122;1992-09-02;"elevation"
46,5666666667;8,3166666667;1517;122;1992-09-02;"elevation"
46,5666666667;8,3166666667;1517;122;1992-09-02;"elevation"
46,5666666667;8,3166666667;1517;122;1992-09-02;"elevation"
46,4666666667;8,4;2235;123;1992-09-03;"elevation"
46,4666666667;8,4;2235;123;1992-09-03;"elevation"
46,4666666667;8,4;2235;123;1992-09-03;"elevation"
46,4666666667;8,4;2235;123;1992-09-03;"elevation"
46,0166666667;7,4666666667;1976;124;1992-09-04;"elevation"
46,0166666667;7,4666666667;1976;124;1992-09-04;"elevation"
46,0166666667;7,4666666667;1976;124;1992-09-04;"elevation"
46,0166666667;7,4666666667;1976;124;1992-09-04;"elevation"
46,0166666667;7,4666666667;1976;124;1992-09-04;"elevation"
46,0166666667;7,4666666667;1976;124;1992-09-04;"elevation"
68,65;17,85;469;125;1993-08-01;"elevation"
68,65;17,85;469;125;1993-08-01;"elevation"
68,65;17,85;469;125;1993-08-01;"elevation"
68,65;17,85;469;125;1993-08-01;"elevation"
68,65;17,85;469;125;1993-08-01;"elevation"
68,65;17,85;469;125;1993-08-01;"elevation"
68,65;17,85;469;125;1993-08-01;"elevation"
68,65;17,85;469;125;1993-08-01;"elevation"
70,4666666667;27,8166666667;48;128;1993-08-05;"elevation"
69,45;30,05;16;127;1993-08-05;"elevation"
69,45;30,05;16;127;1993-08-05;"elevation"
69,7;29,3833333333;72;126;1993-08-06;"elevation"
69,7;29,3833333333;72;126;1993-08-06;"elevation"
69,7;29,3833333333;72;126;1993-08-06;"elevation"
69,7;29,3833333333;72;126;1993-08-06;"elevation"
69,7;29,3833333333;72;126;1993-08-06;"elevation"
70,1833333333;28,2;126;129;1993-08-07;"elevation"
70,1833333333;28,2;126;129;1993-08-07;"elevation"
70,1833333333;28,2;126;129;1993-08-07;"elevation"
70,1833333333;28,2;126;129;1993-08-07;"elevation"
70,1833333333;28,2;126;129;1993-08-07;"elevation"
70,1833333333;28,2;126;129;1993-08-07;"elevation"
70,4833333333;23,9333333333;114;130;1993-08-08;"elevation"
70,4833333333;23,9333333333;114;130;1993-08-08;"elevation"
69,7166666667;23,6;571;131;1993-08-09;"elevation"
69,7166666667;23,6;571;131;1993-08-09;"elevation"
69,7166666667;23,6;571;131;1993-08-09;"elevation"
69,7166666667;23,6;571;131;1993-08-09;"elevation"
69,7166666667;23,6;571;131;1993-08-09;"elevation"
68,3166666667;18,85;465;132;1993-08-11;"elevation"
68,3166666667;18,85;465;132;1993-08-11;"elevation"
68,3166666667;18,85;465;132;1993-08-11;"elevation"
68,3166666667;18,85;465;132;1993-08-11;"elevation"
68,3166666667;18,85;465;132;1993-08-11;"elevation"
68,3166666667;18,85;465;132;1993-08-11;"elevation"
68,3166666667;18,85;465;132;1993-08-11;"elevation"
68,3166666667;18,85;465;132;1993-08-11;"elevation"
68,3166666667;18,85;465;132;1993-08-11;"elevation"
68,3166666667;18,85;465;132;1993-08-11;"elevation"
68,3166666667;18,85;465;132;1993-08-11;"elevation"
68,3166666667;18,85;465;132;1993-08-11;"elevation"
68,3333333333;14,4833333333;77;133;1993-08-12;"elevation"
68,3333333333;14,4833333333;77;134;1993-08-13;"elevation"
68,3333333333;14,4833333333;77;134;1993-08-13;"elevation"
68,3333333333;14,4833333333;77;134;1993-08-13;"elevation"
68,3333333333;14,4833333333;77;134;1993-08-13;"elevation"
66,55;15,3;675;136;1993-08-14;"elevation"
66,55;15,3;675;136;1993-08-14;"elevation"
66,55;15,3;675;136;1993-08-14;"elevation"
66,55;15,3;675;136;1993-08-14;"elevation"
66,55;15,3;675;136;1993-08-14;"elevation"
66,55;15,3;675;136;1993-08-14;"elevation"
66,6;15,3666666667;681;135;1993-08-15;"elevation"
66,6;15,3666666667;681;135;1993-08-15;"elevation"
66,6;15,3666666667;681;135;1993-08-15;"elevation"
66,6;15,3666666667;681;135;1993-08-15;"elevation"
66,6;15,3666666667;681;135;1993-08-15;"elevation"
66,65;15,4;672;138;1993-08-15;"elevation"
66,65;15,4;672;138;1993-08-15;"elevation"
66,65;15,4;672;138;1993-08-15;"elevation"
66,5;15,2833333333;647;140;1993-08-15;"elevation"
66,45;15,0666666667;382;137;1993-08-15;"elevation"
66,45;15,0666666667;382;137;1993-08-15;"elevation"
66,45;15,0666666667;382;137;1993-08-15;"elevation"
66,45;15,0666666667;382;137;1993-08-15;"elevation"
66,45;15,0666666667;382;137;1993-08-15;"elevation"
64,9166666667;13,1666666667;244;141;1993-08-16;"elevation"
64,9166666667;13,1666666667;244;141;1993-08-16;"elevation"
64,9166666667;13,1666666667;244;141;1993-08-16;"elevation"
64,9166666667;13,1666666667;244;141;1993-08-16;"elevation"
64,9166666667;13,1666666667;244;141;1993-08-16;"elevation"
66,0333333333;13,6833333333;557;139;1993-08-16;"elevation"
66,0333333333;13,6833333333;557;139;1993-08-16;"elevation"
66,0333333333;13,6833333333;557;139;1993-08-16;"elevation"
66,0333333333;13,6833333333;557;139;1993-08-16;"elevation"
66,0333333333;13,6833333333;557;139;1993-08-16;"elevation"
66,0333333333;13,6833333333;557;139;1993-08-16;"elevation"
66,0333333333;13,6833333333;557;139;1993-08-16;"elevation"
61,6;8,0333333333;798;142;1993-08-19;"elevation"
61,6;8,0333333333;798;142;1993-08-19;"elevation"
61,6;8,0333333333;798;142;1993-08-19;"elevation"
61,6;8,0333333333;798;142;1993-08-19;"elevation"
61,6;8,0333333333;798;142;1993-08-19;"elevation"
61,6;8,0333333333;798;142;1993-08-19;"elevation"
61,6;8,0333333333;798;142;1993-08-19;"elevation"
61,6;8,0333333333;798;142;1993-08-19;"elevation"
61,6;8,0333333333;798;142;1993-08-19;"elevation"
61,6;8,0333333333;798;142;1993-08-19;"elevation"
61,6;8,0333333333;798;142;1993-08-19;"elevation"
61,6;8,0333333333;798;142;1993-08-19;"elevation"
61,3833333333;7,3833333333;28;143;1993-08-20;"elevation"
61,3833333333;7,3833333333;28;143;1993-08-20;"elevation"
61,0666666667;6,5833333333;31;144;1993-08-22;"elevation"
61,0666666667;6,5833333333;31;144;1993-08-22;"elevation"
61,0666666667;6,5833333333;31;144;1993-08-22;"elevation"
61,0666666667;6,5833333333;31;144;1993-08-22;"elevation"
61,0666666667;6,5833333333;31;144;1993-08-22;"elevation"
61,0666666667;6,5833333333;31;144;1993-08-22;"elevation"
61,0666666667;6,5833333333;31;144;1993-08-22;"elevation"
60;6,55;156;145;1993-08-24;"elevation"
60;6,55;156;145;1993-08-24;"elevation"
60;6,55;156;145;1993-08-24;"elevation"
60;6,55;156;145;1993-08-24;"elevation"
60;6,55;156;145;1993-08-24;"elevation"
60;6,55;156;145;1993-08-24;"elevation"
60;6,55;156;145;1993-08-24;"elevation"
50,2666666667;8,9333333333;99;146;1994-07-10;"elevation"
49,8166666667;8,4166666667;87;147;1994-07-12;"elevation"
49,8166666667;8,4166666667;87;147;1994-07-12;"elevation"
47,05;13,35;1770;148;1994-08-07;"elevation"
47,05;13,35;1770;148;1994-08-07;"elevation"
47,05;13,35;1770;148;1994-08-07;"elevation"
47,05;13,35;1770;148;1994-08-07;"elevation"
46,9666666667;13,4666666667;835;162;1994-08-07;"elevation"
47,2333333333;13,5166666667;1648;163;1994-08-08;"elevation"
47,2333333333;13,5166666667;1648;163;1994-08-08;"elevation"
47,2333333333;13,5166666667;1648;163;1994-08-08;"elevation"
47,2333333333;13,5166666667;1648;164;1994-08-09;"elevation"
47,2333333333;13,5166666667;1648;164;1994-08-09;"elevation"
47,2333333333;13,5166666667;1648;164;1994-08-09;"elevation"
47,2333333333;13,5166666667;1648;164;1994-08-09;"elevation"
47,2333333333;13,5166666667;1648;164;1994-08-09;"elevation"
47,2333333333;13,5166666667;1648;164;1994-08-09;"elevation"
47,2333333333;13,5166666667;1648;164;1994-08-09;"elevation"
47,2333333333;13,5166666667;1648;164;1994-08-09;"elevation"
47,1666666667;13,8333333333;1525;166;1994-08-09;"elevation"
47,25;13,5333333333;1689;165;1994-08-10;"elevation"
47,25;13,5333333333;1689;165;1994-08-10;"elevation"
47,25;13,5333333333;1689;165;1994-08-10;"elevation"
47,25;13,5333333333;1689;165;1994-08-10;"elevation"
47,25;13,5333333333;1689;165;1994-08-10;"elevation"
47,0833333333;13,4833333333;1119;168;1994-08-11;"elevation"
47,0833333333;13,4833333333;1119;168;1994-08-11;"elevation"
47,0833333333;13,4833333333;1119;168;1994-08-11;"elevation"
47,1;13,4666666667;1242;170;1994-08-11;"elevation"
47,1;13,5833333333;1089;167;1994-08-11;"elevation"
47,1;13,5833333333;1089;167;1994-08-11;"elevation"
47,1;13,5833333333;1089;167;1994-08-11;"elevation"
47,1;13,5833333333;1089;167;1994-08-11;"elevation"
47,1833333333;13,5833333333;1266;169;1994-08-12;"elevation"
47,1833333333;13,5833333333;1266;169;1994-08-12;"elevation"
47,1833333333;13,5833333333;1266;169;1994-08-12;"elevation"
47,1833333333;13,5833333333;1266;169;1994-08-12;"elevation"
46,5666666667;8,3166666667;1992;173;1994-09-11;"elevation"
46,5666666667;8,3166666667;1992;173;1994-09-11;"elevation"
46,5666666667;8,3166666667;1992;173;1994-09-11;"elevation"
46,5666666667;8,3166666667;1992;173;1994-09-11;"elevation"
46,5666666667;8,3166666667;1992;173;1994-09-11;"elevation"
46,5666666667;8,3166666667;1992;173;1994-09-11;"elevation"
46,55;8,35;1766;171;1994-09-11;"elevation"
46,55;8,35;1766;171;1994-09-11;"elevation"
46,55;8,35;1766;171;1994-09-11;"elevation"
46,5333333333;8,3333333333;1414;172;1994-09-11;"elevation"
46,5333333333;8,3333333333;1414;172;1994-09-11;"elevation"
46,05;7,7666666667;1441;175;1994-09-12;"elevation"
46,05;7,7666666667;1441;175;1994-09-12;"elevation"
46,05;7,7666666667;1441;175;1994-09-12;"elevation"
46,05;7,95;1916;174;1994-09-12;"elevation"
46,05;7,95;1916;174;1994-09-12;"elevation"
46,05;7,95;1916;174;1994-09-12;"elevation"
46,05;7,95;1916;174;1994-09-12;"elevation"
46,05;7,95;1916;174;1994-09-12;"elevation"
46,05;7,95;1916;174;1994-09-12;"elevation"
46,05;7,95;1916;174;1994-09-12;"elevation"
46,4666666667;8,3666666667;2311;177;1994-09-13;"elevation"
46,4666666667;8,3666666667;2311;177;1994-09-13;"elevation"
46,4666666667;8,3666666667;2311;177;1994-09-13;"elevation"
46,4666666667;8,3666666667;2311;177;1994-09-13;"elevation"
46,4666666667;8,4166666667;1956;178;1994-09-13;"elevation"
46,4666666667;8,4166666667;1956;178;1994-09-13;"elevation"
46,4666666667;8,4166666667;1956;178;1994-09-13;"elevation"
46,4666666667;8,4166666667;1956;178;1994-09-13;"elevation"
46,4666666667;8,4166666667;1956;178;1994-09-13;"elevation"
46,4666666667;8,4166666667;1956;178;1994-09-13;"elevation"
46,5;8,3166666667;1362;176;1994-09-13;"elevation"
46,5;8,3166666667;1362;176;1994-09-13;"elevation"
46,5;8,3166666667;1362;176;1994-09-13;"elevation"
46,5;8,3166666667;1362;176;1994-09-13;"elevation"
46,2;8,2166666667;652;180;1994-09-15;"elevation"
46,4833333333;8,4666666667;1634;179;1994-09-15;"elevation"
46,4833333333;8,4666666667;1634;179;1994-09-15;"elevation"
46,4833333333;8,4666666667;1634;179;1994-09-15;"elevation"
46,5333333333;8,3333333333;1414;181;1994-09-16;"elevation"
46,5333333333;8,3333333333;1414;181;1994-09-16;"elevation"
46,5333333333;8,3333333333;1414;181;1994-09-16;"elevation"
50,2333333333;8,4166666667;590;182;1994-10-06;"elevation"
49,8166666667;8,4166666667;87;183;1994-10-19;"elevation"
49,85;8,3833333333;85;184;1994-10-19;"elevation"
49,85;8,3833333333;85;184;1994-10-19;"elevation"
49,85;8,5166666667;92;186;1995-04-06;"elevation"
49,85;8,3833333333;85;185;1995-04-06;"elevation"
49,85;8,5166666667;92;191;1995-06-27;"elevation"
49,8166666667;8,4166666667;87;189;1995-06-27;"elevation"
49,8166666667;8,4166666667;87;189;1995-06-27;"elevation"
49,9833333333;8,5833333333;102;190;1995-06-27;"elevation"
49,9833333333;8,5833333333;102;190;1995-06-27;"elevation"
49,9833333333;8,5833333333;102;190;1995-06-27;"elevation"
49,9833333333;8,5833333333;102;190;1995-06-27;"elevation"
50,2666666667;8,9333333333;99;188;1995-07-02;"elevation"
50,2333333333;8,9666666667;155;192;1995-07-02;"elevation"
50,2333333333;8,9666666667;155;192;1995-07-02;"elevation"
50,2333333333;8,9666666667;155;192;1995-07-02;"elevation"
50,1;8,9;116;187;1995-07-03;"elevation"
50,1;8,9;116;211;1995-07-04;"elevation"
50,3333333333;9,0333333333;148;193;1995-07-04;"elevation"
50,3333333333;9,0333333333;148;193;1995-07-04;"elevation"
50,3333333333;9,0333333333;148;193;1995-07-04;"elevation"
50,3333333333;9,0333333333;135;195;1995-07-04;"elevation"
50,3333333333;9,0333333333;135;195;1995-07-04;"elevation"
50,5;9,2;680;194;1995-07-04;"elevation"
50,5;9,2;680;194;1995-07-04;"elevation"
50,5;9,2;680;194;1995-07-04;"elevation"
50,5;9,2;680;194;1995-07-04;"elevation"
50,1833333333;8,8333333333;112;217;1995-07-12;"elevation"
50,2666666667;8,45;437;196;1995-07-12;"elevation"
50,2666666667;8,45;437;196;1995-07-12;"elevation"
50,2666666667;8,45;437;196;1995-07-12;"elevation"
50,2833333333;8,45;394;214;1995-07-12;"elevation"
50,35;8,5666666667;301;216;1995-07-12;"elevation"
50,35;8,5666666667;301;216;1995-07-12;"elevation"
45,7833333333;10,9;1100;221;1995-07-23;"elevation"
45,7833333333;10,9;1100;221;1995-07-23;"elevation"
45,8166666667;10,4;1630;199;1995-07-24;"elevation"
45,8166666667;10,4;1630;199;1995-07-24;"elevation"
45,8166666667;10,4;1630;199;1995-07-24;"elevation"
45,8333333333;10,6666666667;1564;224;1995-07-25;"elevation"
45,8333333333;10,6666666667;1564;224;1995-07-25;"elevation"
45,85;10,6666666667;1351;201;1995-07-25;"elevation"
46,4;10,4833333333;1831;198;1995-07-26;"elevation"
46,4;10,4833333333;1831;198;1995-07-26;"elevation"
46,4;10,4833333333;1831;198;1995-07-26;"elevation"
46,25;10,55;1762;200;1995-07-26;"elevation"
46,25;10,55;1762;200;1995-07-26;"elevation"
46,3;10,75;931;225;1995-07-26;"elevation"
45,8333333333;10,6666666667;1564;223;1995-07-27;"elevation"
45,85;10,6666666667;1351;197;1995-07-27;"elevation"
45,85;10,6666666667;1351;197;1995-07-27;"elevation"
45,85;10,6666666667;1351;197;1995-07-27;"elevation"
45,85;10,6666666667;1351;197;1995-07-27;"elevation"
46,8666666667;11,0166666667;1894;203;1995-07-29;"elevation"
46,8666666667;11,0166666667;1894;203;1995-07-29;"elevation"
46,8666666667;10,9166666667;1833;202;1995-07-29;"elevation"
46,8666666667;10,9166666667;1833;202;1995-07-29;"elevation"
46,8666666667;10,9166666667;1833;202;1995-07-29;"elevation"
46,8666666667;10,9166666667;1833;202;1995-07-29;"elevation"
46,8666666667;10,9166666667;1833;202;1995-07-29;"elevation"
46,5666666667;8,3166666667;1992;204;1995-09-10;"elevation"
46,5666666667;8,3166666667;1992;204;1995-09-10;"elevation"
46,5666666667;8,3166666667;1992;204;1995-09-10;"elevation"
46,5666666667;8,3166666667;1992;204;1995-09-10;"elevation"
46,5666666667;8,3166666667;1992;204;1995-09-10;"elevation"
46,5666666667;8,3166666667;1992;204;1995-09-10;"elevation"
46,5666666667;8,3166666667;1992;204;1995-09-10;"elevation"
46,4833333333;8,3333333333;1666;205;1995-09-10;"elevation"
46,4833333333;8,3333333333;1666;205;1995-09-10;"elevation"
46,4666666667;8,4;2235;206;1995-09-10;"elevation"
46,4666666667;8,4;2235;206;1995-09-10;"elevation"
46,4666666667;8,4;2235;206;1995-09-10;"elevation"
46,4666666667;8,4;2235;206;1995-09-10;"elevation"
46,4666666667;8,4;2235;206;1995-09-10;"elevation"
46,4666666667;8,4;2235;206;1995-09-10;"elevation"
46,4666666667;8,4;2235;206;1995-09-10;"elevation"
46,4666666667;8,4166666667;1956;215;1995-09-11;"elevation"
46,4833333333;8,4666666667;1634;207;1995-09-11;"elevation"
46,4833333333;8,4666666667;1634;207;1995-09-11;"elevation"
46,5;8,3166666667;1362;208;1995-09-11;"elevation"
46,5;8,3166666667;1362;213;1995-09-12;"elevation"
46,5;8,3166666667;1362;213;1995-09-12;"elevation"
46,5;8,3166666667;1362;218;1995-09-13;"elevation"
46,4666666667;8,2333333333;1350;209;1995-09-13;"elevation"
47,2333333333;13,5166666667;1648;210;1995-09-14;"elevation"
47,2333333333;13,5166666667;1648;210;1995-09-14;"elevation"
47,2333333333;13,5166666667;1648;210;1995-09-14;"elevation"
47,2333333333;13,5166666667;1648;210;1995-09-14;"elevation"
47,2333333333;13,5166666667;1648;210;1995-09-14;"elevation"
47,2333333333;13,5166666667;1648;210;1995-09-14;"elevation"
47,2333333333;13,5166666667;1648;210;1995-09-14;"elevation"
49,85;8,5166666667;92;212;1995-10-01;"elevation"
49,85;8,3833333333;85;220;1995-10-11;"elevation"
49,9833333333;8,5833333333;102;222;1995-10-11;"elevation"
50,35;8,5666666667;301;219;1995-10-12;"elevation"
54,2166666667;10,2333333333;19;234;1996-05-18;"elevation"
49,85;8,5166666667;92;238;1996-07-17;"elevation"
49,85;8,5166666667;92;238;1996-07-17;"elevation"
49,85;8,5166666667;92;238;1996-07-17;"elevation"
49,8166666667;8,4166666667;85;236;1996-07-17;"elevation"
49,8166666667;8,4166666667;85;236;1996-07-17;"elevation"
49,8166666667;8,4166666667;85;236;1996-07-17;"elevation"
49,8166666667;8,4166666667;85;236;1996-07-17;"elevation"
49,9833333333;8,5833333333;102;237;1996-07-17;"elevation"
49,9833333333;8,5833333333;102;237;1996-07-17;"elevation"
50,1833333333;8,8333333333;112;239;1996-07-18;"elevation"
50,1833333333;8,8333333333;112;239;1996-07-18;"elevation"
50,2333333333;8,8666666667;126;240;1996-07-18;"elevation"
50,3333333333;9,0333333333;148;235;1996-07-18;"elevation"
50,3333333333;9,0333333333;148;235;1996-07-18;"elevation"
50,3333333333;9,0333333333;141;241;1996-07-18;"elevation"
54,2166666667;10,2333333333;19;226;1996-07-26;"elevation"
50,2333333333;8,9666666667;155;242;1996-08-02;"elevation"
50,2333333333;8,9666666667;155;242;1996-08-02;"elevation"
54,3333333333;10,1833333333;34;228;1996-08-16;"elevation"
54,3333333333;10,1833333333;34;228;1996-08-16;"elevation"
54,2166666667;10,2333333333;19;229;1996-08-16;"elevation"
54,2166666667;10,2333333333;19;229;1996-08-16;"elevation"
54,2666666667;8,6666666667;1;227;1996-08-17;"elevation"
54,2666666667;8,6666666667;1;227;1996-08-17;"elevation"
54,2666666667;8,6666666667;1;227;1996-08-17;"elevation"
47,2333333333;13,5166666667;1648;231;1996-08-26;"elevation"
47,2333333333;13,5166666667;1648;231;1996-08-26;"elevation"
47,2333333333;13,5166666667;1648;231;1996-08-26;"elevation"
47,2333333333;13,5166666667;1648;231;1996-08-26;"elevation"
47,2333333333;13,5166666667;1648;231;1996-08-26;"elevation"
47,2333333333;13,5166666667;1648;231;1996-08-26;"elevation"
47,2333333333;13,5166666667;1648;231;1996-08-26;"elevation"
47,2333333333;13,5166666667;1648;243;1996-08-27;"elevation"
47,2333333333;13,5166666667;1648;243;1996-08-27;"elevation"
47,2333333333;13,5166666667;1648;243;1996-08-27;"elevation"
47,2333333333;13,5166666667;1648;243;1996-08-27;"elevation"
47,2333333333;13,5166666667;1648;243;1996-08-27;"elevation"
47,2333333333;13,5166666667;1648;243;1996-08-27;"elevation"
47,2333333333;13,5166666667;1648;243;1996-08-27;"elevation"
47,2333333333;13,5166666667;1648;243;1996-08-27;"elevation"
