REARING_NUMBER;taxon;name;value
199428V-G1Epurpu;Anaprostocetus acuminatus;Koino/Idio;Koinobiont
199436D-VEatraa;Anaprostocetus acuminatus;Koino/Idio;Koinobiont
1998SZ16Hischn;Anaprostocetus acuminatus;Koino/Idio;Koinobiont
1996SZ55Eelaea;Anaprostocetus acuminatus;Koino/Idio;Koinobiont
199113O-T1Eelaea;Anaprostocetus acuminatus;Koino/Idio;Koinobiont
199126A-27UEmucro;Anaprostocetus acuminatus;Koino/Idio;Koinobiont
200014A-NEnigri;Anaprostocetus acuminatus;Koino/Idio;Koinobiont
1995SZE1Epurpu;Anaprostocetus acuminatus;Koino/Idio;Koinobiont
200028R1-29EOvimin;Aprostocetus alveatus;Koino/Idio;Koinobiont
198509A-V1Ovaria;Aprostocetus alveatus;Koino/Idio;Koinobiont
198234A-35V1Ovesic;Aprostocetus alveatus;Koino/Idio;Koinobiont
200026O-ZOvimin;Aprostocetus alveatus;Koino/Idio;Koinobiont
198251N-K1Ovimin;Aprostocetus alveatus;Koino/Idio;Koinobiont
2004SZ24Opustu;Adelognathus cubiceps;Koino/Idio;Idiobiont
1998SZ27Hplicd;Adelognathus cubiceps;Koino/Idio;Idiobiont
199731A1-I1Olappo;Adelognathus cubiceps;Koino/Idio;Idiobiont
199010A-12NOarcti;Adelognathus cubiceps;Koino/Idio;Idiobiont
199035L1-V1Olappo;Adelognathus cubiceps;Koino/Idio;Idiobiont
199044A-P1Olappo;Adelognathus cubiceps;Koino/Idio;Idiobiont
199039A-V1Olappo;Adelognathus cubiceps;Koino/Idio;Idiobiont
199036A-37O1Osamol;Adelognathus cubiceps;Koino/Idio;Idiobiont
198555A-56ROlappo;Adelognathus cubiceps;Koino/Idio;Idiobiont
198809A-V1Olappo;Adelognathus cubiceps;Koino/Idio;Idiobiont
199041A-O1Onival;Adelognathus cubiceps;Koino/Idio;Idiobiont
1998SZ03aHeryth;Adelognathus cubiceps;Koino/Idio;Idiobiont
198859A1-60Oherba;Adelognathus cubiceps;Koino/Idio;Idiobiont
199731K1-32FOlappo;Adelognathus cubiceps;Koino/Idio;Idiobiont
198556T-P1Oherba;Adelognathus cubiceps;Koino/Idio;Idiobiont
199048S-49D1Oarcti;Adelognathus cubiceps;Koino/Idio;Idiobiont
199336H-KOnival;Adelognathus cubiceps;Koino/Idio;Idiobiont
199040A-JOsamol;Adelognathus cubiceps;Koino/Idio;Idiobiont
198841A1-44LOsamol;Adelognathus cubiceps;Koino/Idio;Idiobiont
199729G-UOlappo;Adelognathus cubiceps;Koino/Idio;Idiobiont
199053A-MOlappo;Adelognathus cubiceps;Koino/Idio;Idiobiont
199029A1-30TOsamol;Adelognathus cubiceps;Koino/Idio;Idiobiont
2004SZ69Osamol;Adelognathus cubiceps;Koino/Idio;Idiobiont
1998SZ03bHeryth;Adelognathus cubiceps;Koino/Idio;Idiobiont
199008T-9V1Oarcti;Adelognathus cubiceps;Koino/Idio;Idiobiont
198844M-TOlappo;Adelognathus cubiceps;Koino/Idio;Idiobiont
198523A-V1Olappo;Adelognathus cubiceps;Koino/Idio;Idiobiont
199733J-V1Osamol;Adelognathus cubiceps;Koino/Idio;Idiobiont
198811A-12G1Opustu;Adelognathus cubiceps;Koino/Idio;Idiobiont
2004SZ70Olappo;Adelognathus cubiceps;Koino/Idio;Idiobiont
199001A-V1Olappo;Adelognathus cubiceps;Koino/Idio;Idiobiont
198817A-18V1Olappo;Adelognathus cubiceps;Koino/Idio;Idiobiont
199028A1-29TOarcti;Adelognathus cubiceps;Koino/Idio;Idiobiont
1996SZ21Hplicd;Adelognathus sp.;Koino/Idio;Idiobiont
1995SZCHpolit;Adelognathus sp.;Koino/Idio;Idiobiont
1996SZ43Hspira;Adelognathus sp.;Koino/Idio;Idiobiont
2002SZ14Hplicd;Adelognathus sp.;Koino/Idio;Idiobiont
1995SZNHplicg;Adelognathus sp.;Koino/Idio;Idiobiont
1995SZRHspira;Adelognathus sp.;Koino/Idio;Idiobiont
2002SZ16Hspira;Adelognathus sp.;Koino/Idio;Idiobiont
2006SZ53Hleuca;Adelognathus sp.;Koino/Idio;Idiobiont
2002SZ13Hspira;Adelognathus sp.;Koino/Idio;Idiobiont
199506S-UHpolit;Adelognathus sp.;Koino/Idio;Idiobiont
1995SZHHsglab;Adelognathus sp.;Koino/Idio;Idiobiont
2008SZ30Halien;Adelognathus sp.;Koino/Idio;Idiobiont
2008SZ26Halien;Adelognathus sp.;Koino/Idio;Idiobiont
1996SZ17Heryth;Adelognathus sp.;Koino/Idio;Idiobiont
1997SZ75Heryth;Adelognathus sp.;Koino/Idio;Idiobiont
2003SZ22Hplicd;Adelognathus sp.;Koino/Idio;Idiobiont
2003SZ15Hpolit;Adelognathus sp.;Koino/Idio;Idiobiont
1995SZGHsglab;Adelognathus sp.;Koino/Idio;Idiobiont
1995SZLHpolit;Adelognathus sp.;Koino/Idio;Idiobiont
2006SZ23Hpurpu;Adelognathus sp.;Koino/Idio;Idiobiont
2003SZ09Hpolit;Adelognathus sp.;Koino/Idio;Idiobiont
2006SZ36Hpruss;Adelognathus sp.;Koino/Idio;Idiobiont
2006SZ34Hleuca;Adelognathus sp.;Koino/Idio;Idiobiont
1996SZ16Halien;Adelognathus sp.;Koino/Idio;Idiobiont
199508N-QHangli;Adelognathus sp.;Koino/Idio;Idiobiont
199506J-RHleuca;Adelognathus sp.;Koino/Idio;Idiobiont
1995SZJHsglab;Adelognathus sp.;Koino/Idio;Idiobiont
1995SZQHsglab;Adelognathus sp.;Koino/Idio;Idiobiont
1995SZYHplicd;Adelognathus sp.;Koino/Idio;Idiobiont
2006SZ52Hleuca;Adelognathus sp.;Koino/Idio;Idiobiont
2006SZ21Hleuca;Adelognathus sp.;Koino/Idio;Idiobiont
1996SZ04Hpruss;Adelognathus sp.;Koino/Idio;Idiobiont
2002SZ12Hspira;Adelognathus sp.;Koino/Idio;Idiobiont
1995SZKHsglab;Adelognathus sp.;Koino/Idio;Idiobiont
1995SZIHsglab;Adelognathus sp.;Koino/Idio;Idiobiont
1995SZEHpruss;Adelognathus sp.;Koino/Idio;Idiobiont
1995SZMHischn;Adelognathus sp.;Koino/Idio;Idiobiont
2003SZ12Hleuca;Adelognathus sp.;Koino/Idio;Idiobiont
1996SZ11Hangli;Adelognathus sp.;Koino/Idio;Idiobiont
1995SZTHcarin;Adelognathus sp.;Koino/Idio;Idiobiont
2006SZ49Hpruss;Adelognathus sp.;Koino/Idio;Idiobiont
1997SZ74Hangli;Adelognathus sp.;Koino/Idio;Idiobiont
2006SZ43Hanoma;Adelognathus sp.;Koino/Idio;Idiobiont
1996SZ02Hpolit;Adelognathus sp.;Koino/Idio;Idiobiont
2006SZ20Hleuca;Adelognathus sp.;Koino/Idio;Idiobiont
1995SZUHspirh;Adelognathus sp.;Koino/Idio;Idiobiont
2006SZ44Hanoma;Adelognathus sp.;Koino/Idio;Idiobiont
2004SZ25Hleuco;Adelognathus sp.;Koino/Idio;Idiobiont
2006SZ51Hanoma;Adelognathus sp.;Koino/Idio;Idiobiont
2002SZ17Hspira;Adelognathus sp.;Koino/Idio;Idiobiont
1995SZOHplicg;Adelognathus sp.;Koino/Idio;Idiobiont
2002SZ10Hpolit;Adelognathus sp.;Koino/Idio;Idiobiont
2003SZ18Hischn;Adelognathus sp.;Koino/Idio;Idiobiont
2002SZ11Hplicd;Adelognathus sp.;Koino/Idio;Idiobiont
1997SZ71Hoblit;Adelognathus sp.;Koino/Idio;Idiobiont
2006SZ40Hpruss;Adelognathus sp.;Koino/Idio;Idiobiont
1995SZWHtuber;Adelognathus sp.;Koino/Idio;Idiobiont
1995SZVHplicg;Adelognathus sp.;Koino/Idio;Idiobiont
2006SZ54Hanoma;Adelognathus sp.;Koino/Idio;Idiobiont
1999SZ46Hpruss;Adelognathus sp.;Koino/Idio;Idiobiont
199508A-LHpolit;Adelognathus sp.;Koino/Idio;Idiobiont
1996SZ19aHischn;Adelognathus sp.;Koino/Idio;Idiobiont
199412A1-G1Hspira;Adelognathus sp.;Koino/Idio;Idiobiont
2006SZ39Heryth;Adelognathus sp.;Koino/Idio;Idiobiont
2002SZ18Hspira;Adelognathus sp.;Koino/Idio;Idiobiont
2006SZ41Hpruss;Adelognathus sp.;Koino/Idio;Idiobiont
2006SZ46Hleuca;Adelognathus sp.;Koino/Idio;Idiobiont
2003SZ20Hspira;Adelognathus sp.;Koino/Idio;Idiobiont
1995SZVHplicg;Anoncus gallicola;Koino/Idio;Koinobiont
199117M1-V1Hplicg;Anoncus gallicola;Koino/Idio;Koinobiont
198209A-14V1Ovesic;Apanteles ?morrisi;Koino/Idio;Idiobiont
198333A-35V1Onigri;Aptesis nigrocincta;Koino/Idio;Koinobiont
198401A-4V1Oviril;Aptesis nigrocincta;Koino/Idio;Koinobiont
198448A-49J1Oobscu;Aptesis nigrocincta;Koino/Idio;Koinobiont
198440Q-41ZOretus;Aptesis nigrocincta;Koino/Idio;Koinobiont
198555A-56ROlappo;Aptesis nigrocincta;Koino/Idio;Koinobiont
198553F1-54V1Onorve;Aptesis nigrocincta;Koino/Idio;Koinobiont
198557A-58ZOhasta;Aptesis nigrocincta;Koino/Idio;Koinobiont
198445F1-V1Ofoeti;Aptesis nigrocincta;Koino/Idio;Koinobiont
198446A1-47N1Ofoeti;Aptesis nigrocincta;Koino/Idio;Koinobiont
198460A1-61SOvaria;Aptesis nigrocincta;Koino/Idio;Koinobiont
198420A-21ZOadaph;Aptesis nigrocincta;Koino/Idio;Koinobiont
198424A-25V1Ohelve;Aptesis nigrocincta;Koino/Idio;Koinobiont
198905A-V1Oproxi;Apanteles sp.;Koino/Idio;Idiobiont
199210S-11K1Eelaea;Aprostocetus sp.;Koino/Idio;Koinobiont
2010SZ26Hplicl;Adelognathus pusillus;Koino/Idio;Idiobiont
2004SZ14Hangli;Adelognathus pusillus;Koino/Idio;Idiobiont
2005SZ86Hleuca;Adelognathus pusillus;Koino/Idio;Idiobiont
199104A-V1Hischn;Adelognathus pusillus;Koino/Idio;Idiobiont
2007SZ38Hspira;Adelognathus pusillus;Koino/Idio;Idiobiont
2010SZ27Hplicg;Adelognathus pusillus;Koino/Idio;Idiobiont
2005SZ64Hpruss;Adelognathus pusillus;Koino/Idio;Idiobiont
2005SZ56Heryth;Adelognathus pusillus;Koino/Idio;Idiobiont
2007SZ32Hleuco;Adelognathus pusillus;Koino/Idio;Idiobiont
2005SZ17Hpruss;Adelognathus pusillus;Koino/Idio;Idiobiont
2002SZ07Hspira;Adelognathus pusillus;Koino/Idio;Idiobiont
2009SZ24Halien;Adelognathus pusillus;Koino/Idio;Idiobiont
2005SZ54Hleuco;Adelognathus pusillus;Koino/Idio;Idiobiont
2007SZ45Hspira;Adelognathus pusillus;Koino/Idio;Idiobiont
199119Q1-20XHspirh;Adelognathus pusillus;Koino/Idio;Idiobiont
2010SZ23Hischn;Adelognathus pusillus;Koino/Idio;Idiobiont
1999SZ49Hpolit;Adelognathus pusillus;Koino/Idio;Idiobiont
2001SZ5555Hplicg;Adelognathus pusillus;Koino/Idio;Idiobiont
2002SZ04Hpolit;Adelognathus pusillus;Koino/Idio;Idiobiont
2001SZ3434Htuber;Adelognathus pusillus;Koino/Idio;Idiobiont
2007SZ25aHleuco;Adelognathus pusillus;Koino/Idio;Idiobiont
1996SZ01Hpolit;Adelognathus pusillus;Koino/Idio;Idiobiont
2009SZ16Hpruss;Adelognathus pusillus;Koino/Idio;Idiobiont
2009SZ15Hangli;Adelognathus pusillus;Koino/Idio;Idiobiont
2010SZ25Hplicl;Adelognathus pusillus;Koino/Idio;Idiobiont
1998SZ04Hangli;Adelognathus pusillus;Koino/Idio;Idiobiont
2007SZ13aHleuco;Adelognathus pusillus;Koino/Idio;Idiobiont
199408A1-9IHischn;Adelognathus pusillus;Koino/Idio;Idiobiont
2005SZ51Hleuca;Adelognathus pusillus;Koino/Idio;Idiobiont
1988SZS-CHpruss;Adelognathus pusillus;Koino/Idio;Idiobiont
1998SZ27Hplicd;Adelognathus pusillus;Koino/Idio;Idiobiont
198617A-V1Hleuco;Adelognathus pusillus;Koino/Idio;Idiobiont
2007SZ04Hleuca;Adelognathus pusillus;Koino/Idio;Idiobiont
1995SZXHischn;Adelognathus pusillus;Koino/Idio;Idiobiont
2010SZ41Hplicl;Adelognathus pusillus;Koino/Idio;Idiobiont
2008SZ05Hpruss;Adelognathus pusillus;Koino/Idio;Idiobiont
2005SZ80Halien;Adelognathus pusillus;Koino/Idio;Idiobiont
2001SZ5151Hplicg;Adelognathus pusillus;Koino/Idio;Idiobiont
2004SZ13Halien;Adelognathus pusillus;Koino/Idio;Idiobiont
2004SZ36Hplicg;Adelognathus pusillus;Koino/Idio;Idiobiont
2004SZ37Hplicg;Adelognathus pusillus;Koino/Idio;Idiobiont
2007SZ09Hleuco;Adelognathus pusillus;Koino/Idio;Idiobiont
2005SZ60Hpruss;Adelognathus pusillus;Koino/Idio;Idiobiont
2005SZ76Hleuca;Adelognathus pusillus;Koino/Idio;Idiobiont
2005SZ75Hleuca;Adelognathus pusillus;Koino/Idio;Idiobiont
1998SZ01Hpolit;Adelognathus pusillus;Koino/Idio;Idiobiont
1997SZ72Hpolit;Adelognathus pusillus;Koino/Idio;Idiobiont
2009SZ23Hleuca;Adelognathus pusillus;Koino/Idio;Idiobiont
1998SZ16Hischn;Adelognathus pusillus;Koino/Idio;Idiobiont
2007SZ20Hpruss;Adelognathus pusillus;Koino/Idio;Idiobiont
1995SZFHleuca;Adelognathus pusillus;Koino/Idio;Idiobiont
2010SZ39Hplicg;Adelognathus pusillus;Koino/Idio;Idiobiont
1998SZ26Hpolit;Adelognathus pusillus;Koino/Idio;Idiobiont
2008SZ07Halien;Adelognathus pusillus;Koino/Idio;Idiobiont
2001SZ5757Hacuti;Adelognathus pusillus;Koino/Idio;Idiobiont
2005SZ79Hleuca;Adelognathus pusillus;Koino/Idio;Idiobiont
2009SZ31Heryth;Adelognathus pusillus;Koino/Idio;Idiobiont
2007SZ30Hleuco;Adelognathus pusillus;Koino/Idio;Idiobiont
2001SZ5454Hacuti;Adelognathus pusillus;Koino/Idio;Idiobiont
2003SZ06Halien;Adelognathus pusillus;Koino/Idio;Idiobiont
2001SZ2727Hscapr;Adelognathus pusillus;Koino/Idio;Idiobiont
2005SZ42Hleuco;Adelognathus pusillus;Koino/Idio;Idiobiont
199406A-E1Hischn;Adelognathus pusillus;Koino/Idio;Idiobiont
2003SZ11Hpruss;Adelognathus pusillus;Koino/Idio;Idiobiont
2004SZ12Heryth;Adelognathus pusillus;Koino/Idio;Idiobiont
2001SZ4545Hnudip;Adelognathus trochanteratus;Koino/Idio;Idiobiont
2001SZ3030Htuber;Adelognathus trochanteratus;Koino/Idio;Idiobiont
2001SZ1717Hnudip;Adelognathus trochanteratus;Koino/Idio;Idiobiont
198705A-7V1Oelaea;Aprostocetus tymber;Koino/Idio;Koinobiont
199901Y-V1Ovesic;Apanteles xanthostigma;Koino/Idio;Idiobiont
200023A-OOproxi;Bracon breviusculus;Koino/Idio;Idiobiont
198362A-V1Oproxi;Bracon breviusculus;Koino/Idio;Idiobiont
198646A-47V1Oproxi;Bracon breviusculus;Koino/Idio;Idiobiont
199125A-K1Enigri;Bracon breviusculus;Koino/Idio;Idiobiont
198649A-H1Oproxi;Bracon breviusculus;Koino/Idio;Idiobiont
198667A-V1Oproxi;Bracon breviusculus;Koino/Idio;Idiobiont
199923H-POkriec;Bracon breviusculus;Koino/Idio;Idiobiont
198632A-V1Oproxi;Bracon breviusculus;Koino/Idio;Idiobiont
198564A-65H1Oproxi;Bracon breviusculus;Koino/Idio;Idiobiont
198360Y-T1Obridg;Bracon breviusculus;Koino/Idio;Idiobiont
198570M-ZObella;Bracon breviusculus;Koino/Idio;Idiobiont
198571K1-V1Ogalla;Bracon breviusculus;Koino/Idio;Idiobiont
199734A-O1Oproxi;Bracon conjugellae;Koino/Idio;Idiobiont
199945G1-46OOproxi;Bracon conjugellae;Koino/Idio;Idiobiont
199901Y-V1Ovesic;Bracon conjugellae;Koino/Idio;Idiobiont
200025E1-F1Ovimin;Bracon conjugellae;Koino/Idio;Idiobiont
199944A-V1Oproxi;Bracon conjugellae;Koino/Idio;Idiobiont
199944A-V1Oproxi;Bracon discoideus;Koino/Idio;Idiobiont
198361O-V1Oproxi;Bracon discoideus;Koino/Idio;Idiobiont
198254A-55V1Oproxi;Bracon discoideus;Koino/Idio;Idiobiont
200023A-OOproxi;Bracon discoideus;Koino/Idio;Idiobiont
198278A-J1Obridg;Bracon discoideus;Koino/Idio;Idiobiont
200025F-JOproxi;Bracon discoideus;Koino/Idio;Idiobiont
198360Y-T1Obridg;Bracon discoideus;Koino/Idio;Idiobiont
198369A-71V1Ovaria;Bracon discoideus;Koino/Idio;Idiobiont
199943A-V1Oproxi;Bracon discoideus;Koino/Idio;Idiobiont
198359A-K1Ovesic;Bracon discoideus;Koino/Idio;Idiobiont
198234A-35V1Ovesic;Bracon discoideus;Koino/Idio;Idiobiont
198209A-14V1Ovesic;Bracon discoideus;Koino/Idio;Idiobiont
198363A-V1Oproxi;Bracon discoideus;Koino/Idio;Idiobiont
198278K1-79Oproxi;Bracon discoideus;Koino/Idio;Idiobiont
198351A-ZOfoeti;Bracon discoideus;Koino/Idio;Idiobiont
199901Y-V1Ovesic;Bracon discoideus;Koino/Idio;Idiobiont
198222A-V1Obella;Bracon discoideus;Koino/Idio;Idiobiont
198349A-50V1Ovesic;Bracon discoideus;Koino/Idio;Idiobiont
198365A-68V1Oproxi;Bracon discoideus;Koino/Idio;Idiobiont
198362A-V1Oproxi;Bracon discoideus;Koino/Idio;Idiobiont
199948A-F1Oproxi;Bracon discoideus;Koino/Idio;Idiobiont
199945A-F1Oproxi;Bracon discoideus;Koino/Idio;Idiobiont
198223A-V1Oproxi;Bracon discoideus;Koino/Idio;Idiobiont
198274A-75V1Oproxi;Bracon discoideus;Koino/Idio;Idiobiont
198206J-V1Ovesic;Bracon discoideus;Koino/Idio;Idiobiont
198237A-V1Oproxi;Bracon discoideus;Koino/Idio;Idiobiont
199946T-XOproxi;Bracon discoideus;Koino/Idio;Idiobiont
199404W-D1Oadaph;Bracon epitriptus;Koino/Idio;Idiobiont
199415A1-16MOvesic;Bracon epitriptus;Koino/Idio;Idiobiont
199901Y-V1Ovesic;Bracon epitriptus;Koino/Idio;Idiobiont
200307A-DOgalla;Bracon epitriptus;Koino/Idio;Idiobiont
198710A-V1Ovesic;Bracon epitriptus;Koino/Idio;Idiobiont
200026A1-F1Okriec;Bracon epitriptus;Koino/Idio;Idiobiont
200025E1-F1Ovimin;Bracon epitriptus;Koino/Idio;Idiobiont
200028A1-P1Ovimin;Bracon epitriptus;Koino/Idio;Idiobiont
198878A-V1Obella;Bracon epitriptus;Koino/Idio;Idiobiont
200025A1-C1Ovimin;Bracon epitriptus;Koino/Idio;Idiobiont
199111H1-V1Oobscu;Bracon epitriptus;Koino/Idio;Idiobiont
199903U-Z/10A-V1Ovimin;Bracon epitriptus;Koino/Idio;Idiobiont
199117A-C1Onival;Bracon epitriptus;Koino/Idio;Idiobiont
198711A-ZOvimin;Bracon epitriptus;Koino/Idio;Idiobiont
200202A-YOproxi;Bracon immutator;Koino/Idio;Idiobiont
200014A-NEnigri;Bracon immutator;Koino/Idio;Idiobiont
200042L1-V1Obrevi;Bracon immutator;Koino/Idio;Idiobiont
200510P1-V1Opprox;Bracon immutator;Koino/Idio;Idiobiont
200061O-J1Oproxi;Bracon immutator;Koino/Idio;Idiobiont
200023A-OOproxi;Bracon immutator;Koino/Idio;Idiobiont
200204A1-5GOproxi;Bracon immutator;Koino/Idio;Idiobiont
200511A-JOpprox;Bracon immutator;Koino/Idio;Idiobiont
198222A-V1Obella;Bracon intercessor;Koino/Idio;Idiobiont
198240A-V1Onigri;Bracon intercessor;Koino/Idio;Idiobiont
198570M-ZObella;Bracon intercessor;Koino/Idio;Idiobiont
198234A-35V1Ovesic;Bracon intercessor;Koino/Idio;Idiobiont
198572M-J1Ovesic;Bracon intercessor;Koino/Idio;Idiobiont
199109T-V1Ofoeti;Bracon intercessor;Koino/Idio;Idiobiont
198236A-V1Ovimin;Bracon intercessor;Koino/Idio;Idiobiont
200025E1-F1Ovimin;Bracon intercessor;Koino/Idio;Idiobiont
198573A-75Oadaph;Bracon intercessor;Koino/Idio;Idiobiont
198221A-V1Ovimin;Bracon intercessor;Koino/Idio;Idiobiont
198220A1-V1Obridg;Bracon intercessor;Koino/Idio;Idiobiont
198209A-14V1Ovesic;Bracon intercessor;Koino/Idio;Idiobiont
198570A1-71G1Okriec;Bracon intercessor;Koino/Idio;Idiobiont
198206A-IOvesic;Bracon intercessor;Koino/Idio;Idiobiont
198206J-V1Ovesic;Bracon intercessor;Koino/Idio;Idiobiont
198340A-41V1Oretic;Bracon kopelkei;Koino/Idio;Idiobiont
199019A-22ZOherba;Bracon kopelkei;Koino/Idio;Idiobiont
200041S1-V1Obrevi;Bracon kopelkei;Koino/Idio;Idiobiont
200045G-VOvaria;Bracon kopelkei;Koino/Idio;Idiobiont
199732H-TOglauc;Bracon kopelkei;Koino/Idio;Idiobiont
200039S-XObrevi;Bracon kopelkei;Koino/Idio;Idiobiont
200061A-MOproxi;Bracon kopelkei;Koino/Idio;Idiobiont
199728T-29FOherba;Bracon kopelkei;Koino/Idio;Idiobiont
200044U-C1Ovaria;Bracon kopelkei;Koino/Idio;Idiobiont
199111H1-V1Oobscu;Bracon kopelkei;Koino/Idio;Idiobiont
200030A1-T1Obridg;Bracon kopelkei;Koino/Idio;Idiobiont
200044E1-O1Ovaria;Bracon kopelkei;Koino/Idio;Idiobiont
200101A-Q1Oherba;Bracon kopelkei;Koino/Idio;Idiobiont
200045J1-46I1Oretic;Bracon kopelkei;Koino/Idio;Idiobiont
199706A-S1Oherba;Bracon kopelkei;Koino/Idio;Idiobiont
200040Q-K1Ofoeti;Bracon kopelkei;Koino/Idio;Idiobiont
200511A-JOpprox;Bracon kopelkei;Koino/Idio;Idiobiont
200045A-EOvaria;Bracon kopelkei;Koino/Idio;Idiobiont
200043I-QObrevi;Bracon kopelkei;Koino/Idio;Idiobiont
200034I-VOobscu;Bracon kopelkei;Koino/Idio;Idiobiont
199031J-32V1Oherba;Bracon kopelkei;Koino/Idio;Idiobiont
200042A-J1Obrevi;Bracon kopelkei;Koino/Idio;Idiobiont
199703T-Z+32H-TOglauc;Bracon kopelkei;Koino/Idio;Idiobiont
200046K1-47WOretic;Bracon kopelkei;Koino/Idio;Idiobiont
199432A-VOvimin;Bracon lividus;Koino/Idio;Idiobiont
199415A1-16MOvesic;Bracon lividus;Koino/Idio;Idiobiont
199935K-YObrevi;Bracon obscurator;Koino/Idio;Idiobiont
199932P1-33ROvaria;Bracon obscurator;Koino/Idio;Idiobiont
199928I-30ZOvaria;Bracon obscurator;Koino/Idio;Idiobiont
199926A-27NOkriec;Bracon picticornis;Koino/Idio;Idiobiont
199903U-Z/10A-V1Ovimin;Bracon picticornis;Koino/Idio;Idiobiont
199106A-J1Ovaria;Bracon picticornis;Koino/Idio;Idiobiont
199923A-GOvimin;Bracon picticornis;Koino/Idio;Idiobiont
198206J-V1Ovesic;Bracon picticornis;Koino/Idio;Idiobiont
199101A1-3GOgalla;Bracon picticornis;Koino/Idio;Idiobiont
199901Y-V1Ovesic;Bracon picticornis;Koino/Idio;Idiobiont
199101G-SOgalla;Bracon picticornis;Koino/Idio;Idiobiont
198312A-13V1Ovesic;Bracon picticornis;Koino/Idio;Idiobiont
199927Y-M1Ovesic;Bracon picticornis;Koino/Idio;Idiobiont
199433K-NOkriec;Bracon pulcher;Koino/Idio;Idiobiont
199415A1-16MOvesic;Bracon pulcher;Koino/Idio;Idiobiont
199901Y-V1Ovesic;Bracon pulcher;Koino/Idio;Idiobiont
198424A-25V1Ohelve;Braconidae indet.;Koino/Idio;Idiobiont
198520A-V1Oglauc;Braconidae indet.;Koino/Idio;Idiobiont
199944A-V1Oproxi;Braconidae indet.;Koino/Idio;Idiobiont
200023A-OOproxi;Braconidae indet.;Koino/Idio;Idiobiont
200202A-YOproxi;Braconidae indet.;Koino/Idio;Idiobiont
200043A-GObrevi;Braconidae indet.;Koino/Idio;Idiobiont
2001SZ0606Hplicp;Braconidae indet.;Koino/Idio;Idiobiont
198555A-56ROlappo;Braconidae indet.;Koino/Idio;Idiobiont
199934A-BOobscu;Braconidae indet.;Koino/Idio;Idiobiont
198351M1-V1Ovimin;Braconidae indet.;Koino/Idio;Idiobiont
199901Y-V1Ovesic;Braconidae indet.;Koino/Idio;Idiobiont
199930R1-31AOobscu;Braconidae indet.;Koino/Idio;Idiobiont
198256A-WOobscu;Braconidae indet.;Koino/Idio;Idiobiont
2009SZ07Hanoma;Braconidae indet.;Koino/Idio;Idiobiont
200061A-MOproxi;Braconidae indet.;Koino/Idio;Idiobiont
2004SZ24Opustu;Braconidae indet.;Koino/Idio;Idiobiont
200032V-R1Oobscu;Braconidae indet.;Koino/Idio;Idiobiont
200029A1-P1Okriec;Braconidae indet.;Koino/Idio;Idiobiont
198246A-LObridg;Braconidae indet.;Koino/Idio;Idiobiont
199035L1-V1Olappo;Braconidae indet.;Koino/Idio;Idiobiont
198460A-ZOadaph;Braconidae indet.;Koino/Idio;Idiobiont
199801A-V1Ocolla;Braconidae indet.;Koino/Idio;Idiobiont
198237A-V1Oproxi;Braconidae indet.;Koino/Idio;Idiobiont
199927O1-28GObrevi;Braconidae indet.;Koino/Idio;Idiobiont
1998SZ26Hpolit;Braconidae indet.;Koino/Idio;Idiobiont
199417A1-E1Okriec;Braconidae indet.;Koino/Idio;Idiobiont
2004SZ73Oglabr;Braconidae indet.;Koino/Idio;Idiobiont
199054A-QOnigri;Braconidae indet.;Koino/Idio;Idiobiont
199802A-P1Okriec;Braconidae indet.;Koino/Idio;Idiobiont
200024A1-V1Ovimin;Braconidae indet.;Koino/Idio;Idiobiont
198346A-47V1Ohasta;Braconidae indet.;Koino/Idio;Idiobiont
198833A-35XOnival;Braconidae indet.;Koino/Idio;Idiobiont
198510A-12V1Oglauc;Braconidae indet.;Koino/Idio;Idiobiont
199935K-YObrevi;Braconidae indet.;Koino/Idio;Idiobiont
200304A-L1Onigri;Braconidae indet.;Koino/Idio;Idiobiont
200034I-VOobscu;Braconidae indet.;Koino/Idio;Idiobiont
198570M-ZObella;Braconidae indet.;Koino/Idio;Idiobiont
1996SZ31Eboreo;Braconidae indet.;Koino/Idio;Idiobiont
198460A1-61SOvaria;Braconidae indet.;Koino/Idio;Idiobiont
199702H-V1Odolic;Braconidae indet.;Koino/Idio;Idiobiont
200106U-7HElappo;Braconidae indet.;Koino/Idio;Idiobiont
198629G1-V1Oadaph;Braconidae indet.;Koino/Idio;Idiobiont
198242A-H1Oobscu;Braconidae indet.;Koino/Idio;Idiobiont
198630A-ZOpedun;Braconidae indet.;Koino/Idio;Idiobiont
199048S-49D1Oarcti;Braconidae indet.;Koino/Idio;Idiobiont
198854F-J1Onorve;Braconidae indet.;Koino/Idio;Idiobiont
198449L1-P1Omacul;Braconidae indet.;Koino/Idio;Idiobiont
200307F-MOtrian;Braconidae indet.;Koino/Idio;Idiobiont
2001SZ4141Hplicg;Braconidae indet.;Koino/Idio;Idiobiont
199926A-27NOkriec;Braconidae indet.;Koino/Idio;Idiobiont
199701S-B1Ospset;Braconidae indet.;Koino/Idio;Idiobiont
198252A-V1Oproxi;Braconidae indet.;Koino/Idio;Idiobiont
2001SZ2525Hnudip;Braconidae indet.;Koino/Idio;Idiobiont
199010A-12NOarcti;Braconidae indet.;Koino/Idio;Idiobiont
198352A-V1Oobscu;Braconidae indet.;Koino/Idio;Idiobiont
200733Q-D1Eweiff;Braconidae indet.;Koino/Idio;Idiobiont
