"REARING_NUMBER";"original_name";"name_clear"
"199923G1-S1Ovimin";"Hydriomena ruberata";"Hydriomena ruberata"
"199923G1-S1Ovimin";"Chalcidoidea indet.";"Chalcidoidea"
"199923G1-S1Ovimin";"Eurytoma aciculata";"Eurytoma aciculata"
"199923G1-S1Ovimin";"Curculio crux";"Curculio crux"
"199923G1-S1Ovimin";"Pteromalus dolichurus";"Pteromalus dolichurus"
"199923G1-S1Ovimin";"Eulonchetron torymoides";"Eulonchetron torymoides"
"199923H-POkriec";"Curculio crux";"Curculio crux"
"199923H-POkriec";"Chalcidoidea indet.";"Chalcidoidea"
"199923H-POkriec";"Scambus vesicarius";"Scambus vesicarius"
"199923H-POkriec";"Bracon breviusculus";"Bracon breviusculus"
"199923H-POkriec";"Pteromalus dolichurus";"Pteromalus dolichurus"
"199923H-POkriec";"Bracon romani";"Bracon romani"
"199923Q-ZOvimin";"Chalcidoidea indet.";"Chalcidoidea"
"199923Q-ZOvimin";"Ichneutes brevis";"Ichneutes brevis"
"199923Q-ZOvimin";"Curculio crux";"Curculio crux"
"199923Q-ZOvimin";"Eulonchetron torymoides";"Eulonchetron torymoides"
"199923Q-ZOvimin";"Eurytoma aciculata";"Eurytoma aciculata"
"199923Q-ZOvimin";"Pteromalus dolichurus";"Pteromalus dolichurus"
"199924A-25SOkriec";"Pteromalus dolichurus";"Pteromalus dolichurus"
"199924A-25SOkriec";"Eurytoma aciculata";"Eurytoma aciculata"
"199924A-25SOkriec";"Curculio crux";"Curculio crux"
"199924A-25SOkriec";"Scambus vesicarius";"Scambus vesicarius"
"199924A-25SOkriec";"Hydriomena ruberata";"Hydriomena ruberata"
"199924A-25SOkriec";"Eulonchetron torymoides";"Eulonchetron torymoides"
"199924A-25SOkriec";"Chalcidoidea indet.";"Chalcidoidea"
"199924A-25SOkriec";"Curculio salicivorus";"Curculio salicivorus"
"199925A1-E1Ovesic";"Scambus vesicarius";"Scambus vesicarius"
"199925G1-L1Evenus";"Chalcidoidea indet.";"Chalcidoidea"
"199925G1-L1Evenus";"Curculio crux";"Curculio crux"
"199925T-YOvimin";"Curculio crux";"Curculio crux"
"199925T-YOvimin";"Chalcidoidea indet.";"Chalcidoidea"
"199925T-YOvimin";"Pteromalus dolichurus";"Pteromalus dolichurus"
"199926A-27NOkriec";"Hydriomena ruberata";"Hydriomena ruberata"
"199926A-27NOkriec";"Bracon picticornis";"Bracon picticornis"
"199926A-27NOkriec";"Scambus vesicarius";"Scambus vesicarius"
"199926A-27NOkriec";"Braconidae indet.";"Braconidae"
"199926A-27NOkriec";"Eurytoma aciculata";"Eurytoma aciculata"
"199926A-27NOkriec";"Chalcidoidea indet.";"Chalcidoidea"
"199926A-27NOkriec";"Bracon romani";"Bracon romani"
"199926A-27NOkriec";"Pteromalus dolichurus";"Pteromalus dolichurus"
"199926A-27NOkriec";"Curculio crux";"Curculio crux"
"199926A-27NOkriec";"Mesoleius sp.";"Mesoleius"
"199926A-27NOkriec";"Eulonchetron torymoides";"Eulonchetron torymoides"
"199927O1-28GObrevi";"Braconidae indet.";"Braconidae"
"199927O1-28GObrevi";"Chalcidoidea indet.";"Chalcidoidea"
"199927O1-28GObrevi";"Ichneumonidae indet.";"Ichneumonidae"
"199927O1-28GObrevi";"Bracon romani";"Bracon romani"
"199927P-WOvimin";"Eurytoma aciculata";"Eurytoma aciculata"
"199927P-WOvimin";"Chalcidoidea indet.";"Chalcidoidea"
"199927P-WOvimin";"Eulonchetron torymoides";"Eulonchetron torymoides"
"199927P-WOvimin";"Tetrastichus sp.5";"Tetrastichus"
"199927P-WOvimin";"Scambus vesicarius";"Scambus vesicarius"
"199927P-WOvimin";"Curculio crux";"Curculio crux"
"199927Y-M1Ovesic";"Hydriomena ruberata";"Hydriomena ruberata"
"199927Y-M1Ovesic";"Bracon picticornis";"Bracon picticornis"
"199927Y-M1Ovesic";"Eurytoma aciculata";"Eurytoma aciculata"
"199927Y-M1Ovesic";"Chalcidoidea indet.";"Chalcidoidea"
"199927Y-M1Ovesic";"Scambus vesicarius";"Scambus vesicarius"
"199928I-30ZOvaria";"Pteromalus dolichurus";"Pteromalus dolichurus"
"199928I-30ZOvaria";"Chalcidoidea indet.";"Chalcidoidea"
"199928I-30ZOvaria";"Bracon romani";"Bracon romani"
"199928I-30ZOvaria";"Braconidae indet.";"Braconidae"
"199928I-30ZOvaria";"Mesoleius sp.";"Mesoleius"
"199928I-30ZOvaria";"Bracon obscurator";"Bracon obscurator"
"199928I-30ZOvaria";"Curculio crux";"Curculio crux"
"199928I-30ZOvaria";"Scambus vesicarius";"Scambus vesicarius"
"199930A1-Q1Ofoeti";"Eulonchetron torymoides";"Eulonchetron torymoides"
"199930A1-Q1Ofoeti";"Scambus vesicarius";"Scambus vesicarius"
"199930A1-Q1Ofoeti";"Chalcidoidea indet.";"Chalcidoidea"
"199930A1-Q1Ofoeti";"Pteromalus dolichurus";"Pteromalus dolichurus"
"199930A1-Q1Ofoeti";"Pteromalus pontaniae";"Pteromalus pontaniae"
"199930R1-31AOobscu";"Pteromalus pontaniae";"Pteromalus pontaniae"
"199930R1-31AOobscu";"Braconidae indet.";"Braconidae"
"199930R1-31AOobscu";"Chalcidoidea indet.";"Chalcidoidea"
"199930R1-31AOobscu";"Scambus vesicarius";"Scambus vesicarius"
"199931C-I1Ofoeti";"Pteromalus dolichurus";"Pteromalus dolichurus"
"199931C-I1Ofoeti";"Hydriomena ruberata";"Hydriomena ruberata"
"199931C-I1Ofoeti";"Pteromalus cyniphidis";"Pteromalus cyniphidis"
"199931C-I1Ofoeti";"Braconidae indet.";"Braconidae"
"199931C-I1Ofoeti";"Scambus vesicarius";"Scambus vesicarius"
"199931C-I1Ofoeti";"Chalcidoidea indet.";"Chalcidoidea"
"199931K1-N1Oobscu";"Pteromalus dolichurus";"Pteromalus dolichurus"
"199931K1-N1Oobscu";"Mesoleius sp.";"Mesoleius"
"199931K1-N1Oobscu";"Ichneumonidae indet.";"Ichneumonidae"
"199931K1-N1Oobscu";"Chalcidoidea indet.";"Chalcidoidea"
"199932A-J1Obrevi";"Mesoleius sp.";"Mesoleius"
"199932A-J1Obrevi";"Chalcidoidea indet.";"Chalcidoidea"
"199932A-J1Obrevi";"Pteromalus pontaniae";"Pteromalus pontaniae"
"199932A-J1Obrevi";"Ichneumonidae indet.";"Ichneumonidae"
"199932A-J1Obrevi";"Bracon romani";"Bracon romani"
"199932A-J1Obrevi";"Hydriomena ruberata";"Hydriomena ruberata"
"199932L1-N1Obridg";"Ichneumonidae indet.";"Ichneumonidae"
"199932L1-N1Obridg";"Hydriomena ruberata";"Hydriomena ruberata"
"199932L1-N1Obridg";"Chalcidoidea indet.";"Chalcidoidea"
"199932P1-33ROvaria";"Pteromalus dolichurus";"Pteromalus dolichurus"
"199932P1-33ROvaria";"Chalcidoidea indet.";"Chalcidoidea"
"199932P1-33ROvaria";"Mesoleius sp.";"Mesoleius"
"199932P1-33ROvaria";"Braconidae indet.";"Braconidae"
"199932P1-33ROvaria";"Scambus vesicarius";"Scambus vesicarius"
"199932P1-33ROvaria";"Bracon obscurator";"Bracon obscurator"
"199932P1-33ROvaria";"Bracon romani";"Bracon romani"
"199933D1-N1Ofoeti";"Bracon romani";"Bracon romani"
"199933D1-N1Ofoeti";"Scambus vesicarius";"Scambus vesicarius"
"199933D1-N1Ofoeti";"Pteromalus dolichurus";"Pteromalus dolichurus"
"199933P1-U1Ofoeti";"Pteromalus dolichurus";"Pteromalus dolichurus"
"199933P1-U1Ofoeti";"Chalcidoidea indet.";"Chalcidoidea"
"199933P1-U1Ofoeti";"Scambus vesicarius";"Scambus vesicarius"
"199933T-B1Obrevi";"Bracon romani";"Bracon romani"
"199933T-B1Obrevi";"Ichneumonidae indet.";"Ichneumonidae"
"199933T-B1Obrevi";"Chalcidoidea indet.";"Chalcidoidea"
"199934A-BOobscu";"Bracon romani";"Bracon romani"
"199934A-BOobscu";"Chalcidoidea indet.";"Chalcidoidea"
"199934A-BOobscu";"Braconidae indet.";"Braconidae"
"199934D-SOfoeti";"Eurytoma aciculata";"Eurytoma aciculata"
"199934D-SOfoeti";"Chalcidoidea indet.";"Chalcidoidea"
"199934D-SOfoeti";"Pteromalus pontaniae";"Pteromalus pontaniae"
"199934D-SOfoeti";"Scambus vesicarius";"Scambus vesicarius"
"199934U-35IOobscu";"Braconidae indet.";"Braconidae"
"199934U-35IOobscu";"Pteromalus dolichurus";"Pteromalus dolichurus"
"199934U-35IOobscu";"Chalcidoidea indet.";"Chalcidoidea"
"199934U-35IOobscu";"Scambus vesicarius";"Scambus vesicarius"
"199935A1-V1Oretus";"Bracon romani";"Bracon romani"
"199935A1-V1Oretus";"Pteromalus pontaniae";"Pteromalus pontaniae"
"199935A1-V1Oretus";"Chalcidoidea indet.";"Chalcidoidea"
"199935A1-V1Oretus";"Mesoleius sp.";"Mesoleius"
"199935K-YObrevi";"Bracon romani";"Bracon romani"
"199935K-YObrevi";"Ichneumonidae indet.";"Ichneumonidae"
"199935K-YObrevi";"Chalcidoidea indet.";"Chalcidoidea"
"199935K-YObrevi";"Bracon obscurator";"Bracon obscurator"
"199935K-YObrevi";"Braconidae indet.";"Braconidae"
"199936A-GOfoeti";"Hydriomena ruberata";"Hydriomena ruberata"
"199936A-GOfoeti";"Pteromalus pontaniae";"Pteromalus pontaniae"
"199936A-GOfoeti";"Chalcidoidea indet.";"Chalcidoidea"
"199936I-PObrevi";"Chalcidoidea indet.";"Chalcidoidea"
"199936I-PObrevi";"Bracon romani";"Bracon romani"
"199936R-TOfoeti";"Scambus vesicarius";"Scambus vesicarius"
"199936T1-V1Opedun";"Chalcidoidea indet.";"Chalcidoidea"
"199936T1-V1Opedun";"Ichneumonidae indet.";"Ichneumonidae"
"199936T1-V1Opedun";"Curculio crux";"Curculio crux"
"199936V-S1Oobscu";"Chalcidoidea indet.";"Chalcidoidea"
"199936V-S1Oobscu";"Scambus vesicarius";"Scambus vesicarius"
"199936V-S1Oobscu";"Hydriomena ruberata";"Hydriomena ruberata"
"199937A-V1Oretic";"Bracon romani";"Bracon romani"
"199937A-V1Oretic";"Hydriomena ruberata";"Hydriomena ruberata"
"199937A-V1Oretic";"Ichneumonidae indet.";"Ichneumonidae"
"199937A-V1Oretic";"Chalcidoidea indet.";"Chalcidoidea"
"199938A-JEgemmf";"Chalcidoidea indet.";"Chalcidoidea"
"199938A1-D1Egemmf";"Chalcidoidea indet.";"Chalcidoidea"
"199938A1-D1Egemmf";"Pteromalus euurae";"Pteromalus euurae"
"199938F1-M1Egemmf";"Pteromalus euurae";"Pteromalus euurae"
"199938F1-M1Egemmf";"Chalcidoidea indet.";"Chalcidoidea"
"199938L-M1Egemmf";"Chalcidoidea indet.";"Chalcidoidea"
"199938L-M1Egemmf";"Pteromalus euurae";"Pteromalus euurae"
"199938O1-T1Edaphn";"Chalcidoidea indet.";"Chalcidoidea"
"199938O1-T1Edaphn";"Eurytoma nobbei";"Eurytoma nobbei"
"199942A-HEnigri";"Chalcidoidea indet.";"Chalcidoidea"
"199942F-HEnigri";"Chalcidoidea indet.";"Chalcidoidea"
"199943A-V1Oproxi";"Pnigalio nemati";"Pnigalio nemati"
"199943A-V1Oproxi";"Lathrostizus lugens";"Lathrostizus lugens"
"199943A-V1Oproxi";"Chalcidoidea indet.";"Chalcidoidea"
"199943A-V1Oproxi";"Curculio crux";"Curculio crux"
"199943A-V1Oproxi";"Scambus vesicarius";"Scambus vesicarius"
"199943A-V1Oproxi";"Bracon discoideus";"Bracon discoideus"
"199943A-V1Oproxi";"Euderus albitarsis";"Euderus albitarsis"
"199944A-V1Oproxi";"Bracon discoideus";"Bracon discoideus"
"199944A-V1Oproxi";"Scambus vesicarius";"Scambus vesicarius"
"199944A-V1Oproxi";"Pteromalus dolichurus";"Pteromalus dolichurus"
"199944A-V1Oproxi";"Chalcidoidea indet.";"Chalcidoidea"
"199944A-V1Oproxi";"Bracon conjugellae";"Bracon conjugellae"
"199944A-V1Oproxi";"Braconidae indet.";"Braconidae"
"199944A-V1Oproxi";"Curculio crux";"Curculio crux"
"199944A-V1Oproxi";"Pnigalio nemati";"Pnigalio nemati"
"199944A-V1Oproxi";"Lathrostizus lugens";"Lathrostizus lugens"
"199945A-F1Oproxi";"Scambus vesicarius";"Scambus vesicarius"
"199945A-F1Oproxi";"Curculio crux";"Curculio crux"
"199945A-F1Oproxi";"Bracon discoideus";"Bracon discoideus"
"199945A-F1Oproxi";"Chalcidoidea indet.";"Chalcidoidea"
"199945G1-46OOproxi";"Lathrostizus lugens";"Lathrostizus lugens"
"199945G1-46OOproxi";"Scambus vesicarius";"Scambus vesicarius"
"199945G1-46OOproxi";"Bracon conjugellae";"Bracon conjugellae"
"199945G1-46OOproxi";"Pnigalio nemati";"Pnigalio nemati"
"199945G1-46OOproxi";"Curculio crux";"Curculio crux"
"199945G1-46OOproxi";"Braconidae indet.";"Braconidae"
"199945G1-46OOproxi";"Chalcidoidea indet.";"Chalcidoidea"
"199946Q-ROtrian";"Scambus vesicarius";"Scambus vesicarius"
"199946Q-ROtrian";"Chalcidoidea indet.";"Chalcidoidea"
"199946T-XOproxi";"Chalcidoidea indet.";"Chalcidoidea"
"199946T-XOproxi";"Bracon discoideus";"Bracon discoideus"
"199948A-F1Oproxi";"Lathrostizus lugens";"Lathrostizus lugens"
"199948A-F1Oproxi";"Pteromalus dolichurus";"Pteromalus dolichurus"
"199948A-F1Oproxi";"Bracon discoideus";"Bracon discoideus"
"199948A-F1Oproxi";"Scambus vesicarius";"Scambus vesicarius"
"199948A-F1Oproxi";"Chalcidoidea indet.";"Chalcidoidea"
"1999SZ04Hangli";"Phyllocolpa anglica";"Phyllocolpa anglica"
"1999SZ05Hoblit";"Phyllocolpa oblita";"Phyllocolpa oblita"
"1999SZ06Hangli";"Phyllocolpa anglica";"Phyllocolpa anglica"
"1999SZ07Hoblit";"Phyllocolpa oblita";"Phyllocolpa oblita"
"1999SZ08Hangli";"Ichneumonidae indet.";"Ichneumonidae"
"1999SZ08Hangli";"Erromenus analis";"Erromenus analis"
"1999SZ08Hangli";"Chrysocharis elongata";"Chrysocharis elongata"
"1999SZ09Hoblit";"Phyllocolpa oblita";"Phyllocolpa oblita"
"1999SZ10Hoblit";"Phyllocolpa oblita";"Phyllocolpa oblita"
"1999SZ11aHoblit";"Phyllocolpa oblita";"Phyllocolpa oblita"
"1999SZ11Hoblit";"Phyllocolpa oblita";"Phyllocolpa oblita"
"1999SZ12Hoblit";"Phyllocolpa oblita";"Phyllocolpa oblita"
"1999SZ13Hoblit";"Chalcidoidea indet.";"Chalcidoidea"
"1999SZ14Hoblit";"Phyllocolpa oblita";"Phyllocolpa oblita"
"1999SZ15Hoblit";"Phyllocolpa oblita";"Phyllocolpa oblita"
"1999SZ16Hoblit";"Chrysocharis elongata";"Chrysocharis elongata"
"1999SZ17Hangli";"Phyllocolpa anglica";"Phyllocolpa anglica"
"1999SZ18Hangli";"Polyblastus sp.?";"Polyblastus"
"1999SZ19Hangli";"Phyllocolpa anglica";"Phyllocolpa anglica"
"1999SZ20Hangli";"Chalcidoidea indet.";"Chalcidoidea"
"1999SZ21Hangli";"Phyllocolpa anglica";"Phyllocolpa anglica"
"1999SZ22Hangli";"Phyllocolpa anglica";"Phyllocolpa anglica"
"1999SZ23Hangli";"Chrysocharis elongata";"Chrysocharis elongata"
"1999SZ23Hangli";"Ichneumonidae indet.";"Ichneumonidae"
"1999SZ24Hangli";"Phyllocolpa anglica";"Phyllocolpa anglica"
"1999SZ25Hangli";"Phyllocolpa anglica";"Phyllocolpa anglica"
"1999SZ26Hangli";"Phyllocolpa anglica";"Phyllocolpa anglica"
"1999SZ27Hangli";"Phyllocolpa anglica";"Phyllocolpa anglica"
"1999SZ28Hangli";"Phyllocolpa anglica";"Phyllocolpa anglica"
"1999SZ29Hangli";"Phyllocolpa anglica";"Phyllocolpa anglica"
"1999SZ30Hpolit";"Phyllocolpa polita";"Phyllocolpa polita"
"1999SZ31Hangli";"Phyllocolpa anglica";"Phyllocolpa anglica"
"1999SZ32Hangli";"Phyllocolpa anglica";"Phyllocolpa anglica"
"1999SZ33Hangli";"Phyllocolpa anglica";"Phyllocolpa anglica"
"1999SZ34Hoblit";"Phyllocolpa oblita";"Phyllocolpa oblita"
"1999SZ35Hoblit";"Phyllocolpa oblita";"Phyllocolpa oblita"
"1999SZ36Hoblit";"Ichneumonidae indet.";"Ichneumonidae"
"1999SZ37Hpolit";"Phyllocolpa polita";"Phyllocolpa polita"
"1999SZ38Hoblit";"Phyllocolpa oblita";"Phyllocolpa oblita"
"1999SZ39Hpolit";"Ichneutes brevis";"Ichneutes brevis"
"1999SZ39Hpolit";"Ichneumonidae indet.";"Ichneumonidae"
"1999SZ40Eweiff";"Scambus vesicarius";"Scambus vesicarius"
"1999SZ40Eweiff";"Eurytoma salicis";"Eurytoma salicis"
"1999SZ40Eweiff";"Chalcidoidea indet.";"Chalcidoidea"
"1999SZ40Eweiff";"Macroneura vesicularis";"Macroneura vesicularis"
"1999SZ40Eweiff";"Eurytoma nobbei";"Eurytoma nobbei"
"1999SZ40Hangli";"Phyllocolpa anglica";"Phyllocolpa anglica"
"1999SZ42Hpolit";"Phyllocolpa polita";"Phyllocolpa polita"
"1999SZ43Hpolit";"Ichneutes brevis";"Ichneutes brevis"
"1999SZ44Hoblit";"Phyllocolpa oblita";"Phyllocolpa oblita"
"1999SZ45Hangli";"Phyllocolpa anglica";"Phyllocolpa anglica"
"1999SZ46Hpruss";"Chalcidoidea indet.";"Chalcidoidea"
"1999SZ46Hpruss";"Adelognathus sp.";"Adelognathus"
"1999SZ47Hpolit";"Phyllocolpa polita";"Phyllocolpa polita"
"1999SZ48Hoblit";"Phyllocolpa oblita";"Phyllocolpa oblita"
"1999SZ49Hpolit";"Adelognathus pusillus";"Adelognathus pusillus"
"1999SZ50Hoblit";"Phyllocolpa oblita";"Phyllocolpa oblita"
"1999SZ51Hoblit";"Phyllocolpa oblita";"Phyllocolpa oblita"
"1999SZ52Hpruss";"Chrysocharis elongata";"Chrysocharis elongata"
"1999SZ53Hpruss";"Chrysocharis elongata";"Chrysocharis elongata"
"1999SZ54Hoblit";"Phyllocolpa oblita";"Phyllocolpa oblita"
"1999SZ55Hischn";"Itoplectis alternans";"Itoplectis alternans"
"1999SZ56Hischn";"Phyllocolpa ischnocera";"Phyllocolpa ischnocera"
"1999SZ97Hischn";"Phyllocolpa ischnocera";"Phyllocolpa ischnocera"
"1999T1Eelaea";"Chalcidoidea indet.";"Chalcidoidea"
"1999U1Eelaea";"Euura elaeagnos";"Euura elaeagnos"
"1999V2Eelaea";"Euura elaeagnos";"Euura elaeagnos"
"1999W1Eelaea";"Euura elaeagnos";"Euura elaeagnos"
"1999X1Eelaea";"Euura elaeagnos";"Euura elaeagnos"
"1999Y1Eelaea";"Euura elaeagnos";"Euura elaeagnos"
"1999Z1Eelaea";"Euura elaeagnos";"Euura elaeagnos"
"200014A-NEnigri";"Braconidae indet.";"Braconidae"
"200014A-NEnigri";"Ichneumonidae indet.";"Ichneumonidae"
"200014A-NEnigri";"Bracon immutator";"Bracon immutator"
"200014A-NEnigri";"Anaprostocetus acuminatus";"Anaprostocetus acuminatus"
"200014A-NEnigri";"Curculio salicivorus";"Curculio salicivorus"
"200014A-NEnigri";"Chalcidoidea indet.";"Chalcidoidea"
"200014P-V1Enigri";"Eurytoma salicis";"Eurytoma salicis"
"200014P-V1Enigri";"Chalcidoidea indet.";"Chalcidoidea"
"200014P-V1Enigri";"Anaprostocetus acuminatus";"Anaprostocetus acuminatus"
"200023A-OOproxi";"Curculio crux";"Curculio crux"
"200023A-OOproxi";"Pteromalus dolichurus";"Pteromalus dolichurus"
"200023A-OOproxi";"Eurytoma aciculata";"Eurytoma aciculata"
"200023A-OOproxi";"Braconidae indet.";"Braconidae"
"200023A-OOproxi";"Lathrostizus lugens";"Lathrostizus lugens"
"200023A-OOproxi";"Bracon breviusculus";"Bracon breviusculus"
"200023A-OOproxi";"Chalcidoidea indet.";"Chalcidoidea"
"200023A-OOproxi";"Bracon discoideus";"Bracon discoideus"
"200023A-OOproxi";"Scambus vesicarius";"Scambus vesicarius"
"200023A-OOproxi";"Bracon immutator";"Bracon immutator"
"200023D1-O1Oproxi";"Pteromalus dolichurus";"Pteromalus dolichurus"
"200023D1-O1Oproxi";"Chalcidoidea indet.";"Chalcidoidea"
"200023D1-O1Oproxi";"Scambus vesicarius";"Scambus vesicarius"
"200023Q-B1Oproxi";"Scambus vesicarius";"Scambus vesicarius"
"200023Q-B1Oproxi";"Pteromalus dolichurus";"Pteromalus dolichurus"
"200023Q-B1Oproxi";"Curculio crux";"Curculio crux"
"200023Q-B1Oproxi";"Pnigalio nemati";"Pnigalio nemati"
"200023Q-B1Oproxi";"Chalcidoidea indet.";"Chalcidoidea"
"200023Q1-24LOproxi";"Eupelmus urozonus";"Eupelmus urozonus"
"200023Q1-24LOproxi";"Chalcidoidea indet.";"Chalcidoidea"
"200023Q1-24LOproxi";"Apion minimum";"Apion minimum"
"200023Q1-24LOproxi";"Eurytoma aciculata";"Eurytoma aciculata"
"200024A1-V1Ovimin";"Apion minimum";"Apion minimum"
"200024A1-V1Ovimin";"Curculio crux";"Curculio crux"
"200024A1-V1Ovimin";"Chalcidoidea indet.";"Chalcidoidea"
"200024A1-V1Ovimin";"Scambus vesicarius";"Scambus vesicarius"
"200024A1-V1Ovimin";"Eurytoma aciculata";"Eurytoma aciculata"
"200024A1-V1Ovimin";"Braconidae indet.";"Braconidae"
"200024N-OOvimin";"Chalcidoidea indet.";"Chalcidoidea"
"200024QOvesic";"Pontania vesicator";"Pontania vesicator"
"200024S-TOvimin";"Chalcidoidea indet.";"Chalcidoidea"
"200024V-WOvesic";"Pontania vesicator";"Pontania vesicator"
"200025A-DOvimin";"Eulonchetron torymoides";"Eulonchetron torymoides"
"200025A-DOvimin";"Apion minimum";"Apion minimum"
"200025A-DOvimin";"Curculio crux";"Curculio crux"
"200025A1-C1Ovimin";"Bracon epitriptus";"Bracon epitriptus"
"200025A1-C1Ovimin";"Chalcidoidea indet.";"Chalcidoidea"
"200025A1-C1Ovimin";"Apion minimum";"Apion minimum"
"200025E1-F1Ovimin";"Bracon conjugellae";"Bracon conjugellae"
"200025E1-F1Ovimin";"Bracon epitriptus";"Bracon epitriptus"
"200025E1-F1Ovimin";"Bracon intercessor";"Bracon intercessor"
"200025E1-F1Ovimin";"Euderus albitarsis";"Euderus albitarsis"
"200025E1-F1Ovimin";"Curculio crux";"Curculio crux"
"200025F-JOproxi";"Chalcidoidea indet.";"Chalcidoidea"
"200025F-JOproxi";"Bracon discoideus";"Bracon discoideus"
"200025F-JOproxi";"Lathrostizus lugens";"Lathrostizus lugens"
"200025L-UOvaria";"Chalcidoidea indet.";"Chalcidoidea"
"200025L-UOvaria";"Apion minimum";"Apion minimum"
"200025M1-V1Etesta";"Pteromalus dolichurus";"Pteromalus dolichurus"
"200025M1-V1Etesta";"Chalcidoidea indet.";"Chalcidoidea"
"200025M1-V1Etesta";"Scambus vesicarius";"Scambus vesicarius"
"200025M1-V1Etesta";"Anaprostocetus acuminatus";"Anaprostocetus acuminatus"
"200025M1-V1Etesta";"Eurytoma salicis";"Eurytoma salicis"
"200026A-MOvimin";"Curculio crux";"Curculio crux"
"200026A-MOvimin";"Chalcidoidea indet.";"Chalcidoidea"
"200026A-MOvimin";"Eulonchetron torymoides";"Eulonchetron torymoides"
"200026A-MOvimin";"Eurytoma aciculata";"Eurytoma aciculata"
"200026A-MOvimin";"Pteromalus cyniphidis";"Pteromalus cyniphidis"
"200026A1-F1Okriec";"Chalcidoidea indet.";"Chalcidoidea"
"200026A1-F1Okriec";"Eurytoma aciculata";"Eurytoma aciculata"
"200026A1-F1Okriec";"Eulonchetron torymoides";"Eulonchetron torymoides"
"200026A1-F1Okriec";"Pteromalus dolichurus";"Pteromalus dolichurus"
"200026A1-F1Okriec";"Hydriomena ruberata";"Hydriomena ruberata"
"200026A1-F1Okriec";"Bracon epitriptus";"Bracon epitriptus"
"200026H1-27GOkriec";"Eulonchetron torymoides";"Eulonchetron torymoides"
"200026H1-27GOkriec";"Chalcidoidea indet.";"Chalcidoidea"
"200026H1-27GOkriec";"Eurytoma aciculata";"Eurytoma aciculata"
"200026H1-27GOkriec";"Hydriomena ruberata";"Hydriomena ruberata"
"200026H1-27GOkriec";"Pteromalus dolichurus";"Pteromalus dolichurus"
"200026O-ZOvimin";"Eulonchetron torymoides";"Eulonchetron torymoides"
"200026O-ZOvimin";"Bracon romani";"Bracon romani"
"200026O-ZOvimin";"Hydriomena ruberata";"Hydriomena ruberata"
"200026O-ZOvimin";"Aprostocetus alveatus";"Aprostocetus alveatus"
"200026O-ZOvimin";"Curculio crux";"Curculio crux"
"200026O-ZOvimin";"Chalcidoidea indet.";"Chalcidoidea"
"200026O-ZOvimin";"Pteromalus dolichurus";"Pteromalus dolichurus"
"200027A1-O1Okriec";"Eulonchetron torymoides";"Eulonchetron torymoides"
"200027A1-O1Okriec";"Curculio crux";"Curculio crux"
"200027A1-O1Okriec";"Chalcidoidea indet.";"Chalcidoidea"
"200027A1-O1Okriec";"Eurytoma aciculata";"Eurytoma aciculata"
"200027A1-O1Okriec";"Hydriomena ruberata";"Hydriomena ruberata"
"200027A1-O1Okriec";"Pteromalus dolichurus";"Pteromalus dolichurus"
"200027J-XOkriec";"Bracon romani";"Bracon romani"
"200027J-XOkriec";"Eurytoma aciculata";"Eurytoma aciculata"
"200027J-XOkriec";"Hydriomena ruberata";"Hydriomena ruberata"
"200027J-XOkriec";"Chalcidoidea indet.";"Chalcidoidea"
"200027J-XOkriec";"Eulonchetron torymoides";"Eulonchetron torymoides"
"200027J-XOkriec";"Curculio crux";"Curculio crux"
"200027Q1-S1Oobscu";"Chalcidoidea indet.";"Chalcidoidea"
"200027U1-V1Oobscu";"Chalcidoidea indet.";"Chalcidoidea"
"200028A-DOobscu";"Chalcidoidea indet.";"Chalcidoidea"
"200028A-DOobscu";"Hydriomena ruberata";"Hydriomena ruberata"
"200028A1-P1Ovimin";"Eurytoma aciculata";"Eurytoma aciculata"
"200028A1-P1Ovimin";"Chalcidoidea indet.";"Chalcidoidea"
"200028A1-P1Ovimin";"Bracon epitriptus";"Bracon epitriptus"
"200028A1-P1Ovimin";"Pteromalus dolichurus";"Pteromalus dolichurus"
"200028A1-P1Ovimin";"Eulonchetron torymoides";"Eulonchetron torymoides"
"200028F-OOobscu";"Chalcidoidea indet.";"Chalcidoidea"
"200028Q-VOobscu";"Chalcidoidea indet.";"Chalcidoidea"
"200028R1-29EOvimin";"Pteromalus dolichurus";"Pteromalus dolichurus"
"200028R1-29EOvimin";"Pteromalus cyniphidis";"Pteromalus cyniphidis"
"200028R1-29EOvimin";"Curculio crux";"Curculio crux"
"200028R1-29EOvimin";"Chalcidoidea indet.";"Chalcidoidea"
"200028R1-29EOvimin";"Aprostocetus alveatus";"Aprostocetus alveatus"
"200028XOobscu";"Chalcidoidea indet.";"Chalcidoidea"
"200029A1-P1Okriec";"Eurytoma aciculata";"Eurytoma aciculata"
"200029A1-P1Okriec";"Eulonchetron torymoides";"Eulonchetron torymoides"
"200029A1-P1Okriec";"Chalcidoidea indet.";"Chalcidoidea"
"200029A1-P1Okriec";"Braconidae indet.";"Braconidae"
"200029A1-P1Okriec";"Pteromalus dolichurus";"Pteromalus dolichurus"
"200029G-VOkriec";"Eurytoma aciculata";"Eurytoma aciculata"
"200029G-VOkriec";"Curculio crux";"Curculio crux"
"200029G-VOkriec";"Pteromalus dolichurus";"Pteromalus dolichurus"
"200029G-VOkriec";"Chalcidoidea indet.";"Chalcidoidea"
