"name";"bold";"eol";"tsn";"ncbi"
"Polyplacophora";67;12093561;78807;6650
"Patellogastropoda";109989;5662586;566854;69675
"Echinoidea";29;8186464;908597;7625
"Asteroids";NA;NA;NA;NA
"Phoca vitulina";16605;7197975;622032;9720
"Enhydra lutris";103566;7213456;622038;34882
