"original_name";"name_clear"
"mussels";"Bivalvia"
"chitons";"Polyplacophora"
"gastropods";"Gastropoda"
"limpets";"Patellogastropoda"
"sea urchins";"Echinoidea"
"epibenthic crustacea";"Crustacea"
"asteroids";"Asteroids"
"decapods";"Decapoda"
"nearshore fishes";"Pisces"
"harbor seals";"Phoca vitulina"
"sea otters";"Enhydra lutris"
"prehistoric Aleut man";"Homo sapiens"
"nearshore phytoplankton";"Phytoplankton"
"macroalgae";"Algae"
"detritus";"Detritus"
