"original_name";"name_clear"
"euphausiids";"Euphausiacea"
"copepods";"Copepoda"
"shrimps";"Caridea"
"vertically migrating mesopelagic fishes";"Pisces"
"flying fishes";"Exocoetidae"
"hyperiid amphipods";"Hyperiidea"
"lanternfish";"Myctophidae"
"ocean sunfish";"Molidae"
"other mesopelagic fishes";"Pisces"
"snake mackerel";"Promethichthys prometheus"
"squid";"Teuthida"
"dolphin Coryphaena";"Coryphaena hippurus"
"tuna 1";"Tuna"
"tuna 2";"Tuna"
"marlin";"Istiophoridae"
"medium-sized sharks";"Selachimorpha"
"large sharks";"Selachimorpha"
"coccolithophores";"Coccosphaerales"
"dinoflagellates";"Pyrrophycophyta"
