"original_name";"name_clear"
"anthopleura";"Anthopleura"
"edwardsia";"Edwardsia"
"enopla 1";"Enopla"
"enopla 2";"Enopla"
"abarenicola";"Abarenicola"
"capitellid 1";"Capitellid"
"capitellid 2";"Capitellid"
"heteromastus";"Heteromastus"
"decamastus";"Decamastus"
"paraonid";"Paraonis"
"scoloplos-john";"Scoloplos johnstonei"
"macroclymenella";"Macroclymenella"
"hesionid 1";"Hesionid"
"exogone-hetero";"Exogone heterosetosa"
"exogone 2";"Exogone"
"perinereis";"Perinereis"
"sphaerodorum";"Sphaerodorum"
"spio 1";"Spio"
"spio 2";"Spio"
"boccardia-syrtis";"Boccardia syrtis"
"boccardia-acus";"Boccardia acus"
"malacoceros";"Malacoceros"
"prinospio";"Prinospio"
"colurostylis-lemu";"Colurostylis lemurum"
"diastylopsis-thil";"Diastylopsis thileniusi"
"tanaidacid";"Tanaidacidae"
"heterophoxus-steph";"Heterophoxus stephenseni"
"phoxocephalus-reg";"Phoxocephalus regium"
"pontharpinia-aust";"Pontarpinia australis"
"amphipod 1";"Amphipoda"
"amphipod 2";"Amphipoda"
"cymodopsis";"Cymodopsis"
"callianassa";"Callianassa"
"heterosquilla";"Heterosquilla"
"macrophthalmus";"Macrophthalmus"
"hemigrasus cre";"Hemigrapsus crenulatus"
"hemigrapsus edw";"Hemigrapsus edwardsii"
"helmsi";"Notoacmea helmsi"
"diloma";"Diloma"
"zeacumantus";"Zeacumantus"
"pyramidellid";"Pyramidellidae"
"cominella";"Cominella"
"nucula";"Nucula"
"perrierina";"Perrierina"
"macomona";"Macomona"
"austrovenus";"Austrovenus"
"pelecypod 1";"Pelecypoda"
"pelecypod 2";"Pelecypoda"
"phoronida";"Phoronida"
"flatfish sp.";"Flatfish"
"sprattus sp.";"Sprattus"
"spotty";"Notolabrus celidotus"
"barracuta";"Barracuta"
"oystercatcher 1";"Haematopus"
"oystercatcher 2";"Haematopus"
"vanellus";"Vanellus"
"BBgull";"Larus"
"RBgull";"Larus"
"WFheron";"Ardea novaehollandiae"
"WFtern";"Sterna striata"
"mallard";"Anas platyrhynchos"
"zooplankton";"Zooplankton"
"meiofauna";"Meiofauna"
"bacteria";"Bacteria"
"maritrema novae";"Maritrema"
"Levinseniella";"Levinseniella"
"curtuteria 1";"Curtuteria"
"curtuteria 2";"Curtuteria"
"gymnophallus";"Gymnophallus"
"Ascarophis";"Ascarophis"
"Acuariidae";"Acuariidae"
"profilicollis anta";"Profilicollis"
"profilicollis novae";"Profilicollis"
"phytoplankton";"Phytoplankton"
"benthic-diatoms";"Bacillariophyta"
"macroalgae";"Macroalgae"
"hemigrapsus cre";"Hemigrapsus crenulatus"
"sprattus? sp.";"Sprattus"
