"original_name";"name_clear"
"Gastonia mauritiana";"Gastonia mauritiana"
"Dracaena concinna";"Dracaena concinna"
"Scaevola sericea";"Scaevola sericea"
"Ipomoea macrantha";"Ipomoea macrantha"
"Pemphis acidula";"Pemphis acidula"
"Hibiscus tiliaceus";"Hibiscus tiliaceus"
"Suriana maritima";"Suriana maritima"
"Argusia argentea";"Argusia argentea"
"Thespesia populnea";"Thespesia populnea"
"Morinda citrifolia";"Morinda citrifolia"
"Leucaena leucocephala";"Leucaena leucocephala"
"Passiflora suberosa";"Passiflora suberosa"
"Stachytapheta jamaicencis";"Stachytapheta jamaicencis"
"Turnera angustifolia";"Turnera angustifolia"
"Phelsuma ornata";"Phelsuma ornata"
"Stratiomydae sp.";"Stratiomydae"
"Protaetia aurichalcea";"Protaetia aurichalcea"
"Leptotes pirithous";"Leptotes pirithous"
"Apis mellifera";"Apis mellifera"
"Musca domestica";"Musca domestica"
"Lucilia sp.";"Lucilia"
"Ornidia obesa";"Ornidia obesa"
"Syrphid sp.";"Syrphid"
"Xylocopa fenestrata";"Xylocopa fenestrata"
"Megachile sp.";"Megachile"
"Phalantha phalantha";"Phalantha phalantha"
"Borbo borbonica";"Borbo borbonica"
