"name";"bold";"eol";"tsn";"ncbi"
"Sericothrips variabilis";NA;NA;NA;NA
"Empoasca fabae";"77270";"14060374";NA;"139595"
"Aphis fabae";"32163";"12096126";"200576";"191316"
"Fabaceae";"891";"10511641";"500059";"3803"
"Acari";NA;"21809472";"82858";"6933"
"Aeolothrips";"107118";"13386112";"695236";"38133"
"Plathypena scabra";NA;"24689346";NA;NA
"Colias eurytheme";"17539";"12355083";"188528";"42296"
"Orius insidiosus";"92721";"13978754";"106965";"83647"
"Acrosternum hilare";"208126";"20957453";"108750";"244443"
"Nabis";"198276";"12376261";"107118";"58007"
