"name";"bold";"eol";"tsn";"ncbi"
"Baetis vernus";"28745";"14531024";NA;"239478"
"Eukiefferiella tshernovskii";NA;"6192520";NA;NA
"Heptagenia";"5875";"13041269";"100612";"226220"
"Cricotopus triannulatus";"297374";"13387300";"128653";"401642"
"Cricotopus bicinctus";"150153";"13036008";"128583";"302184"
"Agraylea multipunctata";"107459";"13358697";"115636";"997595"
"Hydroptila tineoides";"131686";"13341091";"115677";"1875540"
"Isoperla obscura";"186847";"14289347";NA;"197163"
"Athripsodes";"107544";"12387253";"602620";"446525"
"Erpobdella octolucata";NA;NA;NA;NA
"Rhyacophila nubila";"139048";"14520699";"608492";"1876001"
"Pentaneurini";"920676";"31269222";"128078";"55261"
"Hydropsyche pellucidula";"126494";"13337530";"568808";"869943"
