"original_name";"name_clear"
"bacteria";"Bacteria"
"fungi associated with detritus";"Fungi"
"herbivorous terrestrial insects";"Insecta"
"protozoans";"Protozoa"
"bivalves";"Bivalves"
"nematodes";"Nematodes"
"cumaceans";"Cumaceans"
"polychaetes";"Polychaetes"
"small crustacea";"Crustacea"
"fish";"Pisces"
"carnivorous terrestrial insects";"Insectae"
"mosquito fish";"Gambusia affinis"
"least killifish";"Heterandria formosa"
"crabs";"Decapoda"
"shrimps";"Caridea"
"gold-spotted killifish";"Floridichthys carpio"
"crested goby";"Lophogobius cyprinoides"
"lower carnivores-various fish";"Pisces"
"copepods";"Copepoda"
"blue crabs";"Blue Moon"
"juvenile of high carnivores";"Juvenile of high carnivores"
"middle carnivores-a variety of fish";"Middle carnivores-a variety of Fish"
"wading birds";"Wading birds"
"top carnivores-tarpon";"Megalops"
"barracuda";"Sphyraena"
"bull shark";"Carcharhinus leucas"
"other fish";"Pisces"
"American alligator";"Alligator mississippiensis"
"bald eagle";"Haliaeetus leucocephalus"
"mangrove leaf detritus";"Detritus"
"fecal material";"Fecal material"
"mangrove leaves";"Mangrove leaves"
"phytoplankton";"Phytoplankton"
"benthic algae";"Benthic algae"
