"name";"bold";"eol";"tsn";"ncbi"
"Synergus nervosus";NA;"14325998";NA;NA
"Synergus gallae-pomiformis";NA;NA;NA;NA
"Olynx arsames";NA;NA;NA;NA
"Andricus curvator";"83509";"14602203";"705622";"75152"
"Eurytoma brunniventris";NA;"24710516";NA;"261815"
"Syntomaspis notata";NA;NA;NA;NA
"Eupelmus urozonus";"480713";"19513604";NA;"310279"
"Mesopolobus jucundus";NA;"11187280";NA;NA
"Mesopolobus fasciiventris";"508432";"24607211";NA;"909780"
"Mesopolobus fuscipes";"508438";"24607210";NA;"909781"
"Mesopolobus albitarsus";NA;"24607241";NA;NA
"Mesopolobus tibialis";"508433";"21103668";NA;"909785"
"Mesopolobus amaenus";"508431";"24607240";NA;"909779"
"Torymus auratus";"508172";"22233012";NA;"714620"
"Torymus cynipedis";NA;NA;NA;NA
