"name";"bold";"eol";"tsn";"ncbi"
"Chroococcus dispersus";NA;"22934689";"665";"70191"
"Chromulinales";"181167";"12070709";NA;"96792"
"Selenastrum minutum";NA;"21895463";"6256";"39955"
"Trachelomonas";NA;"12427949";"9694";"96503"
"Dinobryon sociale";"99201";"13383842";"1525";"98061"
"Peridinium pulsillum";NA;NA;NA;NA
"Glenodinium quadridens";NA;NA;"10185";NA
"Closteriopsis longissima";NA;"15007144";"5927";NA
"Ascomorpha eucadis";NA;NA;NA;NA
"Filinia longispina";NA;NA;NA;NA
"Kellicottia";"284195";"13341162";"58485";"1213226"
"Leptodiaptomus siciloides";"51855";"24665694";"85843";"535788"
"Nostoc";"176341";"11324947";"1151";"1177"
"Dinobryon cylindricum";"604236";"15422353";"1530";"420577"
"Dactylococcopsis fascicularis";NA;NA;NA;NA
"Arthrodesmus";"440090";"6031786";"8280";"238754"
"Microcystis aeruginosa";"176355";"12158151";"750";"1126"
"Orthocyclops modestus";"896123";"24837900";"88756";NA
"Diaphanosoma leuchtenbergianum";NA;"24600452";"83839";NA
"Chaoborus punctipennis";"169995";"20020809";"125923";"204566"
"Phoxinus neogaeus";NA;"13591695";NA;"71761"
"Skistodiaptomus oregonensis";NA;"22945401";"85845";NA
"Glenodinium pulvisculus";NA;"24712086";NA;NA
"Scirtidae";"111678";"12230867";"113924";"110010"
"Oscillatoria";NA;"12073288";"922";"1158"
"Ankyra judayi";"440597";"15596077";NA;"52688"
"Daphnia rosea";NA;"17046053";"83891";"42846"
