"original_name";"name_clear"
"terrestrial invertebrates";"Invertabrata"
"intertidal invertebrates";"Intertidal invertebrates"
"marine invertebrates";"Marine invertebrates"
"fishes";"Pisces"
"Sorex";"Sorex"
"herons";"Ardeidae"
"Rallus";"Rallus"
"Anas";"Anas"
"migrant shorebirds";"Migrant shorebirds"
"waterfowl";"Waterfowl"
"passerines";"Passeriformes"
"Microtus";"Microtus"
"Reithrodontomys";"Reithrodontomys"
"Mus";"Mus"
"Rattus";"Rattus"
"Circus";"Circus"
"Asio";"Asio"
"terrestrial plants";"Terrestrial plants"
"marine plants";"Marine plants"
