"original_name";"name_clear"
"Trachurus";"Trachurus"
"Sardinella";"Sardinella"
"Sciaenidae";"Sciaenidae"
"Ariidae";"Ariidae"
"Merluccius";"Merluccius"
"Dentex";"Dentex"
"Pseudotolithus";"Pseudotolithus"
"Serranidae";"Serranidae"
"Polynemidae";"Polynemidae"
"P. longirostris";"Parapenaeus longirostris"
"Haemulidae";"Haemulidae"
"Aristeu varidens";"Aristeu varidens"
"Small pelagics";"Small pelagics"
"Mesopelagics";"Mesopelagics"
"Large pelagics";"Large pelagics"
"Demersal fish";"Pisces"
"Condrichtis";"Chondrichthyes"
"Cephalopodes";"Cephalopod"
"Miscelaneous";"Miscelaneous"
"Penaeus";"Penaeus"
"Marine mammals";"Cetacea"
"Marine birds";"Aves"
"Macrobenthos";"Macrobenthos"
"Middlebenthos";"Middlebenthos"
"Large Zoo";"Large Zoo"
"Small Zoo";"Animalia"
"Phytoplankton";"Phytoplankton"
"Detritus";"Detritus"
