"sp_taxon_1";"sp_taxon_2";"value";"type"
"Trachurus";"Middlebenthos";0,05;"predation"
"Trachurus";"Large Zoo";0,5;"predation"
"Trachurus";"Small Zoo";0,15;"predation"
"Trachurus";"Phytoplankton";0,3;"herbivory"
"Sardinella";"Macrobenthos";0,05;"predation"
"Sardinella";"Middlebenthos";0,05;"predation"
"Sardinella";"Large Zoo";0,35;"predation"
"Sardinella";"Small Zoo";0,15;"predation"
"Sardinella";"Phytoplankton";0,4;"herbivory"
"Sciaenidae";"Miscelaneous";0,15;"predation"
"Sciaenidae";"Macrobenthos";0,23;"predation"
"Sciaenidae";"Middlebenthos";0,2;"predation"
"Sciaenidae";"Large Zoo";0,32;"predation"
"Sciaenidae";"Small Zoo";0,1;"predation"
"Ariidae";"Sardinella";0,25;"predation"
"Ariidae";"Pseudotolithus";0,05;"predation"
"Ariidae";"Small pelagics";0,1;"predation"
"Ariidae";"Mesopelagics";0,2;"predation"
"Ariidae";"Demersal fish";0,05;"predation"
"Ariidae";"Miscelaneous";0,15;"predation"
"Ariidae";"Macrobenthos";0,1;"predation"
"Ariidae";"Middlebenthos";0,1;"predation"
"Merluccius";"Sardinella";0,05;"predation"
"Merluccius";"Sciaenidae";0,06;"predation"
"Merluccius";"Merluccius";0,04;"predation"
"Merluccius";"Serranidae";0,1;"predation"
"Merluccius";"Small pelagics";0,1;"predation"
"Merluccius";"Mesopelagics";0,1;"predation"
"Merluccius";"Middlebenthos";0,15;"predation"
"Merluccius";"Large Zoo";0,2;"predation"
"Merluccius";"Small Zoo";0,2;"predation"
"Dentex";"P. longirostris";0,05;"predation"
"Dentex";"Small pelagics";0,05;"predation"
"Dentex";"Miscelaneous";0,05;"predation"
"Dentex";"Macrobenthos";0,2;"predation"
"Dentex";"Middlebenthos";0,25;"predation"
"Dentex";"Large Zoo";0,3;"predation"
"Dentex";"Small Zoo";0,1;"predation"
"Pseudotolithus";"Sardinella";0,1;"predation"
"Pseudotolithus";"Merluccius";0,2;"predation"
"Pseudotolithus";"Dentex";0,05;"predation"
"Pseudotolithus";"Serranidae";0,15;"predation"
"Pseudotolithus";"Polynemidae";0,1;"predation"
"Pseudotolithus";"Haemulidae";0,1;"predation"
"Pseudotolithus";"Aristeu varidens";0,2;"predation"
"Pseudotolithus";"Miscelaneous";0,1;"predation"
"Serranidae";"Sardinella";0,15;"predation"
"Serranidae";"Sciaenidae";0,1;"predation"
"Serranidae";"Small pelagics";0,1;"predation"
"Serranidae";"Miscelaneous";0,1;"predation"
"Serranidae";"Penaeus";0,1;"predation"
"Serranidae";"Macrobenthos";0,2;"predation"
"Serranidae";"Middlebenthos";0,25;"predation"
"Polynemidae";"P. longirostris";0,25;"predation"
"Polynemidae";"Penaeus";0,1;"predation"
"Polynemidae";"Macrobenthos";0,25;"predation"
"Polynemidae";"Middlebenthos";0,35;"predation"
"Polynemidae";"Detritus";0,05;"commensalism"
"P. longirostris";"Detritus";1;"commensalism"
"Haemulidae";"Trachurus";0,1;"predation"
