"name";"bold";"eol";"tsn";"ncbi"
"Chelonioidea";NA;"25853930";"948946";"27791"
"Sus";"3143";"11968633";"667";"9822"
"Cocos nucifera";"204761";"11206897";"42451";"13894"
"Birgus latro";"276725";"11095290";NA;"177283"
"Galloanserae";NA;"25863919";NA;"1549675"
"Cyrtosperma";"411491";"12141076";"182570";"39258"
"Pandanus";"299931";"11776310";"506610";"4725"
"Treculia africana";"316274";"11948252";"506542";"709072"
"Thalassia testudinum";"426091";"11789205";"505463";"55497"
"Scincidae";"1102";"11089150";"173957";"66056"
"Gekkota";NA;"25824028";"564528";"8560"
"Fregatidae";"1453";"10660909";"174761";"30443"
"Sula";"4598";"8068377";"8600";"32641"
"Egretta gularis";"112776";"11360182";"174822";"1752861"
"Sturnidae";"1200";"11144218";"179635";"9170"
"Annelida";"2";"11073017";"64357";"6340"
