"name";"bold";"eol";"tsn";"ncbi"
"Coscinodiscus";"74449";"11861722";"2551";"33641"
"Spirogyra";"440238";"12200099";"7000";"3179"
"Ephemera";"5891";"13278511";"101463";"50582"
"Baetis";"5677";"11819586";"100808";"189838"
"Blattidae";"713";"11159926";NA;"6974"
"Misgurnus";"71217";"12447259";"640096";"7983"
"Gasterosteus aculeatus";"30387";"11142266";"166365";"69293"
"Leuciscus leuciscus";"71146";"11818789";"163580";"58325"
