"name";"bold";"eol";"tsn";"ncbi"
"Gammarus minus";"91929";"24665997";"573812";"114924"
"Asellus brevicaudus";NA;NA;NA;NA
"Neophylax autumnus";NA;NA;NA;NA
"Glossosoma intermedium";"112277";"13563662";"117162";"692084"
"Diplectrona modesta";"95663";"20982268";"115402";"177861"
"Orconectes rusticus";"8538";"21281901";"97424";"258719"
"Cambarus tenebrosus";"201466";"20953792";"97411";"338479"
"Tendipedidae";NA;NA;NA;NA
"Phagocata gracilis";"717864";"24694343";"54548";"1354672"
"Phyacophila parantra";NA;NA;NA;NA
"Baetis phoebus";"159102";"24120794";NA;"692422"
"Baetis herodes";NA;NA;NA;NA
"Centroptilum rufostrigatum";NA;NA;NA;NA
"Epeorus pleuralis";NA;"20931642";"100642";"603643"
"Nigronia fasciata";"880337";"20021204";"666581";NA
"Sialis joppa";"658779";"24696162";"115018";"2340055"
"Isoperla clio";NA;NA;NA;NA
"Isogenus decisus";NA;NA;NA;NA
