"original_name";"name_clear"
"Gammarus minus";"Gammarus minus"
"Asellus brevicaudus";"Asellus brevicaudus"
"Neophylax autumnus";"Neophylax autumnus"
"Glossosoma intermedium";"Glossosoma intermedium"
"Diplectrona modesta";"Diplectrona modesta"
"Orconectes rusticus";"Orconectes rusticus"
"Cambarus tenebrosus";"Cambarus tenebrosus"
"Tendipedidae (unspecified)";"Tendipedidae"
"Simulium sp.";"Simulium"
"terrestrial insects (unspec.)";"Insectae"
"Phagocata gracilis";"Phagocata gracilis"
"Phyacophila parantra";"Phyacophila parantra"
"Baetis phoebus";"Baetis phoebus"
"B. herodes";"Baetis herodes"
"Centroptilium rufostrigatum";"Centroptilum rufostrigatum"
"Epeorus pleuralis";"Epeorus pleuralis"
"detritus";"Detritus"
"diatoms (unspec.)";"Diatoms"
"Nigronia fasciata";"Nigronia fasciata"
"Sialis joppa";"Sialis joppa"
"Rhinichthys atratulus";"Rhinichthys atratulus"
"Semotilus atromaculatus";"Semotilus atromaculatus"
"Isoperla clio";"Isoperla clio"
"Isogenus decisus";"Isogenus decisus"
