"original_name";"name_clear"
"Quiscalus quiscula";"Quiscalus quiscula"
"Turdus migratorius";"Turdus migratorius"
"Zonotrichia albicollis";"Zonotrichia albicollis"
"Junco hyemalis";"Junco hyemalis"
"Cardinalis cardinalis";"Cardinalis cardinalis"
"Dendroica coronata";"Dendroica coronata"
"Parus atricapillus";"Parus atricapillus"
"Catharus guttata";"Catharus guttata"
"Parus bicolor";"Parus bicolor"
"Picoides pubescens";"Picoides pubescens"
"Mimus polyglottos";"Mimus polyglottos"
"Bombycilla cedrorum";"Bombycilla cedrorum"
"Melanerpes carolinensis";"Melanerpes carolinensis"
"Picoides villosus";"Picoides villosus"
"Sturnus vulgaris";"Sturnus vulgaris"
"Carpodacus purpureus";"Carpodacus purpureus"
"Colaptes auratus";"Colaptes auratus"
"Zenaidura macroura";"Zenaidura macroura"
"Euphagus carolinus";"Euphagus carolinus"
"Pipilo erythophtalmus";"Pipilo erythrophtalmus"
"Vireo olivaceus";"Vireo olivaceus"
"Cornus florida";"Cornus florida"
"Vitis sp1";"Vitis"
"Celastrus orbiculatus";"Celastrus orbiculatus"
"Lindera benzoin";"Lindera benzoin"
"Rhus radicans";"Rhus radicans"
"Smilax rotundifolia";"Smilax rotundifolia"
"Lonicera japonica";"Lonicera japonica"
