"original_name";"name_clear"
"Cerastoderma edule";"Cerastoderma edule"
"Ruditapes decussatus";"Ruditapes decussatus"
"Mytilus galloprovincialis";"Mytilus galloprovincialis"
"Scrobicularia plana";"Scrobicularia plana"
"Littorina littorea from rocks";"Littorina littorea"
"Littorina littorea from Z. marina";"Littorina littorea"
"Littorina obtusata";"Littorina obtusata"
"Gammarus sp.";"Gammarus"
"Palaemon adspersus";"Palaemon adspersus"
"Arenicola marina";"Arenicola marina"
"Nucella lapillus";"Nucella lapillus"
"Gobius niger";"Gobius niger"
"Symphodus bailloni";"Symphodus bailloni"
"Sepia officinalis <67mm";"Sepia officinalis"
"Sepia officinalis 67-120mm";"Sepia officinalis"
"Sepia officinalis >120mm";"Sepia officinalis"
"Marine POM I";"Marine POM"
"Marine POM II";"Marine POM"
"Microphytobenthos";"Microphytobenthos"
"Marine POM III";"Marine POM"
"Ascophyllum nodosum";"Ascophyllum nodosum"
"Enteromorpha intestinalis";"Ulva intestinalis"
"Fucus vesiculosus";"Fucus vesiculosus"
"Ulva spp.";"Ulva"
"Zostera marina";"Zostera marina"
"Sediment";"Sediment"
