"name";"bold";"eol";"tsn";"ncbi"
"Cerastoderma edule";30628;6277952;80901;55710
"Ruditapes decussatus";326825;5998591;NA;104385
"Palaemon adspersus";469387;6329269;96478;1169710
"Arenicola marina";198405;7900071;67511;6344
"Nucella lapillus";29483;5834032;73297;51631
"Gobius niger";77458;7432034;NA;85417
"Symphodus bailloni";251741;7223748;614244;191725
"Sepia officinalis";26029;5973111;NA;6610
"Marine POM";NA;NA;NA;NA
"Microphytobenthos";NA;NA;NA;NA
"Ascophyllum nodosum";53987;5748763;NA;52969
"Ulva intestinalis";262617;7587717;6536;3116
"Fucus vesiculosus";102079;6457250;NA;49266
"Zostera marina";439884;7583262;NA;29655
"Sediment";NA;NA;964634;NA
